(3, 512, 512)
Starting vanilla DIP on 4 using ADAM(sigma=0.1,lr=0.01,decay=0,beta=0)
Noisy PSNR is '20.218838092290625'
[128, 128, 128, 128]
Number of params in decoder: 83584
torch.Size([1, 128, 32, 32])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '30.246225904933457', noisy psnr is '19.97219612309461'
At step '400', psnr is '29.137971405360503', noisy psnr is '19.996224823771364'
At step '600', psnr is '31.27370014934877', noisy psnr is '20.272069383612088'
At step '800', psnr is '31.16770859595091', noisy psnr is '20.352444638681867'
At step '1000', psnr is '30.60493279260958', noisy psnr is '20.35507645369964'
At step '1200', psnr is '29.305986337704503', noisy psnr is '20.241684598952236'
At step '1400', psnr is '29.569197242714218', noisy psnr is '20.34596759094576'
At step '1600', psnr is '29.797670275107983', noisy psnr is '20.409221815188356'
At step '1800', psnr is '29.434540582054893', noisy psnr is '20.41964815011511'
At step '2000', psnr is '29.454565688532167', noisy psnr is '20.427778263359464'
At step '2200', psnr is '29.616515708889757', noisy psnr is '20.47500743052611'
At step '2400', psnr is '29.28644457253074', noisy psnr is '20.441184333052846'
At step '2600', psnr is '29.01865859769626', noisy psnr is '20.456015049631123'
At step '2800', psnr is '29.413314338334125', noisy psnr is '20.510960088152533'
At step '3000', psnr is '29.31013440101737', noisy psnr is '20.51304228714091'
At step '3200', psnr is '29.264692928744847', noisy psnr is '20.540414397577727'
At step '3400', psnr is '29.032919254217525', noisy psnr is '20.497024912401777'
At step '3600', psnr is '29.114401118403165', noisy psnr is '20.555746566321645'
At step '3800', psnr is '29.108572776233732', noisy psnr is '20.568052316643524'
At step '4000', psnr is '29.457842580176013', noisy psnr is '20.614585247977203'
At step '4200', psnr is '28.73989340380036', noisy psnr is '20.53427873030062'
At step '4400', psnr is '29.191842071466784', noisy psnr is '20.608052277687708'
At step '4600', psnr is '29.152025012828183', noisy psnr is '20.601252409180756'
At step '4800', psnr is '29.1771010949559', noisy psnr is '20.630948348911957'
At step '5000', psnr is '29.157035228991024', noisy psnr is '20.626640359538126'
At step '5200', psnr is '29.01674484085082', noisy psnr is '20.620705569077007'
At step '5400', psnr is '29.170083926729674', noisy psnr is '20.632263627420613'
At step '5600', psnr is '29.01066601176065', noisy psnr is '20.632213634646064'
At step '5800', psnr is '29.03134626214453', noisy psnr is '20.64735553002263'
At step '6000', psnr is '28.865129950011603', noisy psnr is '20.607234211068185'
At step '6200', psnr is '28.905190429382948', noisy psnr is '20.6181948972213'
At step '6400', psnr is '28.737755745605888', noisy psnr is '20.603452459817664'
At step '6600', psnr is '28.872670149351936', noisy psnr is '20.648321716557856'
At step '6800', psnr is '28.87148370822247', noisy psnr is '20.634557242403773'
At step '7000', psnr is '28.733401980499686', noisy psnr is '20.621345352790243'
At step '7200', psnr is '28.8948884977796', noisy psnr is '20.653146464935553'
At step '7400', psnr is '28.745688695300892', noisy psnr is '20.622897326440814'
At step '7600', psnr is '28.89840873799141', noisy psnr is '20.670635948393738'
At step '7800', psnr is '28.94405223992686', noisy psnr is '20.67879240187603'
At step '8000', psnr is '28.68965464525012', noisy psnr is '20.652192892320976'
At step '8200', psnr is '28.800813153560934', noisy psnr is '20.667115848263414'
At step '8400', psnr is '28.884575382699534', noisy psnr is '20.681793660127727'
At step '8600', psnr is '28.81076114693462', noisy psnr is '20.66821686535755'
At step '8800', psnr is '28.87695912070129', noisy psnr is '20.695226164325753'
At step '9000', psnr is '28.744961965686073', noisy psnr is '20.659353549863965'
At step '9200', psnr is '28.731787659682908', noisy psnr is '20.669461164093136'
At step '9400', psnr is '28.640181700532445', noisy psnr is '20.679542079917375'
At step '9600', psnr is '28.804828563372617', noisy psnr is '20.69894224394307'
At step '9800', psnr is '28.86062151916981', noisy psnr is '20.69214649253185'
At step '10000', psnr is '28.744656582382365', noisy psnr is '20.677267066885456'
At step '10200', psnr is '28.822619619510547', noisy psnr is '20.706172424968642'
At step '10400', psnr is '28.902076058624004', noisy psnr is '20.712129662846625'
At step '10600', psnr is '28.35677790910782', noisy psnr is '20.60408481770528'
At step '10800', psnr is '28.61996085992026', noisy psnr is '20.702585737825512'
At step '11000', psnr is '28.74369029756915', noisy psnr is '20.712381601316903'
At step '11200', psnr is '28.54965950178654', noisy psnr is '20.680463151740245'
At step '11400', psnr is '28.87753415968815', noisy psnr is '20.71912515013782'
At step '11600', psnr is '28.572430073054328', noisy psnr is '20.702126715334764'
At step '11800', psnr is '28.613333107702715', noisy psnr is '20.70195425317351'
At step '12000', psnr is '28.695053507940788', noisy psnr is '20.708797258425186'
At step '12200', psnr is '28.702675522434507', noisy psnr is '20.710848900981254'
At step '12400', psnr is '28.70864873937764', noisy psnr is '20.719378015251845'
At step '12600', psnr is '28.435990224655164', noisy psnr is '20.684451845185336'
At step '12800', psnr is '28.73567904626212', noisy psnr is '20.7130676207548'
At step '13000', psnr is '28.53070717063966', noisy psnr is '20.687955041390367'
At step '13200', psnr is '28.740514253109474', noisy psnr is '20.73790064802353'
At step '13400', psnr is '28.63464470001475', noisy psnr is '20.727999982684246'
At step '13600', psnr is '28.635525332505093', noisy psnr is '20.725698879248434'
At step '13800', psnr is '28.522501125674165', noisy psnr is '20.707967564048836'
At step '14000', psnr is '28.680965799691922', noisy psnr is '20.74254024097626'
At step '14200', psnr is '28.640720537823924', noisy psnr is '20.73362804679948'
At step '14400', psnr is '28.573017443408688', noisy psnr is '20.70583309689782'
At step '14600', psnr is '28.68521762676313', noisy psnr is '20.734217643873073'
At step '14800', psnr is '28.591936122006153', noisy psnr is '20.73226133247015'
At step '15000', psnr is '28.684097770864053', noisy psnr is '20.731635065379134'
At step '15200', psnr is '28.5532370195444', noisy psnr is '20.731789193550078'
At step '15400', psnr is '28.589874358185845', noisy psnr is '20.737286041479063'
At step '15600', psnr is '28.320343628813998', noisy psnr is '20.66948064388104'
At step '15800', psnr is '28.445485146085137', noisy psnr is '20.68008246527272'
At step '16000', psnr is '28.509915111059584', noisy psnr is '20.741629124586073'
At step '16200', psnr is '28.53446002557538', noisy psnr is '20.714449474360514'
At step '16400', psnr is '28.469154259147118', noisy psnr is '20.707556945189715'
At step '16600', psnr is '28.53603336870744', noisy psnr is '20.722453015277548'
At step '16800', psnr is '28.485648443939873', noisy psnr is '20.724550167953414'
At step '17000', psnr is '28.491698455772323', noisy psnr is '20.700183251831188'
At step '17200', psnr is '28.406133895979593', noisy psnr is '20.727584518360676'
At step '17400', psnr is '28.658931723134614', noisy psnr is '20.75873371361591'
At step '17600', psnr is '28.46185726617211', noisy psnr is '20.730526511127422'
