(3, 512, 512)
Starting vanilla DIP on 2 using ADAM(sigma=0.1,lr=0.01,decay=0,beta=0)
Noisy PSNR is '20.577725091081053'
[128, 128, 128, 128]
Number of params in decoder: 83584
torch.Size([1, 128, 32, 32])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '30.411607707395664', noisy psnr is '20.43665960682936'
At step '400', psnr is '31.377452952951124', noisy psnr is '20.613679894123816'
At step '600', psnr is '30.83312715406308', noisy psnr is '20.659483043063382'
At step '800', psnr is '28.821665976777915', noisy psnr is '20.434720473635227'
At step '1000', psnr is '29.875383173916873', noisy psnr is '20.717637227891316'
At step '1200', psnr is '30.772378061557365', noisy psnr is '20.83763434731983'
At step '1400', psnr is '28.151632901989704', noisy psnr is '20.504170100382897'
At step '1600', psnr is '30.582342250169624', noisy psnr is '20.936424706714647'
At step '1800', psnr is '29.44259686814052', noisy psnr is '20.82177491188938'
At step '2000', psnr is '30.361459848258203', noisy psnr is '20.975495979171363'
At step '2200', psnr is '29.492729324810032', noisy psnr is '20.867066432848652'
At step '2400', psnr is '29.02300551414905', noisy psnr is '20.86725885995134'
At step '2600', psnr is '29.457256718594476', noisy psnr is '20.939605568486385'
At step '2800', psnr is '29.611231168901504', noisy psnr is '20.99115237538566'
At step '3000', psnr is '28.84934726571981', noisy psnr is '20.877932220042396'
At step '3200', psnr is '29.152943910249878', noisy psnr is '20.97020869545001'
At step '3400', psnr is '29.30351233674658', noisy psnr is '21.01019856230736'
At step '3600', psnr is '29.4907155645511', noisy psnr is '21.054568776815028'
At step '3800', psnr is '29.402922129228006', noisy psnr is '21.057023782413154'
At step '4000', psnr is '29.189126040699954', noisy psnr is '21.043576114432096'
At step '4200', psnr is '29.3040509420309', noisy psnr is '21.075422567188774'
At step '4400', psnr is '29.23702391815512', noisy psnr is '21.067215377116'
At step '4600', psnr is '29.474361015642458', noisy psnr is '21.099325426828383'
At step '4800', psnr is '29.178472667516566', noisy psnr is '21.079463830433475'
At step '5000', psnr is '29.327396940240504', noisy psnr is '21.11548806306274'
At step '5200', psnr is '29.051140821506372', noisy psnr is '21.088175144090798'
At step '5400', psnr is '29.043361271260157', noisy psnr is '21.091404213678373'
At step '5600', psnr is '29.17254809319254', noisy psnr is '21.119586090049886'
At step '5800', psnr is '29.033861204791233', noisy psnr is '21.09633045433508'
At step '6000', psnr is '28.98304160181172', noisy psnr is '21.101478711173527'
At step '6200', psnr is '28.812719872276432', noisy psnr is '21.088078329320563'
At step '6400', psnr is '29.225565512881822', noisy psnr is '21.149044318587155'
At step '6600', psnr is '29.100614554977682', noisy psnr is '21.15440526799776'
At step '6800', psnr is '28.860585255358814', noisy psnr is '21.134308847559442'
At step '7000', psnr is '28.576913783604265', noisy psnr is '21.094481976113094'
At step '7200', psnr is '28.896589485078806', noisy psnr is '21.14127555017298'
At step '7400', psnr is '28.591154658162395', noisy psnr is '21.086407772914747'
At step '7600', psnr is '28.91787726047529', noisy psnr is '21.141417265482232'
At step '7800', psnr is '28.849614478811468', noisy psnr is '21.15263866836141'
At step '8000', psnr is '28.79551911588006', noisy psnr is '21.135228305547237'
At step '8200', psnr is '28.869148073997344', noisy psnr is '21.156854380462615'
At step '8400', psnr is '28.794810889853867', noisy psnr is '21.143852273515066'
At step '8600', psnr is '28.752011903946745', noisy psnr is '21.14581716393738'
At step '8800', psnr is '28.888309699536197', noisy psnr is '21.18874643368015'
At step '9000', psnr is '28.686709708187394', noisy psnr is '21.153430986690918'
