(3, 256, 256)
Starting vanilla DIP on 12 using ADAM(sigma=0.1,lr=0.01,decay=0,beta=0)
Noisy PSNR is '20.842623814587075'
[128, 128, 128, 128]
Number of params in decoder: 83584
torch.Size([1, 128, 16, 16])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '28.025101312837432'
At step '400', psnr is '27.62553175790223'
At step '600', psnr is '28.67732976812697'
At step '800', psnr is '28.274535999283508'
At step '1000', psnr is '28.246162225058615'
At step '1200', psnr is '27.3347108627287'
At step '1400', psnr is '27.218348924296627'
At step '1600', psnr is '26.98278741746643'
At step '1800', psnr is '27.432175034247447'
At step '2000', psnr is '26.834433420658527'
At step '2200', psnr is '27.084696316872687'
At step '2400', psnr is '26.34249674951395'
At step '2600', psnr is '26.938718224695798'
At step '2800', psnr is '26.91224134186827'
At step '3000', psnr is '26.874244629318646'
At step '3200', psnr is '25.930400735849496'
At step '3400', psnr is '26.481927845353827'
At step '3600', psnr is '25.892902272397716'
At step '3800', psnr is '25.922596379168606'
At step '4000', psnr is '26.230433471928627'
At step '4200', psnr is '26.15594205049415'
At step '4400', psnr is '25.92031289979222'
At step '4600', psnr is '25.96068353022657'
At step '4800', psnr is '25.972843859247263'
At step '5000', psnr is '25.585051908529866'
At step '5200', psnr is '25.71461429298602'
At step '5400', psnr is '25.58566478803109'
At step '5600', psnr is '25.743800387428216'
At step '5800', psnr is '25.956637907649846'
At step '6000', psnr is '25.84948175539674'
At step '6200', psnr is '25.452604845885677'
At step '6400', psnr is '25.820348528802278'
At step '6600', psnr is '25.487507977791616'
At step '6800', psnr is '25.413546587393636'
At step '7000', psnr is '25.65983689486925'
At step '7200', psnr is '25.131417333038712'
At step '7400', psnr is '25.283754884228106'
At step '7600', psnr is '25.203128062261992'
At step '7800', psnr is '25.5252051476257'
At step '8000', psnr is '25.56289094469429'
At step '8200', psnr is '25.214528400639196'
At step '8400', psnr is '25.243563141908737'
At step '8600', psnr is '25.261166520353974'
At step '8800', psnr is '25.319643819206146'
At step '9000', psnr is '25.31685683508584'
At step '9200', psnr is '25.509773493595212'
At step '9400', psnr is '25.24230181828937'
At step '9600', psnr is '25.372801562317754'
At step '9800', psnr is '24.96772218130001'
At step '10000', psnr is '25.202454621125668'
At step '10200', psnr is '24.9314019543139'
At step '10400', psnr is '25.09025777461813'
At step '10600', psnr is '25.35607267175098'
At step '10800', psnr is '24.988786789333687'
At step '11000', psnr is '25.224441893181652'
At step '11200', psnr is '25.231147117075842'
At step '11400', psnr is '25.152594228909294'
At step '11600', psnr is '24.985212035001368'
At step '11800', psnr is '25.049163167811454'
At step '12000', psnr is '24.792889627156466'
At step '12200', psnr is '25.079232022737607'
At step '12400', psnr is '25.092055066092588'
At step '12600', psnr is '25.1224720827254'
At step '12800', psnr is '24.883165767333697'
At step '13000', psnr is '24.54823785296961'
At step '13200', psnr is '24.862141708816132'
At step '13400', psnr is '24.987668425857066'
At step '13600', psnr is '24.950870904621954'
At step '13800', psnr is '24.816998397857688'
At step '14000', psnr is '24.840206661118778'
At step '14200', psnr is '24.94003844126967'
At step '14400', psnr is '24.72686821644206'
At step '14600', psnr is '24.872053242791846'
At step '14800', psnr is '24.36911854842103'
At step '15000', psnr is '24.768019328210997'
At step '15200', psnr is '24.963610087010743'
At step '15400', psnr is '24.955330781051217'
At step '15600', psnr is '24.861946558430944'
At step '15800', psnr is '24.866392896722754'
At step '16000', psnr is '24.842276776893776'
At step '16200', psnr is '24.834973654838794'
At step '16400', psnr is '24.966002889066218'
At step '16600', psnr is '24.77131861624709'
At step '16800', psnr is '24.6157852365293'
At step '17000', psnr is '24.794423999498786'
At step '17200', psnr is '24.65327821366384'
At step '17400', psnr is '24.778425446026688'
At step '17600', psnr is '24.67792871954594'
At step '17800', psnr is '24.663505305979562'
At step '18000', psnr is '24.69521532897224'
At step '18200', psnr is '24.800813081832935'
At step '18400', psnr is '24.57949283238332'
At step '18600', psnr is '24.578755947598342'
At step '18800', psnr is '24.661075591106936'
At step '19000', psnr is '24.889518506730617'
At step '19200', psnr is '24.596740371360944'
At step '19400', psnr is '24.622354579664606'
At step '19600', psnr is '24.68408019249203'
At step '19800', psnr is '24.482011341919584'
At step '20000', psnr is '24.415258388166478'
At step '20200', psnr is '24.57268192123188'
At step '20400', psnr is '24.64493168350002'
At step '20600', psnr is '24.403243143136038'
At step '20800', psnr is '24.72301926599979'
At step '21000', psnr is '24.55433259304566'
At step '21200', psnr is '24.33744844522132'
At step '21400', psnr is '24.582225534415333'
At step '21600', psnr is '24.613492056471156'
At step '21800', psnr is '24.229565935900116'
At step '22000', psnr is '24.52236682745098'
At step '22200', psnr is '24.685573916397644'
At step '22400', psnr is '24.34294775651809'
At step '22600', psnr is '24.61977668244114'
At step '22800', psnr is '24.571068056460447'
At step '23000', psnr is '24.61741610025392'
At step '23200', psnr is '24.598284223310092'
At step '23400', psnr is '24.56757581760684'
At step '23600', psnr is '24.497168734569946'
At step '23800', psnr is '24.684341847001583'
At step '24000', psnr is '24.511513325683126'
