(3, 512, 512)
Starting vanilla DIP on 4 using ADAM(sigma=0.1,lr=0.01,decay=0,beta=0)
Noisy PSNR is '19.756213533811913'
[128, 128, 128, 128]
Number of params in decoder: 83584
torch.Size([1, 128, 32, 32])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '27.762032609158727'
At step '400', psnr is '28.00478137987011'
At step '600', psnr is '28.20119690721568'
At step '800', psnr is '28.218341193837094'
At step '1000', psnr is '27.76758487737306'
At step '1200', psnr is '28.091973125218587'
At step '1400', psnr is '28.315439586546574'
At step '1600', psnr is '28.044581858549286'
At step '1800', psnr is '28.169837350571555'
At step '2000', psnr is '28.035621215187977'
At step '2200', psnr is '27.89714001217646'
At step '2400', psnr is '27.943070335054575'
At step '2600', psnr is '27.887600033540796'
At step '2800', psnr is '27.95142607605043'
At step '3000', psnr is '27.80522410924009'
At step '3200', psnr is '27.72614978008461'
At step '3400', psnr is '27.694346215157598'
At step '3600', psnr is '27.503003282446695'
At step '3800', psnr is '26.962050114646182'
At step '4000', psnr is '27.89071092178655'
At step '4200', psnr is '27.48868427840638'
At step '4400', psnr is '27.72471771642165'
At step '4600', psnr is '27.46066010419112'
At step '4800', psnr is '27.446620432980417'
At step '5000', psnr is '27.327235162493263'
At step '5200', psnr is '27.541213949687116'
At step '5400', psnr is '27.395965358239348'
At step '5600', psnr is '27.415086863122223'
At step '5800', psnr is '27.51219705731286'
At step '6000', psnr is '27.144659952985574'
At step '6200', psnr is '27.452727071961228'
At step '6400', psnr is '27.18086147938639'
At step '6600', psnr is '27.09912815459724'
At step '6800', psnr is '27.363008543365737'
At step '7000', psnr is '27.52497692020588'
At step '7200', psnr is '27.215561306722556'
At step '7400', psnr is '27.177401773034184'
At step '7600', psnr is '27.26221506087811'
At step '7800', psnr is '27.393902411354407'
At step '8000', psnr is '27.266876466472855'
At step '8200', psnr is '27.26937383670468'
At step '8400', psnr is '27.232687138678017'
At step '8600', psnr is '27.06583255354446'
At step '8800', psnr is '27.335290334191598'
At step '9000', psnr is '27.338399127589923'
At step '9200', psnr is '27.03340632220321'
At step '9400', psnr is '27.236048593534314'
At step '9600', psnr is '27.136909461830143'
At step '9800', psnr is '27.38142147276705'
At step '10000', psnr is '27.26946484051949'
At step '10200', psnr is '27.483096025827507'
At step '10400', psnr is '27.143275306132132'
At step '10600', psnr is '27.38092664162226'
At step '10800', psnr is '27.052701592761107'
At step '11000', psnr is '27.25271488577558'
At step '11200', psnr is '27.09219406670173'
At step '11400', psnr is '27.204518956575868'
At step '11600', psnr is '27.339292195937375'
At step '11800', psnr is '27.144415622788486'
At step '12000', psnr is '27.075486666815685'
At step '12200', psnr is '27.362218844185428'
At step '12400', psnr is '27.221141431400948'
At step '12600', psnr is '27.191148087541606'
At step '12800', psnr is '27.30664753227841'
At step '13000', psnr is '27.16308242698205'
At step '13200', psnr is '27.073885505279677'
At step '13400', psnr is '27.12141860425755'
At step '13600', psnr is '27.152922619631376'
At step '13800', psnr is '27.26943370742088'
At step '14000', psnr is '27.028593958063368'
At step '14200', psnr is '27.19970979694768'
At step '14400', psnr is '27.104399757994532'
At step '14600', psnr is '27.129353932737892'
At step '14800', psnr is '27.28660361866715'
At step '15000', psnr is '27.006729740810457'
At step '15200', psnr is '27.286224952892084'
At step '15400', psnr is '27.008059967210926'
At step '15600', psnr is '26.941382094818355'
At step '15800', psnr is '27.045845158701518'
At step '16000', psnr is '27.20472569648978'
At step '16200', psnr is '27.168411224604974'
At step '16400', psnr is '27.153970150406238'
At step '16600', psnr is '27.02723732682263'
At step '16800', psnr is '27.12137289115033'
At step '17000', psnr is '27.085969181479488'
At step '17200', psnr is '27.056793289997696'
At step '17400', psnr is '27.20343115360614'
At step '17600', psnr is '27.115570078232622'
At step '17800', psnr is '27.188026552518487'
At step '18000', psnr is '27.2188385133285'
At step '18200', psnr is '27.17198671133832'
At step '18400', psnr is '27.057773407820967'
At step '18600', psnr is '27.052019306008972'
At step '18800', psnr is '27.179813894321082'
At step '19000', psnr is '27.208057305971906'
At step '19200', psnr is '27.230736490750644'
At step '19400', psnr is '27.121395168996905'
At step '19600', psnr is '26.974603137335087'
At step '19800', psnr is '27.18658160754332'
At step '20000', psnr is '27.0073263195074'
At step '20200', psnr is '27.03682636060829'
At step '20400', psnr is '27.163362573312163'
At step '20600', psnr is '26.84940301299683'
At step '20800', psnr is '27.074651951215138'
At step '21000', psnr is '27.171258793871715'
At step '21200', psnr is '27.05988520434012'
At step '21400', psnr is '27.03165791875364'
At step '21600', psnr is '27.030355577571953'
At step '21800', psnr is '27.096821411327173'
At step '22000', psnr is '27.12687146215266'
At step '22200', psnr is '27.06073420490101'
At step '22400', psnr is '27.118035687790666'
At step '22600', psnr is '27.135118027063847'
At step '22800', psnr is '27.150343634774337'
At step '23000', psnr is '26.996023022764465'
At step '23200', psnr is '27.142466418319987'
At step '23400', psnr is '27.10810462322096'
At step '23600', psnr is '27.15014208864542'
At step '23800', psnr is '26.84011199706033'
At step '24000', psnr is '27.09827305482238'
At step '24200', psnr is '26.995925485408026'
At step '24400', psnr is '27.149584099315398'
At step '24600', psnr is '27.14502211052849'
At step '24800', psnr is '27.0959285103702'
At step '25000', psnr is '26.703419729748102'
At step '25200', psnr is '26.95637708334617'
At step '25400', psnr is '27.135012091093035'
At step '25600', psnr is '27.13541756412003'
At step '25800', psnr is '27.130899709951677'
At step '26000', psnr is '27.134603753870866'
At step '26200', psnr is '27.096328624664544'
At step '26400', psnr is '27.04652363230997'
At step '26600', psnr is '27.100805744451193'
At step '26800', psnr is '27.0632616485118'
At step '27000', psnr is '27.07590523002072'
At step '27200', psnr is '27.112734523112863'
At step '27400', psnr is '27.110505102091288'
At step '27600', psnr is '27.015302189356774'
At step '27800', psnr is '26.908715179674996'
At step '28000', psnr is '27.125962804451436'
At step '28200', psnr is '27.066855570440946'
At step '28400', psnr is '26.930964394789303'
At step '28600', psnr is '26.94990093190153'
At step '28800', psnr is '27.074252970320142'
At step '29000', psnr is '26.89511458892257'
At step '29200', psnr is '27.073760734502063'
At step '29400', psnr is '27.036473964833576'
At step '29600', psnr is '26.631169100301374'
At step '29800', psnr is '26.961991824859815'
At step '30000', psnr is '26.96145609748189'
At step '30200', psnr is '27.027234778759436'
At step '30400', psnr is '27.017009277540684'
At step '30600', psnr is '26.89683606624164'
At step '30800', psnr is '26.93839085329998'
At step '31000', psnr is '27.02533688698942'
At step '31200', psnr is '26.932349448532694'
At step '31400', psnr is '26.784725396074613'
At step '31600', psnr is '26.926413805769744'
At step '31800', psnr is '27.096625498199565'
At step '32000', psnr is '26.99711491605551'
At step '32200', psnr is '26.92394649242039'
At step '32400', psnr is '26.94907248771624'
At step '32600', psnr is '26.928901619403405'
At step '32800', psnr is '27.016516426365133'
At step '33000', psnr is '26.861676683573002'
At step '33200', psnr is '26.974742433994642'
At step '33400', psnr is '26.95736655696291'
At step '33600', psnr is '27.038455072901627'
At step '33800', psnr is '26.94772879198363'
At step '34000', psnr is '27.04101189870171'
At step '34200', psnr is '26.99131927038328'
At step '34400', psnr is '26.99403897612166'
At step '34600', psnr is '26.965030350731205'
At step '34800', psnr is '27.02194935111221'
At step '35000', psnr is '26.99205892463898'
At step '35200', psnr is '27.027540273879826'
At step '35400', psnr is '27.037397291101527'
At step '35600', psnr is '26.967303311064587'
At step '35800', psnr is '26.9142793576803'
At step '36000', psnr is '26.982736256273633'
At step '36200', psnr is '27.046074906545485'
At step '36400', psnr is '27.042300393707098'
At step '36600', psnr is '27.065581478437068'
