(3, 256, 256)
Starting vanilla DIP on 9 using ADAM(sigma=0.1,lr=0.01,decay=0,beta=0)
Noisy PSNR is '20.19258092863263'
[128, 128, 128, 128]
Number of params in decoder: 83584
torch.Size([1, 128, 16, 16])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '23.76923525192586'
At step '400', psnr is '24.387118110175404'
At step '600', psnr is '24.71940872464272'
At step '800', psnr is '25.191539013561986'
At step '1000', psnr is '25.799964249452344'
At step '1200', psnr is '25.392226567051036'
At step '1400', psnr is '25.629759613919944'
At step '1600', psnr is '24.68318711788093'
At step '1800', psnr is '25.495345398136866'
At step '2000', psnr is '25.771031137954648'
At step '2200', psnr is '25.280489051380556'
At step '2400', psnr is '25.41399784894079'
At step '2600', psnr is '25.71148521233974'
At step '2800', psnr is '25.29767318129631'
At step '3000', psnr is '25.43985029715167'
At step '3200', psnr is '25.063840898802052'
At step '3400', psnr is '25.331467770659746'
At step '3600', psnr is '25.022943541608736'
At step '3800', psnr is '24.93141234105017'
At step '4000', psnr is '25.10562960878742'
At step '4200', psnr is '25.204274827708147'
At step '4400', psnr is '24.786648260815554'
At step '4600', psnr is '25.282873607885563'
At step '4800', psnr is '24.873561492632533'
At step '5000', psnr is '25.069537580600006'
At step '5200', psnr is '24.729047218467915'
At step '5400', psnr is '24.972856499695126'
At step '5600', psnr is '24.575081226773705'
At step '5800', psnr is '24.692724019444352'
At step '6000', psnr is '24.778493510175252'
At step '6200', psnr is '24.68912755242095'
At step '6400', psnr is '25.0661139347971'
At step '6600', psnr is '24.968568749618424'
At step '6800', psnr is '24.3266842573445'
At step '7000', psnr is '24.57807721871699'
At step '7200', psnr is '24.485865753867206'
At step '7400', psnr is '24.71390842171317'
At step '7600', psnr is '24.64590475183412'
At step '7800', psnr is '24.596709191031046'
At step '8000', psnr is '24.84559132452536'
At step '8200', psnr is '24.585878984003816'
At step '8400', psnr is '24.635054804108382'
At step '8600', psnr is '24.586439447589417'
At step '8800', psnr is '24.49831834305406'
At step '9000', psnr is '24.55566427919319'
At step '9200', psnr is '24.566671073490532'
At step '9400', psnr is '24.494629053466255'
At step '9600', psnr is '24.478913257061254'
At step '9800', psnr is '24.377080949211233'
At step '10000', psnr is '24.244351744877388'
At step '10200', psnr is '24.62894914083765'
At step '10400', psnr is '24.732197365502042'
At step '10600', psnr is '24.449042442994195'
At step '10800', psnr is '24.13713184067001'
At step '11000', psnr is '24.472038980374805'
At step '11200', psnr is '24.315161688519108'
At step '11400', psnr is '24.357898623727866'
At step '11600', psnr is '24.3636045228347'
At step '11800', psnr is '24.51369609433052'
At step '12000', psnr is '24.421610294756046'
At step '12200', psnr is '24.171382836992752'
At step '12400', psnr is '24.03838740914461'
At step '12600', psnr is '24.2464959230024'
At step '12800', psnr is '24.313441424315656'
At step '13000', psnr is '24.19379341944741'
At step '13200', psnr is '23.854587356994138'
At step '13400', psnr is '24.255579965211496'
At step '13600', psnr is '24.247148416882943'
At step '13800', psnr is '24.311929519813734'
At step '14000', psnr is '24.352407630989973'
At step '14200', psnr is '24.402019231964825'
At step '14400', psnr is '24.029599258098365'
At step '14600', psnr is '24.399703606230826'
At step '14800', psnr is '23.89830148874288'
At step '15000', psnr is '24.07472296873834'
At step '15200', psnr is '24.23091898026221'
At step '15400', psnr is '24.167119127757516'
At step '15600', psnr is '24.299343758057258'
At step '15800', psnr is '24.16133409910653'
At step '16000', psnr is '23.924463064492993'
At step '16200', psnr is '23.980797543072683'
At step '16400', psnr is '24.137633872801114'
At step '16600', psnr is '24.28128788121198'
At step '16800', psnr is '24.00269083372297'
At step '17000', psnr is '24.1879963792676'
At step '17200', psnr is '24.100703569233236'
At step '17400', psnr is '23.882539039352793'
At step '17600', psnr is '24.171286662631925'
At step '17800', psnr is '23.572319681370963'
At step '18000', psnr is '24.31188694626311'
At step '18200', psnr is '24.209946032520115'
At step '18400', psnr is '24.181570082965717'
At step '18600', psnr is '24.010660724357372'
At step '18800', psnr is '24.22890269104839'
At step '19000', psnr is '24.022552923177486'
At step '19200', psnr is '24.017346556964185'
At step '19400', psnr is '23.933210391246334'
At step '19600', psnr is '24.197854255265575'
At step '19800', psnr is '24.260210563590633'
At step '20000', psnr is '24.045857868828797'
At step '20200', psnr is '24.108557086734265'
At step '20400', psnr is '23.877897301982124'
At step '20600', psnr is '23.84366658935608'
At step '20800', psnr is '23.9406943729892'
At step '21000', psnr is '24.054043231917582'
At step '21200', psnr is '24.116719653947186'
At step '21400', psnr is '24.00101934355865'
At step '21600', psnr is '24.143762554606447'
At step '21800', psnr is '24.05229633624872'
At step '22000', psnr is '24.124381869781267'
At step '22200', psnr is '24.065420628332937'
At step '22400', psnr is '24.036612986978504'
At step '22600', psnr is '23.541339905631745'
At step '22800', psnr is '24.041156299771114'
At step '23000', psnr is '23.999773640418326'
At step '23200', psnr is '23.926421486401715'
At step '23400', psnr is '23.91398041162529'
At step '23600', psnr is '24.097659027482777'
At step '23800', psnr is '23.912692705918012'
At step '24000', psnr is '24.116347346457438'
At step '24200', psnr is '24.09984217047689'
At step '24400', psnr is '24.02843174461179'
At step '24600', psnr is '23.9180377363931'
At step '24800', psnr is '23.79405005179845'
At step '25000', psnr is '24.080266655496317'
At step '25200', psnr is '23.996650285340678'
At step '25400', psnr is '24.052784285537143'
At step '25600', psnr is '23.740643291108505'
At step '25800', psnr is '23.967500562697342'
At step '26000', psnr is '23.83607338330757'
At step '26200', psnr is '23.88526620465397'
At step '26400', psnr is '23.7129149128376'
At step '26600', psnr is '23.87138214014403'
At step '26800', psnr is '23.930491955927607'
At step '27000', psnr is '24.12786895504405'
At step '27200', psnr is '23.921278146191895'
At step '27400', psnr is '24.018371822646955'
At step '27600', psnr is '23.64714898108815'
At step '27800', psnr is '24.090079039643925'
At step '28000', psnr is '23.694727800358123'
At step '28200', psnr is '24.09639828297168'
At step '28400', psnr is '23.847494906685483'
At step '28600', psnr is '23.72258058642663'
At step '28800', psnr is '23.872509662757246'
At step '29000', psnr is '23.947254707782296'
At step '29200', psnr is '23.91936093579583'
At step '29400', psnr is '23.969643445269565'
At step '29600', psnr is '23.656618067376527'
At step '29800', psnr is '23.859905083747435'
At step '30000', psnr is '23.788853434633673'
At step '30200', psnr is '23.639067186261904'
At step '30400', psnr is '24.06657027413559'
At step '30600', psnr is '23.742136594432715'
At step '30800', psnr is '23.842020896358402'
At step '31000', psnr is '23.84177255327014'
At step '31200', psnr is '23.835019345095702'
At step '31400', psnr is '23.854273451914008'
At step '31600', psnr is '24.032520183413048'
At step '31800', psnr is '23.73513973471208'
At step '32000', psnr is '23.75239394577416'
At step '32200', psnr is '23.825874875517094'
At step '32400', psnr is '23.880482680721936'
At step '32600', psnr is '23.595564913019263'
At step '32800', psnr is '23.604823281499563'
At step '33000', psnr is '23.67518565310437'
At step '33200', psnr is '23.898280150827755'
At step '33400', psnr is '23.543050620982314'
At step '33600', psnr is '23.94943532159744'
At step '33800', psnr is '23.795231814661175'
At step '34000', psnr is '23.934089896281407'
At step '34200', psnr is '23.79668244539208'
At step '34400', psnr is '23.94558384569713'
At step '34600', psnr is '23.75333548825536'
At step '34800', psnr is '23.781695458385993'
At step '35000', psnr is '23.820705378073306'
At step '35200', psnr is '23.911700048856286'
At step '35400', psnr is '23.710533336105676'
At step '35600', psnr is '23.520673555856824'
At step '35800', psnr is '23.78317733436838'
At step '36000', psnr is '23.69983806192288'
At step '36200', psnr is '23.773117573721414'
At step '36400', psnr is '23.82818335844069'
At step '36600', psnr is '23.813082593826497'
At step '36800', psnr is '23.7337759236912'
At step '37000', psnr is '23.771298387590303'
At step '37200', psnr is '23.669281366189196'
At step '37400', psnr is '23.934825955761415'
At step '37600', psnr is '23.85404896720359'
At step '37800', psnr is '23.691070545189024'
At step '38000', psnr is '23.794140647081704'
At step '38200', psnr is '23.97066305995862'
At step '38400', psnr is '23.718848386656312'
At step '38600', psnr is '23.735992931670957'
At step '38800', psnr is '23.748287522370322'
At step '39000', psnr is '23.726909857687843'
At step '39200', psnr is '23.68208745328372'
At step '39400', psnr is '23.707729408602397'
At step '39600', psnr is '23.805019996156442'
At step '39800', psnr is '23.719863170331912'
Experiment done
