(3, 512, 512)
Starting vanilla DIP on 11 using ADAM(sigma=0.1,lr=0.01,decay=0,beta=0)
Noisy PSNR is '20.30849972350026'
[128, 128, 128, 128]
Number of params in decoder: 83584
torch.Size([1, 128, 32, 32])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '25.104695300468265'
At step '400', psnr is '26.270296794750113'
At step '600', psnr is '24.85886248839616'
At step '800', psnr is '26.253265592457986'
At step '1000', psnr is '26.268311164997996'
At step '1200', psnr is '27.589325510043206'
At step '1400', psnr is '27.62406817227405'
At step '1600', psnr is '26.474649473876973'
At step '1800', psnr is '26.946013252572488'
At step '2000', psnr is '26.73076944360409'
At step '2200', psnr is '27.294027975063635'
At step '2400', psnr is '27.136671077855546'
At step '2600', psnr is '27.006668534504872'
At step '2800', psnr is '26.768471143532132'
At step '3000', psnr is '26.76556523703723'
At step '3200', psnr is '27.482951167073995'
At step '3400', psnr is '27.310584531890235'
At step '3600', psnr is '27.307248639791275'
At step '3800', psnr is '27.487475055349563'
At step '4000', psnr is '27.529671751617308'
At step '4200', psnr is '27.439928064672557'
At step '4400', psnr is '27.359605040618327'
At step '4600', psnr is '27.24201912406409'
At step '4800', psnr is '27.088145550167553'
At step '5000', psnr is '27.104035879375246'
At step '5200', psnr is '27.19224718629929'
At step '5400', psnr is '27.402335413571226'
At step '5600', psnr is '26.962913786641604'
At step '5800', psnr is '27.002421788461554'
At step '6000', psnr is '27.421313446293833'
At step '6200', psnr is '27.306831731408444'
At step '6400', psnr is '27.54993927625227'
At step '6600', psnr is '27.0852823692589'
At step '6800', psnr is '27.125698024311482'
At step '7000', psnr is '27.371091164142815'
At step '7200', psnr is '27.513311607518965'
At step '7400', psnr is '27.009025796448856'
At step '7600', psnr is '27.336251486726162'
At step '7800', psnr is '27.146995351780202'
At step '8000', psnr is '26.751723817582864'
At step '8200', psnr is '27.23736767152832'
At step '8400', psnr is '27.21215286036685'
At step '8600', psnr is '27.041864700955113'
At step '8800', psnr is '27.233261526562206'
At step '9000', psnr is '27.1344390166215'
At step '9200', psnr is '27.27085949757324'
At step '9400', psnr is '27.30755651955112'
At step '9600', psnr is '27.50447874185965'
At step '9800', psnr is '27.433020432157747'
At step '10000', psnr is '27.39270681797126'
At step '10200', psnr is '27.42477447495649'
At step '10400', psnr is '27.434426620565823'
At step '10600', psnr is '27.194994406057106'
