(3, 256, 256)
Starting vanilla DIP on 3 using ADAM(sigma=0.1,lr=0.01,decay=0,beta=0)
Noisy PSNR is '20.346534523098185'
[128, 128, 128, 128]
Number of params in decoder: 83584
torch.Size([1, 128, 16, 16])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '21.527322032299537'
At step '400', psnr is '22.749927481275023'
At step '600', psnr is '23.274876801412066'
At step '800', psnr is '23.359039379072755'
At step '1000', psnr is '23.43875143429266'
At step '1200', psnr is '24.04067939773249'
At step '1400', psnr is '23.87525324115878'
At step '1600', psnr is '23.770406907931587'
At step '1800', psnr is '23.87610232518433'
At step '2000', psnr is '24.095917353696823'
At step '2200', psnr is '23.792656963397235'
At step '2400', psnr is '24.10307498777287'
At step '2600', psnr is '24.176518575225636'
At step '2800', psnr is '24.38601976808782'
At step '3000', psnr is '24.128357883251084'
At step '3200', psnr is '24.047570847362756'
At step '3400', psnr is '24.107269743804768'
At step '3600', psnr is '24.038541674141754'
At step '3800', psnr is '23.863202315118034'
At step '4000', psnr is '23.576660170748298'
At step '4200', psnr is '24.177181540104755'
At step '4400', psnr is '24.10209480046202'
At step '4600', psnr is '24.22140358859337'
At step '4800', psnr is '24.14836790219909'
At step '5000', psnr is '24.187126509098817'
At step '5200', psnr is '23.88292075919519'
At step '5400', psnr is '23.617977252614224'
At step '5600', psnr is '24.093232711081324'
At step '5800', psnr is '24.11251706824098'
At step '6000', psnr is '23.743957012912013'
At step '6200', psnr is '23.634598526599206'
At step '6400', psnr is '23.693060898989806'
At step '6600', psnr is '23.937690319090553'
At step '6800', psnr is '23.464466719437425'
At step '7000', psnr is '23.59452554650804'
At step '7200', psnr is '23.914436627897118'
At step '7400', psnr is '23.468765420073005'
At step '7600', psnr is '23.825168760970925'
At step '7800', psnr is '23.941308263140293'
At step '8000', psnr is '23.810695069103396'
At step '8200', psnr is '23.948572282040395'
At step '8400', psnr is '23.98329665725243'
At step '8600', psnr is '24.066785382988076'
At step '8800', psnr is '23.874608640542576'
At step '9000', psnr is '23.86583264410314'
At step '9200', psnr is '23.881837988491053'
At step '9400', psnr is '23.571070015920583'
At step '9600', psnr is '23.785081274786716'
At step '9800', psnr is '23.89855655938006'
At step '10000', psnr is '23.771500803057673'
At step '10200', psnr is '23.63171717577213'
At step '10400', psnr is '23.19669623697041'
At step '10600', psnr is '23.66440063637663'
At step '10800', psnr is '23.35675957138323'
At step '11000', psnr is '23.881215641123426'
At step '11200', psnr is '23.540517246717968'
At step '11400', psnr is '23.6475040039336'
At step '11600', psnr is '23.770021941672013'
At step '11800', psnr is '23.88205897044877'
At step '12000', psnr is '23.30834134299435'
At step '12200', psnr is '23.6787790702928'
At step '12400', psnr is '23.879994438598185'
At step '12600', psnr is '23.578870770732227'
At step '12800', psnr is '23.526163647505975'
At step '13000', psnr is '23.775096695452824'
At step '13200', psnr is '23.50954490048602'
At step '13400', psnr is '23.669623138040983'
At step '13600', psnr is '23.721387458060185'
At step '13800', psnr is '23.722010664733997'
At step '14000', psnr is '23.676902765823982'
At step '14200', psnr is '23.814345963827307'
At step '14400', psnr is '23.81383492630477'
At step '14600', psnr is '23.539636260428036'
At step '14800', psnr is '23.59450981446482'
At step '15000', psnr is '23.598945267868167'
At step '15200', psnr is '23.712081925520835'
At step '15400', psnr is '23.387703048474116'
At step '15600', psnr is '23.86039451591115'
At step '15800', psnr is '23.576523312786072'
At step '16000', psnr is '23.719567901443746'
At step '16200', psnr is '23.74665121496143'
At step '16400', psnr is '23.665682625848873'
At step '16600', psnr is '23.71515507185242'
At step '16800', psnr is '23.675793778481925'
At step '17000', psnr is '23.33490742044052'
At step '17200', psnr is '23.413876327569035'
At step '17400', psnr is '23.488392679742972'
At step '17600', psnr is '23.794561673490797'
At step '17800', psnr is '23.43326277653577'
At step '18000', psnr is '23.748841725203814'
At step '18200', psnr is '23.37960199474317'
At step '18400', psnr is '23.45266718511613'
At step '18600', psnr is '23.254864585822645'
At step '18800', psnr is '23.58129884125281'
At step '19000', psnr is '23.531675738142006'
At step '19200', psnr is '23.44131277170078'
At step '19400', psnr is '23.763480806596405'
At step '19600', psnr is '23.649713947659116'
At step '19800', psnr is '23.42717951591048'
At step '20000', psnr is '23.47185504249515'
At step '20200', psnr is '23.729391120875675'
At step '20400', psnr is '23.605838208571406'
At step '20600', psnr is '23.301179089548594'
At step '20800', psnr is '23.504714328676528'
At step '21000', psnr is '23.613097116184786'
At step '21200', psnr is '23.265498037101892'
At step '21400', psnr is '23.654957750193585'
At step '21600', psnr is '23.614474678434284'
At step '21800', psnr is '23.418545538470084'
