(3, 256, 256)
Starting vanilla DIP on 0 using ADAM(sigma=0.05,lr=0.01,decay=0,beta=0)
Noisy PSNR is '26.029632839324037'
[128, 128, 128, 128]
Number of params in decoder: 83584
torch.Size([1, 128, 16, 16])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '28.334804967092747', noisy psnr is '24.243178325005363'
At step '400', psnr is '29.236636540675892', noisy psnr is '24.707315672074497'
At step '600', psnr is '29.307217176005402', noisy psnr is '24.809204016230883'
At step '800', psnr is '29.60059386422255', noisy psnr is '25.02522840040854'
At step '1000', psnr is '29.411917426583152', noisy psnr is '25.03577143230099'
At step '1200', psnr is '29.357010889883675', noisy psnr is '25.05285184843482'
At step '1400', psnr is '28.84265140544983', noisy psnr is '24.936526885677033'
At step '1600', psnr is '29.576945546015473', noisy psnr is '25.28894145566497'
At step '1800', psnr is '29.581262785426347', noisy psnr is '25.324968164188043'
At step '2000', psnr is '28.693205785315754', noisy psnr is '25.049460572700752'
At step '2200', psnr is '29.67648340570712', noisy psnr is '25.482101703971143'
At step '2400', psnr is '29.29897416197711', noisy psnr is '25.37746274782898'
At step '2600', psnr is '29.888655984393605', noisy psnr is '25.658349685882502'
At step '2800', psnr is '29.963207265474093', noisy psnr is '25.736350316239374'
At step '3000', psnr is '29.288678794143177', noisy psnr is '25.509130993922653'
At step '3200', psnr is '29.65052345441962', noisy psnr is '25.657484130692833'
At step '3400', psnr is '29.947733982590854', noisy psnr is '25.849543776808055'
At step '3600', psnr is '30.03147174045088', noisy psnr is '25.896891674038706'
At step '3800', psnr is '29.428027297741387', noisy psnr is '25.652552595004327'
At step '4000', psnr is '29.810456670823', noisy psnr is '25.817971005043'
At step '4200', psnr is '29.97067248076157', noisy psnr is '25.838683870001418'
At step '4400', psnr is '30.16154982615398', noisy psnr is '25.9683345912269'
At step '4600', psnr is '30.234655069169524', noisy psnr is '25.92351131532549'
At step '4800', psnr is '30.536203709762752', noisy psnr is '26.095826941776178'
At step '5000', psnr is '29.1861184752473', noisy psnr is '25.57431816228156'
At step '5200', psnr is '30.019579633466993', noisy psnr is '25.968525607799585'
At step '5400', psnr is '30.67107143701613', noisy psnr is '26.206125328961125'
At step '5600', psnr is '30.37117828205958', noisy psnr is '26.237407823933168'
At step '5800', psnr is '29.5073863103558', noisy psnr is '25.7109474200453'
At step '6000', psnr is '30.14168933128539', noisy psnr is '26.151966281717705'
At step '6200', psnr is '30.189591592622477', noisy psnr is '26.20383431076601'
At step '6400', psnr is '30.718807708529496', noisy psnr is '26.52412523029577'
At step '6600', psnr is '29.249169257730046', noisy psnr is '25.81181408340076'
At step '6800', psnr is '29.844947476747773', noisy psnr is '26.044111609381112'
At step '7000', psnr is '29.102668408779575', noisy psnr is '25.780340298353014'
At step '7200', psnr is '30.096997246569238', noisy psnr is '26.266500881481804'
At step '7400', psnr is '29.864352487791265', noisy psnr is '26.24977283878668'
At step '7600', psnr is '28.63042883406216', noisy psnr is '25.663904038972344'
At step '7800', psnr is '28.9289094086999', noisy psnr is '25.853518016901944'
At step '8000', psnr is '29.527491869125782', noisy psnr is '26.072733485827705'
At step '8200', psnr is '29.979103390271217', noisy psnr is '26.433867674337044'
At step '8400', psnr is '29.880369159844786', noisy psnr is '26.42657369113659'
At step '8600', psnr is '29.54200616226324', noisy psnr is '26.174438002183663'
At step '8800', psnr is '29.81823238537002', noisy psnr is '26.32442870376565'
At step '9000', psnr is '29.801326863661075', noisy psnr is '26.45799459135191'
At step '9200', psnr is '30.040305114357903', noisy psnr is '26.575686056707784'
At step '9400', psnr is '29.541805192114854', noisy psnr is '26.360228671923235'
At step '9600', psnr is '29.993747629153592', noisy psnr is '26.569633187898273'
At step '9800', psnr is '29.39469369836933', noisy psnr is '26.331635826920895'
At step '10000', psnr is '30.421095243067377', noisy psnr is '26.99218631952984'
At step '10200', psnr is '29.8245106184537', noisy psnr is '26.76573164417048'
At step '10400', psnr is '29.510702151428422', noisy psnr is '26.549847831635354'
At step '10600', psnr is '29.25504484143593', noisy psnr is '26.437925927678606'
At step '10800', psnr is '28.06729247864498', noisy psnr is '25.680541876782627'
At step '11000', psnr is '29.539548694532584', noisy psnr is '26.560607699207416'
At step '11200', psnr is '28.89845885444933', noisy psnr is '26.076930294502457'
At step '11400', psnr is '29.84517511080911', noisy psnr is '26.707497093826063'
At step '11600', psnr is '28.937800023719838', noisy psnr is '26.31499627197918'
At step '11800', psnr is '29.727654036730108', noisy psnr is '26.818039259613048'
At step '12000', psnr is '30.253723205283848', noisy psnr is '27.077262639035617'
At step '12200', psnr is '29.593436156630183', noisy psnr is '26.680536513442185'
At step '12400', psnr is '30.419948019698865', noisy psnr is '27.205477367733227'
At step '12600', psnr is '29.808290925391763', noisy psnr is '26.942467343945577'
At step '12800', psnr is '30.396792857971718', noisy psnr is '27.388443799879635'
At step '13000', psnr is '30.4245736489143', noisy psnr is '27.442817975780095'
At step '13200', psnr is '29.91009274127482', noisy psnr is '27.123312299021002'
At step '13400', psnr is '30.001255817346156', noisy psnr is '27.227475313300488'
At step '13600', psnr is '30.504120214748546', noisy psnr is '27.533284294405945'
At step '13800', psnr is '30.094173328900634', noisy psnr is '27.318283343072554'
At step '14000', psnr is '30.03749023183568', noisy psnr is '27.3180748028081'
At step '14200', psnr is '29.639246384214868', noisy psnr is '27.066231196356796'
At step '14400', psnr is '29.688227339924573', noisy psnr is '27.222692990650753'
At step '14600', psnr is '30.08787206681486', noisy psnr is '27.426203921631753'
At step '14800', psnr is '29.80764167725217', noisy psnr is '27.320954494504445'
At step '15000', psnr is '30.11656253657396', noisy psnr is '27.443077239841518'
At step '15200', psnr is '29.431054295037438', noisy psnr is '27.027982676895878'
At step '15400', psnr is '29.01773032669164', noisy psnr is '26.568723730307674'
At step '15600', psnr is '29.448153905075593', noisy psnr is '26.840753058442708'
At step '15800', psnr is '28.819121306191203', noisy psnr is '26.344072716679136'
At step '16000', psnr is '30.072906087896175', noisy psnr is '27.2496598357078'
At step '16200', psnr is '29.71971818109353', noisy psnr is '27.118448131440434'
At step '16400', psnr is '30.035562009901163', noisy psnr is '27.411257545261883'
At step '16600', psnr is '30.31130279458296', noisy psnr is '27.530407907709836'
At step '16800', psnr is '30.205525855307094', noisy psnr is '27.546893542129666'
At step '17000', psnr is '29.84492123564322', noisy psnr is '27.372658170044115'
At step '17200', psnr is '29.51517930941927', noisy psnr is '27.266138386042385'
At step '17400', psnr is '30.090793651440677', noisy psnr is '27.57607983157696'
At step '17600', psnr is '30.0313904435512', noisy psnr is '27.525599298449652'
At step '17800', psnr is '30.01531146662718', noisy psnr is '27.600947446167694'
At step '18000', psnr is '30.033610670599895', noisy psnr is '27.547665392650508'
At step '18200', psnr is '30.08143629190391', noisy psnr is '27.600397763985967'
At step '18400', psnr is '29.375048037549277', noisy psnr is '26.993679836206322'
At step '18600', psnr is '29.33230442449649', noisy psnr is '27.083510520483195'
At step '18800', psnr is '29.607437061380008', noisy psnr is '27.27763108724432'
At step '19000', psnr is '29.178965490873708', noisy psnr is '27.056506668315606'
At step '19200', psnr is '28.709855536794613', noisy psnr is '26.553963230265644'
At step '19400', psnr is '29.56188117277044', noisy psnr is '27.360222397194608'
At step '19600', psnr is '29.855471075112234', noisy psnr is '27.45847220447457'
At step '19800', psnr is '29.957356094650272', noisy psnr is '27.62085935557812'
At step '20000', psnr is '29.745554944636446', noisy psnr is '27.418965598167606'
At step '20200', psnr is '29.868006610694007', noisy psnr is '27.59403262975774'
At step '20400', psnr is '29.95159462124526', noisy psnr is '27.679453820704754'
At step '20600', psnr is '29.102763035804045', noisy psnr is '26.89746967094404'
At step '20800', psnr is '28.830716534208207', noisy psnr is '26.584712460467905'
At step '21000', psnr is '28.277362309758487', noisy psnr is '26.287043418911406'
At step '21200', psnr is '29.671245350632095', noisy psnr is '27.433794367439603'
At step '21400', psnr is '29.945525230037767', noisy psnr is '27.571803824028628'
At step '21600', psnr is '29.977028161622545', noisy psnr is '27.6261141691991'
At step '21800', psnr is '29.901367977361666', noisy psnr is '27.690579874902003'
At step '22000', psnr is '29.632209649563926', noisy psnr is '27.415805875748166'
At step '22200', psnr is '29.766230193300753', noisy psnr is '27.59013672420995'
At step '22400', psnr is '29.731285623515404', noisy psnr is '27.60622051432451'
At step '22600', psnr is '29.61008031397515', noisy psnr is '27.577104914790475'
