(3, 256, 256)
Starting vanilla DIP on 0 using ADAM(sigma=0.1,lr=0.01,decay=0,beta=0)
Noisy PSNR is '20.13937922247593'
[128, 128, 128, 128, 128]
Number of params in decoder: 100224
torch.Size([1, 128, 8, 8])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '25.947732868331993', noisy psnr is '19.257839040722878'
At step '400', psnr is '26.918264490564404', noisy psnr is '19.50779582011634'
At step '600', psnr is '27.40953566345275', noisy psnr is '19.665571789768638'
At step '800', psnr is '27.70105821137172', noisy psnr is '19.77344867967332'
At step '1000', psnr is '27.88363786390051', noisy psnr is '19.85172130422217'
At step '1200', psnr is '27.775340088973458', noisy psnr is '19.88005804142873'
At step '1400', psnr is '27.36462950626732', noisy psnr is '19.831913629896178'
At step '1600', psnr is '27.564804847887842', noisy psnr is '19.90922542725161'
At step '1800', psnr is '27.528200498161674', noisy psnr is '19.93606692028982'
At step '2000', psnr is '27.869715337429597', noisy psnr is '20.039956604675613'
At step '2200', psnr is '27.645597390567946', noisy psnr is '20.036239269969954'
At step '2400', psnr is '27.31116106246747', noisy psnr is '19.998918240060558'
At step '2600', psnr is '27.227641698493695', noisy psnr is '19.97928310944943'
At step '2800', psnr is '27.345386242377337', noisy psnr is '20.076586019752813'
At step '3000', psnr is '27.5281206357884', noisy psnr is '20.12699828321245'
At step '3200', psnr is '27.010082455141404', noisy psnr is '20.08033760061524'
At step '3400', psnr is '27.02182639813254', noisy psnr is '20.097630011497863'
At step '3600', psnr is '27.369640696252517', noisy psnr is '20.207637317695344'
At step '3800', psnr is '27.28424123151501', noisy psnr is '20.19583612239007'
At step '4000', psnr is '26.393437259962216', noisy psnr is '20.0333442548298'
At step '4200', psnr is '27.017540171245514', noisy psnr is '20.19241774012606'
At step '4400', psnr is '27.065618391090936', noisy psnr is '20.26143736519449'
At step '4600', psnr is '26.655742747619318', noisy psnr is '20.162434866227738'
At step '4800', psnr is '26.872130902367907', noisy psnr is '20.252801620164206'
At step '5000', psnr is '26.259317782076877', noisy psnr is '20.120972027558995'
At step '5200', psnr is '26.776160422758547', noisy psnr is '20.278017065083827'
At step '5400', psnr is '27.02157389359507', noisy psnr is '20.350162453227014'
At step '5600', psnr is '26.94531742023495', noisy psnr is '20.33583552213055'
At step '5800', psnr is '26.57392963890038', noisy psnr is '20.329503591690727'
At step '6000', psnr is '26.732767790991776', noisy psnr is '20.366961521569937'
At step '6200', psnr is '26.874317727307556', noisy psnr is '20.42344350221111'
At step '6400', psnr is '26.624527246917626', noisy psnr is '20.35252354186587'
At step '6600', psnr is '26.366011319764134', noisy psnr is '20.335140787366782'
At step '6800', psnr is '26.482755172894855', noisy psnr is '20.342900292941472'
At step '7000', psnr is '26.48637088071746', noisy psnr is '20.38685460490663'
At step '7200', psnr is '26.899092219145466', noisy psnr is '20.51039997745615'
At step '7400', psnr is '26.069604305100697', noisy psnr is '20.32896997458685'
At step '7600', psnr is '26.27856749544787', noisy psnr is '20.375280089790074'
At step '7800', psnr is '26.594138243333116', noisy psnr is '20.47034968740371'
At step '8000', psnr is '26.354320210078864', noisy psnr is '20.468939516006984'
At step '8200', psnr is '26.29043524212866', noisy psnr is '20.465522518876817'
At step '8400', psnr is '26.506541709053494', noisy psnr is '20.5165224320813'
At step '8600', psnr is '26.375355760491992', noisy psnr is '20.51770371728709'
At step '8800', psnr is '25.854288158071732', noisy psnr is '20.33917667298602'
At step '9000', psnr is '26.192057246693253', noisy psnr is '20.461010469372177'
At step '9200', psnr is '26.473835672829008', noisy psnr is '20.565129216671927'
At step '9400', psnr is '26.58784140573801', noisy psnr is '20.60827585593038'
At step '9600', psnr is '26.2672901453301', noisy psnr is '20.53394644189094'
At step '9800', psnr is '26.072549820556176', noisy psnr is '20.516701786669746'
At step '10000', psnr is '26.60820071049111', noisy psnr is '20.645658715864457'
At step '10200', psnr is '26.40769236464746', noisy psnr is '20.602769458365717'
At step '10400', psnr is '26.31351427006168', noisy psnr is '20.596679097978804'
At step '10600', psnr is '26.056625002258006', noisy psnr is '20.542991804534797'
At step '10800', psnr is '25.92082288290878', noisy psnr is '20.49953419851027'
At step '11000', psnr is '26.006316563211254', noisy psnr is '20.525768707290606'
At step '11200', psnr is '26.441815400837857', noisy psnr is '20.685855487103208'
At step '11400', psnr is '26.091322600665965', noisy psnr is '20.56969717330205'
At step '11600', psnr is '26.489251462674236', noisy psnr is '20.71009602684527'
At step '11800', psnr is '26.446359170738617', noisy psnr is '20.699485842663883'
At step '12000', psnr is '26.296330390401167', noisy psnr is '20.668844497717448'
At step '12200', psnr is '26.088997024755525', noisy psnr is '20.611525630983888'
At step '12400', psnr is '26.255382010999515', noisy psnr is '20.71160921867163'
At step '12600', psnr is '26.0011598005954', noisy psnr is '20.654079103920004'
At step '12800', psnr is '26.01629122561071', noisy psnr is '20.642330627075467'
At step '13000', psnr is '26.04022930398379', noisy psnr is '20.698577083702276'
At step '13200', psnr is '26.2159036824138', noisy psnr is '20.744478824930997'
At step '13400', psnr is '26.0115365230683', noisy psnr is '20.644619979524936'
At step '13600', psnr is '25.89698449639286', noisy psnr is '20.653706655349822'
At step '13800', psnr is '25.974842600582555', noisy psnr is '20.638592406118885'
At step '14000', psnr is '25.97099114376027', noisy psnr is '20.709338600830026'
At step '14200', psnr is '25.58261115449568', noisy psnr is '20.61234196758828'
At step '14400', psnr is '25.981032501957948', noisy psnr is '20.7039598539856'
At step '14600', psnr is '26.013727278251324', noisy psnr is '20.75262526909846'
At step '14800', psnr is '25.771899550127273', noisy psnr is '20.723331660001698'
At step '15000', psnr is '26.20308012490377', noisy psnr is '20.81706467483336'
At step '15200', psnr is '25.97408557384023', noisy psnr is '20.76281276416024'
At step '15400', psnr is '25.74482906801807', noisy psnr is '20.67806304546128'
At step '15600', psnr is '26.15640876299899', noisy psnr is '20.806975353898704'
At step '15800', psnr is '25.937490443379176', noisy psnr is '20.78698490348975'
At step '16000', psnr is '25.7600728925388', noisy psnr is '20.723813053060564'
At step '16200', psnr is '25.952674641000684', noisy psnr is '20.795600180593148'
At step '16400', psnr is '26.07680344307267', noisy psnr is '20.868544881531008'
At step '16600', psnr is '25.833566052590417', noisy psnr is '20.775941940312492'
At step '16800', psnr is '25.945319157391936', noisy psnr is '20.846771323011332'
At step '17000', psnr is '25.98298553194664', noisy psnr is '20.83417733523977'
At step '17200', psnr is '25.79797018312508', noisy psnr is '20.844606358685706'
At step '17400', psnr is '25.839834220415803', noisy psnr is '20.871600574604912'
At step '17600', psnr is '25.995910110191293', noisy psnr is '20.848527647906756'
At step '17800', psnr is '25.892282200415828', noisy psnr is '20.8645272211223'
At step '18000', psnr is '26.248856369108317', noisy psnr is '20.9854998087787'
At step '18200', psnr is '26.28282826902394', noisy psnr is '20.991057110331873'
At step '18400', psnr is '25.632089379982794', noisy psnr is '20.82449605380755'
At step '18600', psnr is '25.316576805043972', noisy psnr is '20.63901537535624'
At step '18800', psnr is '25.29345878003857', noisy psnr is '20.673657519033775'
At step '19000', psnr is '25.877704988163813', noisy psnr is '20.93645587710376'
At step '19200', psnr is '26.148170915093097', noisy psnr is '20.96114453469539'
At step '19400', psnr is '25.58203003749548', noisy psnr is '20.812053867321822'
At step '19600', psnr is '25.532637162209856', noisy psnr is '20.795866524036875'
At step '19800', psnr is '25.53587243471744', noisy psnr is '20.866083757737222'
At step '20000', psnr is '25.36310092806858', noisy psnr is '20.799839190432053'
At step '20200', psnr is '25.78984992309525', noisy psnr is '20.94955096067978'
