noisy psnr: 10.308954730514184
Starting vanilla DIP on 2 using ADAM(sigma=0.1,lr=0.001,decay=0,beta=0)
Noisy PSNR is '10.308954730514184'
input dim: torch.Size([1, 32, 512, 512])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '23.026822377157977'
At step '400', psnr is '25.27434370488418'
At step '600', psnr is '25.478072620851986'
At step '800', psnr is '24.80751098587362'
At step '1000', psnr is '23.942836840762034'
At step '1200', psnr is '22.92829071761787'
At step '1400', psnr is '22.474321791599934'
At step '1600', psnr is '21.72955234934975'
At step '1800', psnr is '21.190080497384812'
At step '2000', psnr is '21.126515417692357'
At step '2200', psnr is '20.705389557877854'
At step '2400', psnr is '20.344630308175503'
At step '2600', psnr is '20.074490332480423'
At step '2800', psnr is '19.90453723580189'
At step '3000', psnr is '19.69030919018493'
At step '3200', psnr is '19.48248257018568'
At step '3400', psnr is '19.37007183834363'
At step '3600', psnr is '19.418777699143465'
At step '3800', psnr is '19.20729829013416'
At step '4000', psnr is '19.065788900041653'
At step '4200', psnr is '19.072141540857018'
At step '4400', psnr is '18.989586115229482'
At step '4600', psnr is '18.81818820541429'
At step '4800', psnr is '18.862226143672697'
At step '5000', psnr is '18.75641827199545'
At step '5200', psnr is '18.635306006091177'
At step '5400', psnr is '18.548739619612203'
At step '5600', psnr is '18.49452846261815'
At step '5800', psnr is '18.51979720335426'
At step '6000', psnr is '18.4698098379734'
At step '6200', psnr is '18.414962711124957'
At step '6400', psnr is '18.340671305674906'
At step '6600', psnr is '18.308430843908134'
At step '6800', psnr is '18.2012368786438'
At step '7000', psnr is '18.24992742398716'
At step '7200', psnr is '18.247051530827427'
At step '7400', psnr is '18.180533284309377'
At step '7600', psnr is '18.104852067907988'
At step '7800', psnr is '18.089167361129018'
At step '8000', psnr is '17.933437901262614'
At step '8200', psnr is '17.923083027203706'
At step '8400', psnr is '18.101588558360362'
At step '8600', psnr is '17.959860285509095'
At step '8800', psnr is '17.98208341168999'
At step '9000', psnr is '18.03079911188536'
At step '9200', psnr is '17.883628067060823'
At step '9400', psnr is '18.02921765736395'
At step '9600', psnr is '17.871419867474717'
At step '9800', psnr is '17.849485791848167'
At step '10000', psnr is '17.906946674572673'
At step '10200', psnr is '17.694719306618822'
At step '10400', psnr is '17.805570123007996'
At step '10600', psnr is '17.67384087890595'
At step '10800', psnr is '17.790109344706877'
At step '11000', psnr is '17.723623140294308'
At step '11200', psnr is '17.643144387735777'
At step '11400', psnr is '17.854354775306508'
At step '11600', psnr is '17.739924152135057'
At step '11800', psnr is '17.719943603552323'
At step '12000', psnr is '17.69049135267032'
At step '12200', psnr is '17.578930893570053'
At step '12400', psnr is '17.638152476156698'
At step '12600', psnr is '17.674247045619758'
At step '12800', psnr is '17.598431855157447'
At step '13000', psnr is '17.661255942550685'
At step '13200', psnr is '17.535677399492926'
At step '13400', psnr is '17.545512199817708'
At step '13600', psnr is '17.57109210276944'
At step '13800', psnr is '17.504421222420692'
At step '14000', psnr is '17.466365331829962'
At step '14200', psnr is '17.48292499595203'
At step '14400', psnr is '17.562758307926284'
At step '14600', psnr is '17.367759167175237'
At step '14800', psnr is '17.533716482288952'
At step '15000', psnr is '17.53583384379342'
At step '15200', psnr is '17.471978501174526'
At step '15400', psnr is '17.35985161369866'
At step '15600', psnr is '17.373486119036627'
At step '15800', psnr is '17.338118402845282'
At step '16000', psnr is '17.309584128936258'
At step '16200', psnr is '17.396607692108194'
At step '16400', psnr is '17.32219911877185'
At step '16600', psnr is '17.299557681264726'
At step '16800', psnr is '17.37808549624734'
At step '17000', psnr is '17.356442085355955'
At step '17200', psnr is '17.29020454772931'
At step '17400', psnr is '17.267121331653883'
At step '17600', psnr is '17.294009257683612'
At step '17800', psnr is '17.263714468871353'
At step '18000', psnr is '17.233889938228835'
At step '18200', psnr is '17.31569279574647'
At step '18400', psnr is '17.23722501144413'
At step '18600', psnr is '17.2537083855504'
At step '18800', psnr is '17.297419583176183'
At step '19000', psnr is '17.285468580092573'
At step '19200', psnr is '17.22449754568181'
At step '19400', psnr is '17.133684786710326'
At step '19600', psnr is '17.294486342361985'
At step '19800', psnr is '17.227106944471625'
At step '20000', psnr is '17.269261915651605'
At step '20200', psnr is '17.24774325115195'
At step '20400', psnr is '17.149272654571377'
At step '20600', psnr is '17.236691390785882'
At step '20800', psnr is '17.26729618619373'
At step '21000', psnr is '17.19976652353645'
At step '21200', psnr is '17.224756435672013'
At step '21400', psnr is '17.218889311531633'
At step '21600', psnr is '17.09091568431701'
At step '21800', psnr is '17.138192906817853'
At step '22000', psnr is '17.214028549377826'
At step '22200', psnr is '17.15587795859902'
At step '22400', psnr is '17.11980900945608'
At step '22600', psnr is '17.108407791903144'
At step '22800', psnr is '17.034805708300166'
At step '23000', psnr is '17.122392681275414'
