noisy psnr: 9.581162673888736
Starting vanilla DIP on 6 using ADAM(sigma=0.1,lr=0.001,decay=0,beta=0)
Noisy PSNR is '9.581162673888736'
input dim: torch.Size([1, 32, 512, 512])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '24.40255280715331'
At step '400', psnr is '26.079124274142202'
At step '600', psnr is '25.575329467933862'
At step '800', psnr is '24.220074955368133'
At step '1000', psnr is '23.228711959494554'
At step '1200', psnr is '22.29916996413888'
At step '1400', psnr is '21.602773262565762'
At step '1600', psnr is '21.022707493504065'
At step '1800', psnr is '20.61355390693191'
At step '2000', psnr is '20.261435009943057'
At step '2200', psnr is '19.98576802634644'
At step '2400', psnr is '19.701986059965208'
At step '2600', psnr is '19.485697707754323'
At step '2800', psnr is '19.391681757422234'
At step '3000', psnr is '19.221299140063135'
At step '3200', psnr is '19.014058643250394'
At step '3400', psnr is '18.989243185082387'
At step '3600', psnr is '18.929435009620722'
At step '3800', psnr is '18.79476870399984'
At step '4000', psnr is '18.703026941798605'
At step '4200', psnr is '18.609303395918204'
At step '4400', psnr is '18.57123271667635'
At step '4600', psnr is '18.47862950048992'
At step '4800', psnr is '18.482255510033585'
At step '5000', psnr is '18.309455435770882'
At step '5200', psnr is '18.224662817235547'
At step '5400', psnr is '18.32679500052277'
At step '5600', psnr is '18.236619160146738'
At step '5800', psnr is '18.160495253632526'
At step '6000', psnr is '18.1503989256939'
At step '6200', psnr is '18.09926592567124'
At step '6400', psnr is '18.10223674629627'
At step '6600', psnr is '18.054618094533566'
At step '6800', psnr is '17.998926056318425'
At step '7000', psnr is '18.01305820132869'
At step '7200', psnr is '17.960656524469975'
At step '7400', psnr is '17.95714974820392'
At step '7600', psnr is '17.944096862845846'
At step '7800', psnr is '17.92921791880302'
At step '8000', psnr is '17.909115330229007'
At step '8200', psnr is '17.884027193401757'
At step '8400', psnr is '17.779513105866563'
At step '8600', psnr is '17.810285975218328'
At step '8800', psnr is '17.805951889096853'
At step '9000', psnr is '17.753451937802847'
At step '9200', psnr is '17.757080813577097'
At step '9400', psnr is '17.69724794889173'
At step '9600', psnr is '17.749685122231597'
At step '9800', psnr is '17.728746134092702'
At step '10000', psnr is '17.65512013501391'
At step '10200', psnr is '17.669548531368292'
At step '10400', psnr is '17.633005129144802'
At step '10600', psnr is '17.640625786795617'
At step '10800', psnr is '17.63648667836459'
At step '11000', psnr is '17.571100562040566'
At step '11200', psnr is '17.60057753138215'
At step '11400', psnr is '17.56213356848464'
At step '11600', psnr is '17.553290396129746'
At step '11800', psnr is '17.566017107611618'
At step '12000', psnr is '17.549293758246346'
At step '12200', psnr is '17.46413385598958'
At step '12400', psnr is '17.535061936719504'
At step '12600', psnr is '17.523570339647705'
At step '12800', psnr is '17.430957023578717'
At step '13000', psnr is '17.530074091551583'
At step '13200', psnr is '17.51314516229919'
At step '13400', psnr is '17.464709577492968'
At step '13600', psnr is '17.36627995356126'
At step '13800', psnr is '17.393401003148966'
At step '14000', psnr is '17.48906628263838'
At step '14200', psnr is '17.492812568336493'
At step '14400', psnr is '17.381967483215785'
At step '14600', psnr is '17.393660059664246'
At step '14800', psnr is '17.383111112666352'
At step '15000', psnr is '17.366865409530476'
At step '15200', psnr is '17.388475325577158'
At step '15400', psnr is '17.385359607612514'
At step '15600', psnr is '17.395906885993824'
At step '15800', psnr is '17.377300469403565'
At step '16000', psnr is '17.258624938691693'
At step '16200', psnr is '17.35740385128309'
At step '16400', psnr is '17.35652528800429'
At step '16600', psnr is '17.34463140333011'
At step '16800', psnr is '17.291642586162702'
At step '17000', psnr is '17.243968824776434'
At step '17200', psnr is '17.311143448684987'
At step '17400', psnr is '17.31133342150178'
At step '17600', psnr is '17.31385123372856'
At step '17800', psnr is '17.24762940874635'
At step '18000', psnr is '17.253253656853737'
At step '18200', psnr is '17.242908064410738'
At step '18400', psnr is '17.29167648922655'
At step '18600', psnr is '17.249618059646888'
At step '18800', psnr is '17.19911344679818'
At step '19000', psnr is '17.208725963456697'
At step '19200', psnr is '17.240782091407215'
At step '19400', psnr is '17.232497822621905'
At step '19600', psnr is '17.21220749288539'
At step '19800', psnr is '17.264063821449387'
At step '20000', psnr is '17.152600855192933'
At step '20200', psnr is '17.26127520567123'
At step '20400', psnr is '17.184559980572132'
At step '20600', psnr is '17.130050417642103'
At step '20800', psnr is '17.152958217002347'
At step '21000', psnr is '17.08623684462306'
At step '21200', psnr is '17.174809378258878'
At step '21400', psnr is '17.08904386879023'
At step '21600', psnr is '17.100032524096736'
At step '21800', psnr is '17.13837903005944'
