noisy psnr: 8.211336669662945
Starting vanilla DIP on 4 using ADAM(sigma=0.1,lr=0.001,decay=0,beta=0)
Noisy PSNR is '8.211336669662945'
input dim: torch.Size([1, 32, 512, 512])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '26.361878488610916'
At step '400', psnr is '27.63055934291383'
At step '600', psnr is '26.50569154058976'
At step '800', psnr is '24.978890341980637'
At step '1000', psnr is '23.50637491427313'
At step '1200', psnr is '22.672640098070186'
At step '1400', psnr is '21.613642408889447'
At step '1600', psnr is '21.061298329833846'
At step '1800', psnr is '20.860856798714238'
At step '2000', psnr is '20.194819397635932'
At step '2200', psnr is '20.126196167072056'
At step '2400', psnr is '19.841629990846084'
At step '2600', psnr is '19.567487105119575'
At step '2800', psnr is '19.536219925186856'
At step '3000', psnr is '19.618505225338204'
At step '3200', psnr is '19.25195082667199'
At step '3400', psnr is '19.182086605820924'
At step '3600', psnr is '18.878233241226816'
At step '3800', psnr is '18.946999539065093'
At step '4000', psnr is '18.767939597490727'
At step '4200', psnr is '18.883711805817345'
At step '4400', psnr is '18.867551775811535'
At step '4600', psnr is '18.815476139856834'
At step '4800', psnr is '18.61560305369227'
At step '5000', psnr is '18.616573914448992'
At step '5200', psnr is '18.70608854108741'
At step '5400', psnr is '18.639832406398934'
At step '5600', psnr is '18.618300828052902'
At step '5800', psnr is '18.536191960862755'
At step '6000', psnr is '18.396338212848264'
At step '6200', psnr is '18.423304552788714'
At step '6400', psnr is '18.379779800031336'
At step '6600', psnr is '18.264860936395245'
At step '6800', psnr is '18.230295881386212'
At step '7000', psnr is '18.199854296272516'
At step '7200', psnr is '18.155256395449083'
At step '7400', psnr is '18.220368096253758'
At step '7600', psnr is '18.184398302384807'
At step '7800', psnr is '18.096910817577665'
At step '8000', psnr is '18.15934582574025'
At step '8200', psnr is '18.038333558399472'
At step '8400', psnr is '18.1992984662393'
At step '8600', psnr is '18.082445621662117'
At step '8800', psnr is '17.977196227911108'
At step '9000', psnr is '18.011017013377785'
At step '9200', psnr is '18.00208151395001'
At step '9400', psnr is '17.993709099152287'
At step '9600', psnr is '17.96849343219079'
At step '9800', psnr is '17.983167634134432'
At step '10000', psnr is '17.957876634844418'
At step '10200', psnr is '18.00020692885733'
At step '10400', psnr is '17.792805938362207'
At step '10600', psnr is '17.81040050298451'
At step '10800', psnr is '17.88067632050193'
At step '11000', psnr is '17.93421027487906'
At step '11200', psnr is '17.879660042196925'
At step '11400', psnr is '17.928010459718447'
At step '11600', psnr is '17.882779656681805'
At step '11800', psnr is '17.794114310804826'
At step '12000', psnr is '17.746111919795986'
At step '12200', psnr is '17.75597482533137'
At step '12400', psnr is '17.835846598576055'
At step '12600', psnr is '17.862168018794293'
At step '12800', psnr is '17.804104188177817'
At step '13000', psnr is '17.75021300670813'
At step '13200', psnr is '17.610144306339798'
At step '13400', psnr is '17.693038004177964'
At step '13600', psnr is '17.702615175980036'
At step '13800', psnr is '17.641089579523552'
At step '14000', psnr is '17.724248393587786'
At step '14200', psnr is '17.62501148528084'
At step '14400', psnr is '17.65685364317937'
At step '14600', psnr is '17.63984479367799'
At step '14800', psnr is '17.710969572810406'
At step '15000', psnr is '17.62062310192042'
At step '15200', psnr is '17.63060368484606'
At step '15400', psnr is '17.638751015428827'
At step '15600', psnr is '17.554990750786374'
At step '15800', psnr is '17.621449132464267'
At step '16000', psnr is '17.65936564746569'
At step '16200', psnr is '17.560985535674114'
At step '16400', psnr is '17.62837059138155'
At step '16600', psnr is '17.668224195626124'
At step '16800', psnr is '17.605321094123465'
At step '17000', psnr is '17.568745574489327'
At step '17200', psnr is '17.477553704694383'
At step '17400', psnr is '17.49848138748438'
At step '17600', psnr is '17.527952996708585'
At step '17800', psnr is '17.54221979570241'
At step '18000', psnr is '17.58160560830412'
At step '18200', psnr is '17.40069402305319'
At step '18400', psnr is '17.609119385816122'
At step '18600', psnr is '17.454934792844085'
At step '18800', psnr is '17.503487345267526'
At step '19000', psnr is '17.397327946099463'
At step '19200', psnr is '17.55682248780208'
At step '19400', psnr is '17.50743997249036'
At step '19600', psnr is '17.471727893647298'
At step '19800', psnr is '17.56290977275974'
At step '20000', psnr is '17.371439535140848'
At step '20200', psnr is '17.513899358869207'
At step '20400', psnr is '17.40299359468649'
At step '20600', psnr is '17.5122715764892'
At step '20800', psnr is '17.48270922085649'
At step '21000', psnr is '17.402909657403175'
At step '21200', psnr is '17.464620360059524'
At step '21400', psnr is '17.44401075879088'
At step '21600', psnr is '17.442050926875826'
At step '21800', psnr is '17.380537876370536'
At step '22000', psnr is '17.36968754065978'
At step '22200', psnr is '17.542177191700286'
At step '22400', psnr is '17.46104173527826'
At step '22600', psnr is '17.295076690878822'
At step '22800', psnr is '17.476416823404932'
At step '23000', psnr is '17.359194326938557'
At step '23200', psnr is '17.45373321935556'
At step '23400', psnr is '17.35635665736161'
At step '23600', psnr is '17.437194088208294'
At step '23800', psnr is '17.371622691880965'
