noisy psnr: 10.398491956322417
Starting vanilla DIP on 13 using ADAM(sigma=0.1,lr=0.001,decay=0,beta=0)
Noisy PSNR is '10.398491956322417'
input dim: torch.Size([1, 32, 512, 512])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '21.888335438450994'
At step '400', psnr is '24.42349721665197'
At step '600', psnr is '24.79492022190889'
At step '800', psnr is '24.095716521635268'
At step '1000', psnr is '23.469394341828966'
At step '1200', psnr is '22.96536406387659'
At step '1400', psnr is '22.36590285863247'
At step '1600', psnr is '21.74742845213111'
At step '1800', psnr is '21.00446984672058'
At step '2000', psnr is '20.62970098103376'
At step '2200', psnr is '20.494422029762497'
At step '2400', psnr is '19.951066517439596'
At step '2600', psnr is '19.878028821439308'
At step '2800', psnr is '19.690656450317906'
At step '3000', psnr is '19.323697466689257'
At step '3200', psnr is '19.34240683146392'
At step '3400', psnr is '18.827608454563535'
At step '3600', psnr is '19.000033812783062'
At step '3800', psnr is '18.66773560066731'
At step '4000', psnr is '18.680633853454903'
At step '4200', psnr is '18.776722332469195'
At step '4400', psnr is '18.42212962572113'
At step '4600', psnr is '18.66127219025269'
At step '4800', psnr is '18.40940819381093'
At step '5000', psnr is '18.48438036861671'
At step '5200', psnr is '18.20175209866408'
At step '5400', psnr is '18.205748987567855'
At step '5600', psnr is '18.125634937140063'
At step '5800', psnr is '18.182895898456525'
At step '6000', psnr is '18.26782091528365'
At step '6200', psnr is '18.187383728025118'
At step '6400', psnr is '17.98743143530292'
At step '6600', psnr is '18.037386843945537'
At step '6800', psnr is '17.982903255157648'
At step '7000', psnr is '17.910725875563486'
At step '7200', psnr is '17.87627485589322'
At step '7400', psnr is '17.775571099414865'
At step '7600', psnr is '17.85868225797472'
At step '7800', psnr is '17.77701702073639'
At step '8000', psnr is '17.82259792475258'
At step '8200', psnr is '17.81395907255806'
At step '8400', psnr is '17.766154934641555'
At step '8600', psnr is '17.82702247254223'
At step '8800', psnr is '17.702555828725117'
At step '9000', psnr is '17.565604959029148'
At step '9200', psnr is '17.673537408863822'
At step '9400', psnr is '17.640861060325296'
At step '9600', psnr is '17.56194367841256'
At step '9800', psnr is '17.640117409934327'
At step '10000', psnr is '17.672897342865248'
At step '10200', psnr is '17.577654886175146'
At step '10400', psnr is '17.55819224306997'
At step '10600', psnr is '17.42995860304362'
At step '10800', psnr is '17.427576373230917'
At step '11000', psnr is '17.56491876780663'
At step '11200', psnr is '17.51832965687416'
At step '11400', psnr is '17.55551317626627'
At step '11600', psnr is '17.497762497246388'
At step '11800', psnr is '17.52839976082697'
At step '12000', psnr is '17.42733279888021'
At step '12200', psnr is '17.34806395180043'
At step '12400', psnr is '17.405780881096042'
At step '12600', psnr is '17.502195160781614'
At step '12800', psnr is '17.329995391260358'
At step '13000', psnr is '17.360109754109413'
At step '13200', psnr is '17.223857270594415'
At step '13400', psnr is '17.3532654233044'
At step '13600', psnr is '17.38503776321167'
At step '13800', psnr is '17.336690347366158'
At step '14000', psnr is '17.283016318304952'
At step '14200', psnr is '17.35533692360095'
At step '14400', psnr is '17.199194824987707'
At step '14600', psnr is '17.341874904325095'
At step '14800', psnr is '17.317205878852494'
At step '15000', psnr is '17.290104213518525'
At step '15200', psnr is '17.30786107166258'
At step '15400', psnr is '17.290785618138376'
At step '15600', psnr is '17.170881685343367'
At step '15800', psnr is '17.224783108279794'
At step '16000', psnr is '17.229575464282522'
At step '16200', psnr is '17.148853587732898'
At step '16400', psnr is '17.2584341989414'
At step '16600', psnr is '17.211555152697265'
At step '16800', psnr is '17.19798822920104'
At step '17000', psnr is '17.132306494777346'
At step '17200', psnr is '17.15016365994537'
At step '17400', psnr is '17.19729230615758'
At step '17600', psnr is '17.134719929317956'
At step '17800', psnr is '17.03378161296427'
At step '18000', psnr is '17.09365792347727'
At step '18200', psnr is '17.135052017803616'
At step '18400', psnr is '17.213558002196173'
At step '18600', psnr is '16.99536778232009'
At step '18800', psnr is '17.056347109086456'
At step '19000', psnr is '17.160392943737335'
At step '19200', psnr is '17.07515475969425'
At step '19400', psnr is '17.138919777696334'
At step '19600', psnr is '17.14201886327367'
At step '19800', psnr is '17.11401088509708'
At step '20000', psnr is '17.09942495052981'
At step '20200', psnr is '16.953173583752598'
At step '20400', psnr is '17.10888668562051'
At step '20600', psnr is '17.061060579499127'
At step '20800', psnr is '17.054961223328572'
At step '21000', psnr is '16.94484618422966'
At step '21200', psnr is '17.092798849379317'
At step '21400', psnr is '17.049859815460625'
At step '21600', psnr is '17.053617862280902'
At step '21800', psnr is '17.07648954391537'
At step '22000', psnr is '17.020874977401053'
At step '22200', psnr is '16.89545349470716'
At step '22400', psnr is '16.98136370033705'
At step '22600', psnr is '16.89542160010942'
At step '22800', psnr is '16.90217436931639'
At step '23000', psnr is '17.06215499406642'
At step '23200', psnr is '17.006797161237056'
At step '23400', psnr is '16.885959631683757'
At step '23600', psnr is '16.918768755651964'
At step '23800', psnr is '16.86660480141611'
At step '24000', psnr is '16.930442558601463'
At step '24200', psnr is '17.00110901397309'
At step '24400', psnr is '16.82054025883305'
At step '24600', psnr is '16.96963966419308'
At step '24800', psnr is '16.80414267958504'
At step '25000', psnr is '16.836389050375796'
At step '25200', psnr is '16.885261636275818'
At step '25400', psnr is '16.985079591820423'
At step '25600', psnr is '16.960885468253707'
At step '25800', psnr is '16.90465340349214'
At step '26000', psnr is '16.94072044856311'
At step '26200', psnr is '16.955177138677623'
At step '26400', psnr is '16.915695204694067'
At step '26600', psnr is '16.86318782475218'
At step '26800', psnr is '16.930010194983'
At step '27000', psnr is '16.918267187180955'
At step '27200', psnr is '16.92804267047243'
At step '27400', psnr is '16.86424726197798'
At step '27600', psnr is '16.85937730953165'
At step '27800', psnr is '16.822077259186305'
At step '28000', psnr is '16.84519084901372'
At step '28200', psnr is '16.834374713817102'
At step '28400', psnr is '16.723933959698392'
At step '28600', psnr is '16.82678500191262'
At step '28800', psnr is '16.91112242090624'
At step '29000', psnr is '16.817986075419444'
At step '29200', psnr is '16.923982655526004'
At step '29400', psnr is '16.75054807111367'
At step '29600', psnr is '16.82928297464692'
At step '29800', psnr is '16.903834984651233'
At step '30000', psnr is '16.89964251451696'
At step '30200', psnr is '16.76897992258595'
At step '30400', psnr is '16.785617289295576'
At step '30600', psnr is '16.701981753828473'
At step '30800', psnr is '16.74342802059966'
At step '31000', psnr is '16.769699239292827'
At step '31200', psnr is '16.82896700823648'
At step '31400', psnr is '16.85459080561078'
At step '31600', psnr is '16.83802757222242'
At step '31800', psnr is '16.720982381130753'
At step '32000', psnr is '16.809673192713916'
At step '32200', psnr is '16.673644890472072'
At step '32400', psnr is '16.795717373980764'
At step '32600', psnr is '16.76195505568601'
At step '32800', psnr is '16.839747141280604'
At step '33000', psnr is '16.78407545232096'
At step '33200', psnr is '16.834962986154935'
At step '33400', psnr is '16.7788182974752'
At step '33600', psnr is '16.74613397245558'
At step '33800', psnr is '16.734945414552097'
At step '34000', psnr is '16.73296232602621'
At step '34200', psnr is '16.7071699373016'
At step '34400', psnr is '16.712407644053286'
At step '34600', psnr is '16.699055436054113'
At step '34800', psnr is '16.75157124671733'
At step '35000', psnr is '16.68637101536364'
At step '35200', psnr is '16.63245830916923'
At step '35400', psnr is '16.72409528577203'
At step '35600', psnr is '16.72485881165172'
At step '35800', psnr is '16.728144748119398'
At step '36000', psnr is '16.708275896908518'
At step '36200', psnr is '16.672664584870148'
At step '36400', psnr is '16.666613385235145'
At step '36600', psnr is '16.642877750008612'
At step '36800', psnr is '16.717749732199334'
At step '37000', psnr is '16.728560483446625'
At step '37200', psnr is '16.609617495692593'
At step '37400', psnr is '16.616057439107276'
At step '37600', psnr is '16.72230631928337'
At step '37800', psnr is '16.615864922043833'
At step '38000', psnr is '16.638671390087588'
At step '38200', psnr is '16.661439540435776'
At step '38400', psnr is '16.700472618136782'
At step '38600', psnr is '16.576010988489553'
At step '38800', psnr is '16.578024500199188'
At step '39000', psnr is '16.62129980111094'
At step '39200', psnr is '16.77626468222029'
At step '39400', psnr is '16.659291879569032'
At step '39600', psnr is '16.5820365175639'
At step '39800', psnr is '16.621138101538296'
Experiment done
