noisy psnr: 8.739306577524545
Starting vanilla DIP on 9 using ADAM(sigma=0.1,lr=0.001,decay=0,beta=0)
Noisy PSNR is '8.739306577524545'
input dim: torch.Size([1, 32, 256, 256])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '23.87585511364985'
At step '400', psnr is '25.25672790475863'
At step '600', psnr is '24.594154425905185'
At step '800', psnr is '22.81924737613661'
At step '1000', psnr is '21.782942416835446'
At step '1200', psnr is '20.545346757164452'
At step '1400', psnr is '19.75795848753151'
At step '1600', psnr is '19.347786262192713'
At step '1800', psnr is '18.930535347373752'
At step '2000', psnr is '18.66675032774698'
At step '2200', psnr is '18.26815152393173'
At step '2400', psnr is '17.95380886986764'
At step '2600', psnr is '18.01922278572522'
At step '2800', psnr is '17.86228305283633'
At step '3000', psnr is '17.86724253872553'
At step '3200', psnr is '17.701966016888356'
At step '3400', psnr is '17.670611165291067'
At step '3600', psnr is '17.531375930400543'
At step '3800', psnr is '17.413112284128918'
At step '4000', psnr is '17.412598771678233'
At step '4200', psnr is '17.39787859702271'
At step '4400', psnr is '17.402242987240093'
At step '4600', psnr is '17.402570607612258'
At step '4800', psnr is '17.267181808345683'
At step '5000', psnr is '17.30485564880383'
At step '5200', psnr is '17.31382241772497'
At step '5400', psnr is '17.33336855726045'
At step '5600', psnr is '17.28650376730956'
At step '5800', psnr is '17.265027669536778'
At step '6000', psnr is '17.324374660525798'
At step '6200', psnr is '17.161032498059136'
At step '6400', psnr is '17.22035227999093'
At step '6600', psnr is '17.196761115614613'
At step '6800', psnr is '17.112754458312732'
At step '7000', psnr is '17.09846374262368'
At step '7200', psnr is '17.15006078772085'
At step '7400', psnr is '17.1025256407612'
At step '7600', psnr is '17.128694723457652'
At step '7800', psnr is '17.109416118807943'
At step '8000', psnr is '17.151512880188108'
At step '8200', psnr is '17.173329878983672'
At step '8400', psnr is '17.08636027399939'
At step '8600', psnr is '17.092040948540458'
At step '8800', psnr is '17.11220459533912'
At step '9000', psnr is '17.117857974582925'
At step '9200', psnr is '17.17500691337831'
At step '9400', psnr is '17.07411472740713'
At step '9600', psnr is '17.038027429899927'
At step '9800', psnr is '17.085418496808373'
At step '10000', psnr is '17.200046216372044'
At step '10200', psnr is '17.105909449903674'
At step '10400', psnr is '17.06392086337621'
At step '10600', psnr is '17.126925414339542'
At step '10800', psnr is '17.131176699209682'
At step '11000', psnr is '16.90242402961286'
At step '11200', psnr is '16.988197168266645'
At step '11400', psnr is '17.166857747308505'
At step '11600', psnr is '17.008741443378256'
At step '11800', psnr is '16.996794322256605'
At step '12000', psnr is '17.02973842438724'
At step '12200', psnr is '17.01358722026232'
At step '12400', psnr is '17.02394711136229'
At step '12600', psnr is '17.033427377153288'
At step '12800', psnr is '16.987365265710967'
At step '13000', psnr is '16.988167050058863'
At step '13200', psnr is '17.055737748077412'
At step '13400', psnr is '16.941667129856157'
At step '13600', psnr is '16.954703543819523'
At step '13800', psnr is '17.074581507074708'
At step '14000', psnr is '16.979820557611582'
At step '14200', psnr is '16.94682617122005'
At step '14400', psnr is '16.955727633638478'
At step '14600', psnr is '16.95523549936358'
At step '14800', psnr is '17.11119943412706'
At step '15000', psnr is '16.98436458113759'
At step '15200', psnr is '17.010823693817592'
At step '15400', psnr is '16.930192421764648'
At step '15600', psnr is '16.989177878738257'
At step '15800', psnr is '16.997463246721512'
