noisy psnr: 9.259381197082371
Starting vanilla DIP on 5 using ADAM(sigma=0.1,lr=0.001,decay=0,beta=0)
Noisy PSNR is '9.259381197082371'
input dim: torch.Size([1, 32, 512, 512])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '23.18097759109452'
At step '400', psnr is '24.06458476023709'
At step '600', psnr is '23.690416580691007'
At step '800', psnr is '22.49110101101403'
At step '1000', psnr is '21.834924823088247'
At step '1200', psnr is '21.27954746184351'
At step '1400', psnr is '20.694777700746194'
At step '1600', psnr is '20.21462237247431'
At step '1800', psnr is '19.93929419119634'
At step '2000', psnr is '19.699049923772478'
At step '2200', psnr is '19.361680944737383'
At step '2400', psnr is '19.101260253496378'
At step '2600', psnr is '19.022203749216718'
At step '2800', psnr is '18.9419082810999'
At step '3000', psnr is '18.69259073195755'
At step '3200', psnr is '18.795551841010166'
At step '3400', psnr is '18.665245517843385'
At step '3600', psnr is '18.53603004184036'
At step '3800', psnr is '18.57500483121865'
At step '4000', psnr is '18.418788526613344'
At step '4200', psnr is '18.293436084933113'
At step '4400', psnr is '18.352247770659314'
At step '4600', psnr is '18.197799108115536'
At step '4800', psnr is '18.267204657193872'
At step '5000', psnr is '18.042867478374788'
At step '5200', psnr is '18.037110519115174'
At step '5400', psnr is '17.9380903141886'
At step '5600', psnr is '18.00075442892008'
At step '5800', psnr is '17.91646186673644'
At step '6000', psnr is '17.925169419083417'
At step '6200', psnr is '17.83997684452482'
At step '6400', psnr is '17.72750899732295'
At step '6600', psnr is '17.895553264223967'
At step '6800', psnr is '17.699996001110126'
At step '7000', psnr is '17.83757626718482'
At step '7200', psnr is '17.685472380601635'
At step '7400', psnr is '17.760499686382154'
At step '7600', psnr is '17.70612492170763'
At step '7800', psnr is '17.70110306576969'
At step '8000', psnr is '17.724146135937943'
At step '8200', psnr is '17.716936895631456'
At step '8400', psnr is '17.630418749802097'
At step '8600', psnr is '17.62452717032555'
At step '8800', psnr is '17.619627010761405'
At step '9000', psnr is '17.639793109922127'
At step '9200', psnr is '17.604947024716154'
At step '9400', psnr is '17.52717052666086'
At step '9600', psnr is '17.517593248038402'
At step '9800', psnr is '17.50587066748182'
At step '10000', psnr is '17.525053078533492'
At step '10200', psnr is '17.467741225504966'
At step '10400', psnr is '17.51815723680463'
At step '10600', psnr is '17.44239251430357'
At step '10800', psnr is '17.41877607921809'
At step '11000', psnr is '17.443245491732707'
At step '11200', psnr is '17.404232785323973'
At step '11400', psnr is '17.439966500824497'
At step '11600', psnr is '17.404105036881163'
At step '11800', psnr is '17.36933493732525'
At step '12000', psnr is '17.330737094949132'
At step '12200', psnr is '17.3901726184916'
At step '12400', psnr is '17.381654066832752'
At step '12600', psnr is '17.341431625869504'
At step '12800', psnr is '17.366077790162024'
At step '13000', psnr is '17.285304089181153'
At step '13200', psnr is '17.366153559112504'
At step '13400', psnr is '17.290454531947393'
At step '13600', psnr is '17.323767218919873'
At step '13800', psnr is '17.306715322416686'
At step '14000', psnr is '17.23218270740364'
At step '14200', psnr is '17.247004166647343'
At step '14400', psnr is '17.27438445995039'
At step '14600', psnr is '17.26643560432859'
At step '14800', psnr is '17.177527060683456'
At step '15000', psnr is '17.224493447030117'
At step '15200', psnr is '17.211217008879075'
At step '15400', psnr is '17.18201490231366'
At step '15600', psnr is '17.16416503183582'
At step '15800', psnr is '17.149376302296'
At step '16000', psnr is '17.138343709641973'
At step '16200', psnr is '17.141612091993853'
At step '16400', psnr is '17.168188717421824'
At step '16600', psnr is '17.187786054564484'
At step '16800', psnr is '17.143018934400764'
At step '17000', psnr is '17.164177830961297'
At step '17200', psnr is '17.17443307279266'
At step '17400', psnr is '17.15763924123432'
At step '17600', psnr is '17.17851537669451'
At step '17800', psnr is '17.12808862800691'
At step '18000', psnr is '17.126156261570546'
At step '18200', psnr is '17.116339492206755'
At step '18400', psnr is '17.092214970498812'
At step '18600', psnr is '17.06066442877084'
At step '18800', psnr is '17.11515713200639'
At step '19000', psnr is '17.155527474985302'
At step '19200', psnr is '17.153746601368717'
At step '19400', psnr is '17.076756879686492'
At step '19600', psnr is '17.03896014479167'
At step '19800', psnr is '17.058414050166384'
At step '20000', psnr is '17.060708163338884'
At step '20200', psnr is '17.07554187167186'
At step '20400', psnr is '17.044758858100266'
At step '20600', psnr is '17.076052616537115'
At step '20800', psnr is '17.04517015586749'
At step '21000', psnr is '17.018150853538373'
At step '21200', psnr is '17.046582792171012'
At step '21400', psnr is '17.063748874102917'
At step '21600', psnr is '17.028194996270493'
At step '21800', psnr is '16.963545423457973'
At step '22000', psnr is '16.97755453478986'
At step '22200', psnr is '16.990358179474384'
At step '22400', psnr is '17.02635730925963'
At step '22600', psnr is '16.96294168548004'
At step '22800', psnr is '17.0084872661689'
At step '23000', psnr is '16.961086549477415'
At step '23200', psnr is '16.931025388756645'
At step '23400', psnr is '16.94398042153933'
At step '23600', psnr is '16.989078442402032'
At step '23800', psnr is '17.012278788592543'
At step '24000', psnr is '16.973052784503757'
At step '24200', psnr is '16.935861520681538'
At step '24400', psnr is '16.941599893111533'
At step '24600', psnr is '16.948892201717317'
At step '24800', psnr is '16.9575481638385'
At step '25000', psnr is '16.846419374991978'
At step '25200', psnr is '16.95352343156742'
At step '25400', psnr is '16.944334075766225'
At step '25600', psnr is '16.931991599419927'
At step '25800', psnr is '16.907867321602872'
At step '26000', psnr is '16.959266694010758'
At step '26200', psnr is '16.90409576694014'
At step '26400', psnr is '16.911414221452283'
At step '26600', psnr is '16.906534939249482'
At step '26800', psnr is '16.875843811564955'
At step '27000', psnr is '16.883402690579675'
At step '27200', psnr is '16.884357265183272'
At step '27400', psnr is '16.8903983504821'
At step '27600', psnr is '16.868327988678647'
At step '27800', psnr is '16.84872985271805'
At step '28000', psnr is '16.859800771250843'
At step '28200', psnr is '16.88631882595218'
At step '28400', psnr is '16.909037960077434'
At step '28600', psnr is '16.822863842950454'
At step '28800', psnr is '16.869377412593117'
At step '29000', psnr is '16.897502893468744'
At step '29200', psnr is '16.792743256541748'
At step '29400', psnr is '16.84002923948303'
At step '29600', psnr is '16.858124406185325'
At step '29800', psnr is '16.830038355301777'
At step '30000', psnr is '16.8798955414752'
At step '30200', psnr is '16.837402205401265'
At step '30400', psnr is '16.828127045656327'
At step '30600', psnr is '16.83241785039134'
At step '30800', psnr is '16.848457767950812'
At step '31000', psnr is '16.825393584993993'
At step '31200', psnr is '16.805635620999343'
At step '31400', psnr is '16.847192457968184'
At step '31600', psnr is '16.80248253584536'
At step '31800', psnr is '16.829538334498302'
At step '32000', psnr is '16.773858139273496'
At step '32200', psnr is '16.75325433278466'
At step '32400', psnr is '16.81837734767904'
At step '32600', psnr is '16.777978890230028'
At step '32800', psnr is '16.793530336706674'
At step '33000', psnr is '16.75728048933496'
At step '33200', psnr is '16.77354923369122'
At step '33400', psnr is '16.79562412188919'
At step '33600', psnr is '16.76728262291072'
At step '33800', psnr is '16.75080657215799'
At step '34000', psnr is '16.76442605449844'
At step '34200', psnr is '16.75048296652538'
At step '34400', psnr is '16.736478614798852'
At step '34600', psnr is '16.743448508836284'
At step '34800', psnr is '16.772477542064564'
At step '35000', psnr is '16.78504580526065'
At step '35200', psnr is '16.751466320828612'
At step '35400', psnr is '16.748338396443554'
At step '35600', psnr is '16.728703997390422'
At step '35800', psnr is '16.720316522043145'
At step '36000', psnr is '16.690340944094764'
At step '36200', psnr is '16.72987142884542'
At step '36400', psnr is '16.69795235499327'
At step '36600', psnr is '16.763438499272564'
At step '36800', psnr is '16.72240682673122'
At step '37000', psnr is '16.727542344011027'
At step '37200', psnr is '16.757107989063435'
At step '37400', psnr is '16.759451704026947'
At step '37600', psnr is '16.730731922155332'
At step '37800', psnr is '16.66416683977773'
At step '38000', psnr is '16.716837893614397'
At step '38200', psnr is '16.661988706542758'
At step '38400', psnr is '16.685700984796547'
At step '38600', psnr is '16.715445281378013'
At step '38800', psnr is '16.705814792292802'
At step '39000', psnr is '16.703474477866788'
At step '39200', psnr is '16.714508765792665'
At step '39400', psnr is '16.68686476883602'
At step '39600', psnr is '16.670406138559365'
At step '39800', psnr is '16.716576707485654'
Experiment done
