(3, 512, 512)
(3, 512, 512)
Starting vanilla DIP on 13 using ADAM(p=0.8,lr=0.001,decay=0,beta=0)
Noisy PSNR is '5.845250313301998'
[128, 128, 128, 128, 128]
Number of params in decoder: 100224
torch.Size([1, 128, 16, 16])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '24.90607865763577'
At step '400', psnr is '26.65012932453408'
At step '600', psnr is '27.441597399194112'
At step '800', psnr is '27.277716689243405'
At step '1000', psnr is '27.510041147319725'
At step '1200', psnr is '27.492301280088324'
At step '1400', psnr is '27.865804252681457'
At step '1600', psnr is '27.81701639875369'
At step '1800', psnr is '28.009766180107345'
At step '2000', psnr is '28.038858583550656'
At step '2200', psnr is '27.94186618632604'
At step '2400', psnr is '28.068134232730984'
At step '2600', psnr is '27.958652280086017'
At step '2800', psnr is '28.17212228540891'
At step '3000', psnr is '27.978925812963578'
At step '3200', psnr is '28.026764910106145'
At step '3400', psnr is '27.958355479447142'
At step '3600', psnr is '28.20033629258549'
At step '3800', psnr is '28.324400645111037'
At step '4000', psnr is '28.188786076473647'
At step '4200', psnr is '28.332941958710215'
At step '4400', psnr is '28.188388417058636'
At step '4600', psnr is '28.03377997151285'
At step '4800', psnr is '27.997373297637218'
At step '5000', psnr is '28.04741839619911'
At step '5200', psnr is '28.072134858353913'
At step '5400', psnr is '28.195653013694752'
At step '5600', psnr is '28.28762558265469'
At step '5800', psnr is '28.544229623972047'
At step '6000', psnr is '27.99573325388166'
At step '6200', psnr is '28.278652009323704'
At step '6400', psnr is '28.445595727122228'
At step '6600', psnr is '28.631280583270584'
At step '6800', psnr is '28.649680752158897'
At step '7000', psnr is '28.482927885734533'
At step '7200', psnr is '28.532500095954653'
At step '7400', psnr is '28.45339241557433'
At step '7600', psnr is '28.55009201726235'
At step '7800', psnr is '28.52214609173874'
At step '8000', psnr is '28.51488383740298'
At step '8200', psnr is '28.614853908081542'
At step '8400', psnr is '28.11208487928137'
At step '8600', psnr is '28.666745383821105'
At step '8800', psnr is '28.66996815911468'
At step '9000', psnr is '28.484929793323367'
At step '9200', psnr is '28.50445712276951'
At step '9400', psnr is '28.70859732258808'
At step '9600', psnr is '28.3830853887735'
At step '9800', psnr is '28.346237163011395'
At step '10000', psnr is '28.67378686087821'
At step '10200', psnr is '28.398208083613447'
At step '10400', psnr is '28.338101928989335'
At step '10600', psnr is '28.340825389722344'
At step '10800', psnr is '28.65574088215579'
At step '11000', psnr is '28.590403455835936'
At step '11200', psnr is '28.52741919019584'
At step '11400', psnr is '28.61919176561819'
At step '11600', psnr is '28.731271560065096'
At step '11800', psnr is '27.889075442342804'
At step '12000', psnr is '28.50363768488103'
At step '12200', psnr is '28.67072741473418'
At step '12400', psnr is '28.49209051927005'
At step '12600', psnr is '28.622475495017877'
At step '12800', psnr is '28.58007175913036'
At step '13000', psnr is '28.512909133187456'
At step '13200', psnr is '28.446844738163595'
At step '13400', psnr is '28.546851295428148'
At step '13600', psnr is '28.651669676414777'
At step '13800', psnr is '28.62200664751708'
At step '14000', psnr is '28.390902327428602'
At step '14200', psnr is '28.522430107532397'
At step '14400', psnr is '28.402680216516487'
At step '14600', psnr is '28.4980560977526'
At step '14800', psnr is '28.591849064091196'
At step '15000', psnr is '28.403457502724155'
At step '15200', psnr is '27.918025800267635'
At step '15400', psnr is '28.409142915852094'
At step '15600', psnr is '28.15867203372121'
At step '15800', psnr is '28.589315305774342'
At step '16000', psnr is '28.625231559171077'
At step '16200', psnr is '28.5418141717689'
At step '16400', psnr is '28.714555308495182'
At step '16600', psnr is '28.550331630894622'
At step '16800', psnr is '28.647089193936534'
At step '17000', psnr is '28.437517630032502'
At step '17200', psnr is '28.297285236916615'
At step '17400', psnr is '27.760826664215962'
At step '17600', psnr is '28.40233514603145'
At step '17800', psnr is '28.49907592485488'
At step '18000', psnr is '28.49887726425421'
At step '18200', psnr is '28.60597003754656'
At step '18400', psnr is '28.515583352397947'
At step '18600', psnr is '28.646995051859648'
At step '18800', psnr is '28.22577363295683'
At step '19000', psnr is '28.582870707747595'
At step '19200', psnr is '28.685976971157565'
At step '19400', psnr is '28.57711562822566'
At step '19600', psnr is '28.569265452372022'
At step '19800', psnr is '28.594697045433048'
At step '20000', psnr is '28.506231775497938'
At step '20200', psnr is '28.45589843471716'
At step '20400', psnr is '28.70826000773227'
At step '20600', psnr is '28.680681923046265'
At step '20800', psnr is '28.56779827646104'
At step '21000', psnr is '28.583605163569334'
At step '21200', psnr is '28.616837965751532'
At step '21400', psnr is '28.421070739258596'
At step '21600', psnr is '28.65536728223484'
At step '21800', psnr is '27.77943080311153'
At step '22000', psnr is '28.51859406807309'
At step '22200', psnr is '28.69297078385486'
At step '22400', psnr is '28.696193544737834'
At step '22600', psnr is '28.552770330823005'
At step '22800', psnr is '28.625640619807125'
At step '23000', psnr is '28.499092612759075'
At step '23200', psnr is '28.563383589990387'
At step '23400', psnr is '28.555079188140468'
At step '23600', psnr is '28.60579289557088'
At step '23800', psnr is '28.341621187835912'
At step '24000', psnr is '28.4336329339836'
At step '24200', psnr is '28.299411304324277'
At step '24400', psnr is '28.209745907587774'
At step '24600', psnr is '28.60015541186529'
At step '24800', psnr is '28.47544672298251'
At step '25000', psnr is '28.573661063691947'
At step '25200', psnr is '28.68530545719034'
At step '25400', psnr is '28.728152933924417'
At step '25600', psnr is '28.473117794723386'
At step '25800', psnr is '28.629198617532396'
At step '26000', psnr is '28.544688543162774'
At step '26200', psnr is '28.384101786093048'
At step '26400', psnr is '28.476626873938194'
