(3, 256, 256)
(3, 256, 256)
Starting vanilla DIP on 2 using ADAM(p=0.5,lr=0.001,decay=0,beta=0)
Noisy PSNR is '8.85801254418952'
[128, 128, 128, 128, 128]
Number of params in decoder: 100224
torch.Size([1, 128, 8, 8])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '22.510372925023646'
At step '400', psnr is '23.733088923949627'
At step '600', psnr is '23.96319328547671'
At step '800', psnr is '24.55569372290254'
At step '1000', psnr is '24.32720896163506'
At step '1200', psnr is '24.9845409609189'
At step '1400', psnr is '25.216256545797098'
At step '1600', psnr is '24.941089715867307'
At step '1800', psnr is '25.645089380556314'
At step '2000', psnr is '25.48986759832275'
At step '2200', psnr is '25.91430986902946'
At step '2400', psnr is '25.85922148334669'
At step '2600', psnr is '26.17786817138417'
At step '2800', psnr is '25.86178968187332'
At step '3000', psnr is '25.798211587811757'
At step '3200', psnr is '25.628373247101294'
At step '3400', psnr is '26.21688748410376'
At step '3600', psnr is '26.18544842825785'
At step '3800', psnr is '26.47071448381705'
At step '4000', psnr is '26.3567939819878'
At step '4200', psnr is '26.662099319393995'
At step '4400', psnr is '26.70225199393801'
At step '4600', psnr is '26.796554269262288'
At step '4800', psnr is '26.658813920401276'
At step '5000', psnr is '26.781530874504078'
At step '5200', psnr is '26.821548495491257'
At step '5400', psnr is '26.85127320608789'
At step '5600', psnr is '27.14327620416784'
At step '5800', psnr is '26.865672421287726'
At step '6000', psnr is '26.946280040592363'
At step '6200', psnr is '27.295689039176693'
At step '6400', psnr is '27.522819786214697'
At step '6600', psnr is '27.166078390957253'
At step '6800', psnr is '26.608600063917834'
At step '7000', psnr is '27.21012262407717'
At step '7200', psnr is '26.66782259612966'
At step '7400', psnr is '27.2764226480042'
At step '7600', psnr is '27.34576354832396'
At step '7800', psnr is '26.131963104225502'
At step '8000', psnr is '26.77216565191964'
At step '8200', psnr is '26.754921741754654'
At step '8400', psnr is '27.454750915785088'
At step '8600', psnr is '27.619702583925864'
At step '8800', psnr is '26.849938422428664'
At step '9000', psnr is '27.413581840300832'
At step '9200', psnr is '27.559919802932136'
At step '9400', psnr is '25.99232366712958'
At step '9600', psnr is '27.530152409820218'
At step '9800', psnr is '25.38510150874632'
At step '10000', psnr is '27.587561332161677'
At step '10200', psnr is '27.775920687406092'
At step '10400', psnr is '27.315004500296123'
At step '10600', psnr is '27.504151458590428'
At step '10800', psnr is '27.755348458195066'
At step '11000', psnr is '27.227472976489796'
At step '11200', psnr is '27.558989971323822'
At step '11400', psnr is '27.892099762948497'
At step '11600', psnr is '27.30669277084076'
At step '11800', psnr is '26.190994559371926'
At step '12000', psnr is '27.58812764801119'
At step '12200', psnr is '27.365634279143976'
At step '12400', psnr is '27.7790125944488'
At step '12600', psnr is '27.550560823611914'
At step '12800', psnr is '27.697736469063173'
At step '13000', psnr is '27.557873629361985'
At step '13200', psnr is '26.064566674489214'
At step '13400', psnr is '27.9861292394723'
At step '13600', psnr is '28.010491539227065'
At step '13800', psnr is '27.463954532685946'
At step '14000', psnr is '27.877297847628505'
At step '14200', psnr is '28.06213264615055'
At step '14400', psnr is '27.949393634936346'
At step '14600', psnr is '28.048939494724262'
At step '14800', psnr is '26.71406505495293'
At step '15000', psnr is '27.215234077543926'
At step '15200', psnr is '28.07834640440028'
At step '15400', psnr is '27.792405131042702'
At step '15600', psnr is '28.086225637352587'
At step '15800', psnr is '28.488291582168316'
At step '16000', psnr is '28.287235927211224'
At step '16200', psnr is '28.15472896520342'
At step '16400', psnr is '27.98826440121484'
At step '16600', psnr is '27.87601074666358'
At step '16800', psnr is '27.949708638202008'
At step '17000', psnr is '28.05536660181051'
At step '17200', psnr is '27.854328239289128'
At step '17400', psnr is '28.010826995462725'
At step '17600', psnr is '28.052310223375343'
At step '17800', psnr is '28.39133030864078'
At step '18000', psnr is '28.136713462154155'
At step '18200', psnr is '28.16926906812844'
At step '18400', psnr is '27.641605677701776'
At step '18600', psnr is '27.640462319644175'
At step '18800', psnr is '27.96855132318678'
At step '19000', psnr is '28.059947282075022'
At step '19200', psnr is '28.3239869655485'
At step '19400', psnr is '28.03081784114946'
At step '19600', psnr is '27.83442389053301'
At step '19800', psnr is '28.013981999307127'
At step '20000', psnr is '28.251285046368473'
At step '20200', psnr is '27.069932625178353'
At step '20400', psnr is '27.953083349585192'
At step '20600', psnr is '28.033838550325292'
At step '20800', psnr is '28.414665137318785'
At step '21000', psnr is '28.00086772909215'
At step '21200', psnr is '28.244045948606257'
At step '21400', psnr is '25.976748052483636'
At step '21600', psnr is '28.26718174331011'
At step '21800', psnr is '27.83260334935469'
At step '22000', psnr is '27.93630762824318'
At step '22200', psnr is '28.38035961278537'
At step '22400', psnr is '28.04884529133133'
