(3, 512, 512)
(3, 512, 512)
Starting vanilla DIP on 8 using ADAM(p=0.8,lr=0.001,decay=0,beta=0)
Noisy PSNR is '8.480547693640636'
[128, 128, 128, 128, 128]
Number of params in decoder: 100224
torch.Size([1, 128, 16, 16])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '22.741801433171716'
At step '400', psnr is '24.188785778108183'
At step '600', psnr is '24.182971570671548'
At step '800', psnr is '24.664582294029632'
At step '1000', psnr is '25.02530461986112'
At step '1200', psnr is '25.312358426279694'
At step '1400', psnr is '25.43489791739916'
At step '1600', psnr is '25.435152754260955'
At step '1800', psnr is '25.443651516459095'
At step '2000', psnr is '25.5289124539394'
At step '2200', psnr is '25.605634829020723'
At step '2400', psnr is '25.24660873615726'
At step '2600', psnr is '25.489589845140497'
At step '2800', psnr is '25.1487325557098'
At step '3000', psnr is '25.77733444817225'
At step '3200', psnr is '25.47763824620247'
At step '3400', psnr is '25.872805550736075'
At step '3600', psnr is '25.42142524939767'
At step '3800', psnr is '25.747537350520933'
At step '4000', psnr is '25.680735918553978'
At step '4200', psnr is '25.644137958564915'
At step '4400', psnr is '25.886944044479808'
At step '4600', psnr is '25.810805330016507'
At step '4800', psnr is '25.747495570487683'
At step '5000', psnr is '25.850468747304642'
At step '5200', psnr is '25.958525076891252'
At step '5400', psnr is '25.700894959666055'
At step '5600', psnr is '25.84992816839767'
At step '5800', psnr is '25.828465643066075'
At step '6000', psnr is '26.007357705418073'
At step '6200', psnr is '26.023981467710357'
At step '6400', psnr is '25.960806800240768'
At step '6600', psnr is '25.847530598201658'
At step '6800', psnr is '25.99520101499433'
At step '7000', psnr is '26.053011376808314'
At step '7200', psnr is '25.934109532235723'
At step '7400', psnr is '26.036713952765393'
At step '7600', psnr is '25.924619542197934'
At step '7800', psnr is '25.860472647195824'
At step '8000', psnr is '25.83830878072867'
At step '8200', psnr is '26.148944624219837'
At step '8400', psnr is '26.128800909856807'
At step '8600', psnr is '25.85940153519191'
At step '8800', psnr is '25.955824533106018'
At step '9000', psnr is '26.12079600246496'
At step '9200', psnr is '25.661213981694544'
At step '9400', psnr is '26.064553191245544'
At step '9600', psnr is '25.983443574576775'
At step '9800', psnr is '25.968783301230673'
At step '10000', psnr is '25.60394378228223'
At step '10200', psnr is '26.23108468891068'
At step '10400', psnr is '25.782670018804378'
At step '10600', psnr is '25.858921803212777'
At step '10800', psnr is '26.189260553604573'
At step '11000', psnr is '25.829432000681976'
At step '11200', psnr is '26.0062356422093'
At step '11400', psnr is '26.162796550231114'
At step '11600', psnr is '26.12749696269968'
At step '11800', psnr is '25.512128336159314'
At step '12000', psnr is '26.128030517916688'
At step '12200', psnr is '25.89484013366413'
At step '12400', psnr is '26.159730022971885'
At step '12600', psnr is '26.154683742153363'
At step '12800', psnr is '26.0315863096693'
At step '13000', psnr is '26.034759638431304'
At step '13200', psnr is '26.163715258716813'
At step '13400', psnr is '25.989036627004506'
At step '13600', psnr is '25.908490916701'
At step '13800', psnr is '26.103658875803664'
At step '14000', psnr is '26.012853670727793'
At step '14200', psnr is '25.924602530251395'
At step '14400', psnr is '25.480280363495382'
At step '14600', psnr is '26.11177059854961'
At step '14800', psnr is '26.189123057186894'
At step '15000', psnr is '25.965541979208012'
At step '15200', psnr is '25.852472976511937'
At step '15400', psnr is '26.053506922768182'
At step '15600', psnr is '26.18425294248251'
At step '15800', psnr is '26.236074790289983'
At step '16000', psnr is '25.97615149033365'
At step '16200', psnr is '26.114197112714148'
At step '16400', psnr is '26.052455584965905'
At step '16600', psnr is '26.210191777152048'
At step '16800', psnr is '26.22283283565754'
At step '17000', psnr is '26.094485075553642'
At step '17200', psnr is '26.125162445024387'
At step '17400', psnr is '26.231401417730666'
At step '17600', psnr is '26.258698674905432'
At step '17800', psnr is '26.231973795954474'
At step '18000', psnr is '26.193481329944525'
At step '18200', psnr is '25.805423940073876'
At step '18400', psnr is '26.20296515631988'
At step '18600', psnr is '26.251597833472854'
At step '18800', psnr is '26.25901913326394'
At step '19000', psnr is '26.0881498978871'
At step '19200', psnr is '26.322302083599666'
At step '19400', psnr is '26.136457936653965'
At step '19600', psnr is '26.224255590952914'
At step '19800', psnr is '26.047185211216277'
At step '20000', psnr is '26.139402068782232'
At step '20200', psnr is '26.160516084197027'
At step '20400', psnr is '26.05790737268931'
At step '20600', psnr is '26.156641453732913'
At step '20800', psnr is '26.227709947176262'
At step '21000', psnr is '26.153102195260804'
At step '21200', psnr is '26.114413263419802'
At step '21400', psnr is '26.197583193438977'
At step '21600', psnr is '26.089410030411337'
At step '21800', psnr is '26.32389312660961'
At step '22000', psnr is '26.14305664834605'
At step '22200', psnr is '25.993278551965222'
At step '22400', psnr is '26.168186181899785'
At step '22600', psnr is '26.279567504945447'
At step '22800', psnr is '26.214867325057952'
At step '23000', psnr is '25.717311844119685'
At step '23200', psnr is '26.033150576840157'
At step '23400', psnr is '26.025971028545637'
At step '23600', psnr is '26.029062850641314'
At step '23800', psnr is '26.056276663798204'
At step '24000', psnr is '26.213393096391535'
At step '24200', psnr is '26.02132973240262'
At step '24400', psnr is '26.271346512881667'
At step '24600', psnr is '26.352360903424344'
At step '24800', psnr is '26.129828588250824'
At step '25000', psnr is '26.09677722407789'
At step '25200', psnr is '26.262579948121374'
At step '25400', psnr is '25.98610878611688'
At step '25600', psnr is '26.352916701109486'
At step '25800', psnr is '26.20069638983443'
At step '26000', psnr is '26.20419702782427'
At step '26200', psnr is '26.100179405439814'
At step '26400', psnr is '26.280786515714173'
At step '26600', psnr is '26.190976471334114'
At step '26800', psnr is '26.170361827341452'
At step '27000', psnr is '26.106396028372906'
At step '27200', psnr is '26.31878902339144'
At step '27400', psnr is '25.813738012364738'
At step '27600', psnr is '26.077997139334443'
At step '27800', psnr is '26.100807671569516'
At step '28000', psnr is '26.307742242703384'
At step '28200', psnr is '25.905725970002432'
At step '28400', psnr is '26.20929697948547'
At step '28600', psnr is '26.218492858408254'
At step '28800', psnr is '26.00815336461702'
At step '29000', psnr is '26.06609709035049'
