(3, 512, 512)
(3, 512, 512)
Starting vanilla DIP on 0 using ADAM(p=0.5,lr=0.001,decay=0,beta=0)
Noisy PSNR is '4.746435340374038'
[128, 128, 128, 128, 128]
Number of params in decoder: 100224
torch.Size([1, 128, 16, 16])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '18.395156815805965'
At step '400', psnr is '20.53786396748887'
At step '600', psnr is '21.133869296361194'
At step '800', psnr is '21.30884279633111'
At step '1000', psnr is '21.560547652466813'
At step '1200', psnr is '21.701201559734965'
At step '1400', psnr is '21.841531551888387'
At step '1600', psnr is '21.919540807494805'
At step '1800', psnr is '22.150736022876217'
At step '2000', psnr is '22.21758221799396'
At step '2200', psnr is '22.121838236534007'
At step '2400', psnr is '22.34392559207763'
At step '2600', psnr is '22.251739369999353'
At step '2800', psnr is '22.385811410176654'
At step '3000', psnr is '22.407186111277525'
At step '3200', psnr is '22.29069039327307'
At step '3400', psnr is '22.443406585139947'
At step '3600', psnr is '22.416140634400623'
At step '3800', psnr is '22.417260411081624'
At step '4000', psnr is '22.753628286043934'
At step '4200', psnr is '22.601639923705207'
At step '4400', psnr is '22.60232840868251'
At step '4600', psnr is '23.013938556078738'
At step '4800', psnr is '23.054252826023244'
At step '5000', psnr is '23.137627866846465'
At step '5200', psnr is '22.423854389152147'
At step '5400', psnr is '23.587910623566245'
At step '5600', psnr is '23.914974088241323'
At step '5800', psnr is '23.938182587094353'
At step '6000', psnr is '23.65344721599027'
At step '6200', psnr is '23.93443914620546'
At step '6400', psnr is '23.81150389797019'
At step '6600', psnr is '23.93964219171672'
At step '6800', psnr is '23.88697984325669'
At step '7000', psnr is '23.924332767394546'
At step '7200', psnr is '24.320684790448563'
At step '7400', psnr is '24.26925499661163'
At step '7600', psnr is '24.112765224659725'
At step '7800', psnr is '24.4310990864486'
At step '8000', psnr is '24.190915164792287'
At step '8200', psnr is '24.303504000085425'
At step '8400', psnr is '24.358731106340123'
At step '8600', psnr is '24.41394503212151'
At step '8800', psnr is '24.365507511638164'
At step '9000', psnr is '24.323545024070814'
At step '9200', psnr is '24.42345599358617'
At step '9400', psnr is '23.471516340315905'
At step '9600', psnr is '24.57817065008659'
At step '9800', psnr is '24.710470863795887'
At step '10000', psnr is '25.151170323528078'
At step '10200', psnr is '24.779861096320396'
At step '10400', psnr is '24.886764013542567'
At step '10600', psnr is '25.407229981015483'
At step '10800', psnr is '25.064331563558028'
At step '11000', psnr is '24.86015963653736'
At step '11200', psnr is '24.911178321595266'
At step '11400', psnr is '25.159552910316414'
