(3, 512, 512)
(3, 512, 512)
Starting vanilla DIP on 12 using ADAM(p=0.5,lr=0.001,decay=0,beta=0)
Noisy PSNR is '9.356259769614333'
[128, 128, 128, 128, 128]
Number of params in decoder: 100224
torch.Size([1, 128, 16, 16])
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '22.947587995365254'
At step '400', psnr is '23.633907206408548'
At step '600', psnr is '24.08509060549712'
At step '800', psnr is '23.933172201789'
At step '1000', psnr is '24.20410475636459'
At step '1200', psnr is '24.345964341589355'
At step '1400', psnr is '24.60929641565788'
At step '1600', psnr is '24.452621517484346'
At step '1800', psnr is '24.423937270009738'
At step '2000', psnr is '24.793730914889043'
At step '2200', psnr is '24.42950973870807'
At step '2400', psnr is '24.850951095781234'
At step '2600', psnr is '24.491827540568266'
At step '2800', psnr is '24.971675348220987'
At step '3000', psnr is '24.96934201643573'
At step '3200', psnr is '25.04490913539813'
At step '3400', psnr is '24.78098498568822'
At step '3600', psnr is '25.03237914221563'
At step '3800', psnr is '25.13264310557564'
At step '4000', psnr is '25.178342002363912'
At step '4200', psnr is '24.509631073423197'
At step '4400', psnr is '24.976907216419725'
At step '4600', psnr is '25.021690034078464'
At step '4800', psnr is '25.202497584618936'
At step '5000', psnr is '25.451776127069913'
At step '5200', psnr is '25.1958129742832'
At step '5400', psnr is '25.43395661079492'
At step '5600', psnr is '25.16921167252375'
At step '5800', psnr is '25.337613785641476'
At step '6000', psnr is '25.12714245850287'
At step '6200', psnr is '25.369192088914865'
At step '6400', psnr is '25.394864858715692'
At step '6600', psnr is '25.43546242848317'
At step '6800', psnr is '25.224341048310496'
At step '7000', psnr is '25.01836781716809'
At step '7200', psnr is '25.275578374373055'
At step '7400', psnr is '25.500291574166134'
At step '7600', psnr is '25.235526893990205'
At step '7800', psnr is '25.38180661378878'
At step '8000', psnr is '25.570351871572896'
At step '8200', psnr is '25.57615716619601'
At step '8400', psnr is '25.656688088933684'
At step '8600', psnr is '25.42313776030731'
At step '8800', psnr is '25.59495629780752'
At step '9000', psnr is '25.383636004174058'
At step '9200', psnr is '25.59363477110147'
At step '9400', psnr is '25.551517817792757'
At step '9600', psnr is '25.31399069669472'
At step '9800', psnr is '25.486667559576247'
At step '10000', psnr is '25.353430176191445'
At step '10200', psnr is '25.39052744873314'
At step '10400', psnr is '25.54522375487148'
At step '10600', psnr is '25.34598987939848'
At step '10800', psnr is '25.628868262810222'
At step '11000', psnr is '25.0801529823325'
At step '11200', psnr is '25.40620119597402'
At step '11400', psnr is '25.587854066498327'
At step '11600', psnr is '25.487457985991977'
At step '11800', psnr is '25.39418360363787'
At step '12000', psnr is '25.474187067838365'
At step '12200', psnr is '25.707542002512298'
At step '12400', psnr is '25.69239020882081'
At step '12600', psnr is '25.449434477387314'
At step '12800', psnr is '25.57234836410992'
At step '13000', psnr is '25.539360282606328'
At step '13200', psnr is '25.42492398670789'
At step '13400', psnr is '25.63654856334591'
At step '13600', psnr is '25.635212805618668'
At step '13800', psnr is '25.74945062113533'
At step '14000', psnr is '25.567016722060075'
At step '14200', psnr is '25.456659259359075'
At step '14400', psnr is '25.53920161963147'
At step '14600', psnr is '25.633761904456502'
At step '14800', psnr is '25.626129640175222'
At step '15000', psnr is '25.702543008140868'
At step '15200', psnr is '25.663729918681927'
At step '15400', psnr is '25.597574633653824'
At step '15600', psnr is '25.332497111848518'
At step '15800', psnr is '25.55897118360597'
At step '16000', psnr is '25.600146804403337'
At step '16200', psnr is '25.59088413181698'
At step '16400', psnr is '25.873986897691697'
At step '16600', psnr is '25.792498839826237'
At step '16800', psnr is '25.59470848091712'
At step '17000', psnr is '25.667993190662656'
At step '17200', psnr is '25.628178431771083'
At step '17400', psnr is '25.404755803963383'
At step '17600', psnr is '25.5108854519924'
At step '17800', psnr is '25.751176962364028'
At step '18000', psnr is '25.340851292390234'
At step '18200', psnr is '25.23860717707926'
At step '18400', psnr is '25.64935537019876'
At step '18600', psnr is '25.52194829000126'
At step '18800', psnr is '25.731705562616053'
At step '19000', psnr is '25.48629730270467'
At step '19200', psnr is '25.684494077619693'
At step '19400', psnr is '25.751987053740603'
At step '19600', psnr is '25.776176714293033'
At step '19800', psnr is '25.550526463349264'
At step '20000', psnr is '25.65251275518351'
At step '20200', psnr is '25.533619854468444'
At step '20400', psnr is '25.62148447717494'
At step '20600', psnr is '25.64000623231091'
At step '20800', psnr is '25.86741997353648'
At step '21000', psnr is '25.879932214710244'
At step '21200', psnr is '25.4987913933471'
At step '21400', psnr is '25.61550324717615'
At step '21600', psnr is '25.83027092304048'
At step '21800', psnr is '25.810141018315186'
At step '22000', psnr is '25.743425870182243'
At step '22200', psnr is '25.729791723007516'
At step '22400', psnr is '25.491738603105194'
At step '22600', psnr is '25.663176038734026'
At step '22800', psnr is '25.67325610432567'
At step '23000', psnr is '25.58299874674004'
At step '23200', psnr is '25.740788808643305'
At step '23400', psnr is '25.569013547906266'
At step '23600', psnr is '25.765852077323252'
At step '23800', psnr is '25.794041107381904'
At step '24000', psnr is '25.76412848289014'
At step '24200', psnr is '25.80550972499228'
At step '24400', psnr is '25.442458060536698'
At step '24600', psnr is '25.639970568280425'
At step '24800', psnr is '25.6342294441154'
At step '25000', psnr is '25.888327927787024'
At step '25200', psnr is '25.721352999937572'
At step '25400', psnr is '25.722726734804155'
At step '25600', psnr is '25.625164591743083'
At step '25800', psnr is '25.523803704542374'
At step '26000', psnr is '25.697482095693587'
At step '26200', psnr is '25.796213552128606'
At step '26400', psnr is '25.550496358262116'
At step '26600', psnr is '25.52910582671863'
At step '26800', psnr is '25.566216159842376'
At step '27000', psnr is '25.808377673750513'
At step '27200', psnr is '25.700109910426228'
At step '27400', psnr is '25.706712803577766'
At step '27600', psnr is '25.780983746990813'
At step '27800', psnr is '25.77597040361811'
At step '28000', psnr is '25.94088388268453'
At step '28200', psnr is '25.595047167543868'
At step '28400', psnr is '25.220488155044553'
At step '28600', psnr is '25.648256282361544'
At step '28800', psnr is '25.51664087997336'
At step '29000', psnr is '25.70740173654878'
At step '29200', psnr is '25.756318018945517'
At step '29400', psnr is '25.668805098816133'
At step '29600', psnr is '25.95360010277848'
At step '29800', psnr is '25.231130177293622'
At step '30000', psnr is '25.337613077866727'
At step '30200', psnr is '25.940160966866905'
At step '30400', psnr is '25.831786218306092'
At step '30600', psnr is '25.801677973238945'
At step '30800', psnr is '25.961088338139607'
At step '31000', psnr is '25.751681840594152'
At step '31200', psnr is '25.66126775382479'
At step '31400', psnr is '25.71333655512959'
At step '31600', psnr is '25.909370934219528'
At step '31800', psnr is '25.866144390457443'
At step '32000', psnr is '25.95102306567696'
At step '32200', psnr is '25.74662714315117'
At step '32400', psnr is '25.9027527469958'
At step '32600', psnr is '25.702052276933138'
At step '32800', psnr is '25.893769180559467'
At step '33000', psnr is '25.741104130739394'
At step '33200', psnr is '25.74518907698348'
At step '33400', psnr is '25.786731982740974'
At step '33600', psnr is '25.75978660552167'
At step '33800', psnr is '25.67534178949427'
At step '34000', psnr is '25.718297003240043'
At step '34200', psnr is '25.794258892647246'
At step '34400', psnr is '25.74500872056639'
At step '34600', psnr is '25.798271397281347'
At step '34800', psnr is '25.5535763350575'
At step '35000', psnr is '25.86198565836215'
At step '35200', psnr is '25.685162626312696'
At step '35400', psnr is '25.84904638107463'
At step '35600', psnr is '25.90770928784551'
At step '35800', psnr is '25.737215464037348'
At step '36000', psnr is '25.71695517740258'
At step '36200', psnr is '25.69320745939642'
At step '36400', psnr is '25.93233370041727'
At step '36600', psnr is '25.60665092115322'
At step '36800', psnr is '25.733524491764058'
At step '37000', psnr is '25.986700662657558'
At step '37200', psnr is '25.836232866660005'
At step '37400', psnr is '25.492053952358987'
