(3, 512, 512)
Starting vanilla DIP on 13 using ADAM(sigma=0.1,lr=0.01,decay=0,beta=0)
Noisy PSNR is '20.48675099826957'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '20.225981439574507'
At step '400', psnr is '21.399293999084005'
At step '600', psnr is '21.955736562845992'
At step '800', psnr is '22.561597560629213'
At step '1000', psnr is '22.93070212366439'
At step '1200', psnr is '23.322633145757035'
At step '1400', psnr is '23.497075839097448'
At step '1600', psnr is '23.842589150928294'
At step '1800', psnr is '23.923214170400477'
At step '2000', psnr is '24.088809864407217'
At step '2200', psnr is '24.25405171183803'
At step '2400', psnr is '24.443494424652414'
At step '2600', psnr is '24.65414124037464'
At step '2800', psnr is '24.835271344103937'
At step '3000', psnr is '24.947710421271687'
At step '3200', psnr is '25.086701956659102'
At step '3400', psnr is '25.253819829054144'
At step '3600', psnr is '25.300646285310403'
At step '3800', psnr is '25.551579874029212'
At step '4000', psnr is '25.56949656254342'
At step '4200', psnr is '25.798904880797334'
At step '4400', psnr is '25.873509682480446'
At step '4600', psnr is '26.026354550922207'
At step '4800', psnr is '26.139921706481893'
At step '5000', psnr is '26.216924723079963'
At step '5200', psnr is '26.31156035437391'
At step '5400', psnr is '26.385732798123502'
At step '5600', psnr is '26.439188554230604'
At step '5800', psnr is '26.53113364241095'
At step '6000', psnr is '26.725083491201577'
At step '6200', psnr is '26.66216777210623'
At step '6400', psnr is '26.789823039910033'
At step '6600', psnr is '26.866677349988812'
At step '6800', psnr is '26.952750035666888'
At step '7000', psnr is '27.017145112067812'
At step '7200', psnr is '27.084294291394386'
At step '7400', psnr is '27.050834755713797'
At step '7600', psnr is '27.138986177310663'
At step '7800', psnr is '27.14544940305315'
At step '8000', psnr is '27.194280740783803'
At step '8200', psnr is '27.123257043040038'
At step '8400', psnr is '27.312725466755555'
At step '8600', psnr is '27.178384225488095'
At step '8800', psnr is '27.247958295192504'
At step '9000', psnr is '27.31861030498083'
At step '9200', psnr is '27.2603786799213'
At step '9400', psnr is '27.205274593882294'
At step '9600', psnr is '27.158030562948383'
At step '9800', psnr is '27.208770192042326'
