(3, 256, 256)
Starting vanilla DIP on 12 using ADAM(sigma=0.05,lr=0.01,decay=0,beta=0)
Noisy PSNR is '26.539814508026232'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '23.782891742800714'
At step '400', psnr is '24.65180588387961'
At step '600', psnr is '25.376278106762026'
At step '800', psnr is '25.677471552886146'
At step '1000', psnr is '26.19102526714351'
At step '1200', psnr is '26.379115360175625'
At step '1400', psnr is '26.68473334919886'
At step '1600', psnr is '26.837378956364727'
At step '1800', psnr is '27.258743704355002'
At step '2000', psnr is '27.22697448110141'
At step '2200', psnr is '27.780944865693588'
At step '2400', psnr is '27.9274003042079'
At step '2600', psnr is '27.982699212317854'
At step '2800', psnr is '28.27135645472125'
At step '3000', psnr is '28.270674650449873'
At step '3200', psnr is '28.467206337041592'
At step '3400', psnr is '28.51005438704519'
At step '3600', psnr is '28.662283633761025'
At step '3800', psnr is '28.86856791321589'
At step '4000', psnr is '28.926930824608256'
At step '4200', psnr is '29.02724309156888'
At step '4400', psnr is '29.10239869747447'
At step '4600', psnr is '29.109857365154596'
At step '4800', psnr is '29.3448619157933'
At step '5000', psnr is '29.3271637667303'
At step '5200', psnr is '29.543697430485235'
At step '5400', psnr is '29.614349567798754'
At step '5600', psnr is '29.57184726400947'
At step '5800', psnr is '29.716386132749122'
At step '6000', psnr is '29.871020420438093'
At step '6200', psnr is '29.97418011326209'
At step '6400', psnr is '30.117950344001343'
At step '6600', psnr is '30.108241271766136'
At step '6800', psnr is '30.16889948237113'
At step '7000', psnr is '30.177823680165222'
At step '7200', psnr is '30.26242558493422'
At step '7400', psnr is '30.411422672459246'
At step '7600', psnr is '30.369297799574237'
At step '7800', psnr is '30.48757360934037'
At step '8000', psnr is '30.548961288093793'
At step '8200', psnr is '30.67933139194599'
At step '8400', psnr is '30.620862188162036'
At step '8600', psnr is '30.72568574485695'
At step '8800', psnr is '30.731345095253747'
At step '9000', psnr is '30.756154901422693'
At step '9200', psnr is '30.923154494407097'
At step '9400', psnr is '30.8869087810732'
At step '9600', psnr is '30.917515795619153'
At step '9800', psnr is '30.94374063872483'
At step '10000', psnr is '30.95448437448388'
At step '10200', psnr is '30.992910204208478'
At step '10400', psnr is '30.944336309973988'
At step '10600', psnr is '30.92744075100414'
At step '10800', psnr is '31.161531215728807'
At step '11000', psnr is '31.024912143584686'
At step '11200', psnr is '31.03693681714566'
At step '11400', psnr is '31.03366195893023'
At step '11600', psnr is '31.087044694595868'
At step '11800', psnr is '31.047075419748506'
At step '12000', psnr is '30.862927260819735'
At step '12200', psnr is '30.961279560778408'
At step '12400', psnr is '30.972098131314656'
At step '12600', psnr is '30.959823500064534'
At step '12800', psnr is '30.81967241674336'
At step '13000', psnr is '30.884912099554647'
At step '13200', psnr is '30.913325418155345'
At step '13400', psnr is '30.738121495596694'
At step '13600', psnr is '30.83390545218462'
At step '13800', psnr is '30.73315088228172'
At step '14000', psnr is '30.582715400070988'
At step '14200', psnr is '30.677289603710257'
At step '14400', psnr is '30.58194821780084'
At step '14600', psnr is '30.53227097202941'
At step '14800', psnr is '30.43779608706538'
At step '15000', psnr is '30.458626444082974'
At step '15200', psnr is '30.38158846276188'
At step '15400', psnr is '30.3308082660349'
At step '15600', psnr is '30.2196832912005'
At step '15800', psnr is '30.170360731083203'
At step '16000', psnr is '30.189405274051158'
At step '16200', psnr is '30.02798289352637'
At step '16400', psnr is '30.06614309063746'
At step '16600', psnr is '30.10498366130318'
At step '16800', psnr is '29.9598984476774'
At step '17000', psnr is '29.90172164157581'
