(3, 512, 512)
Starting vanilla DIP on 6 using ADAM(sigma=0.05,lr=0.01,decay=0,beta=0)
Noisy PSNR is '26.017750657412364'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '18.414065523836843'
At step '400', psnr is '21.510174367977125'
At step '600', psnr is '23.035820799133635'
At step '800', psnr is '23.584456209656143'
At step '1000', psnr is '24.400501526196827'
At step '1200', psnr is '25.01535999524499'
At step '1400', psnr is '25.316104312005535'
At step '1600', psnr is '25.725772442353406'
At step '1800', psnr is '25.887686954086156'
At step '2000', psnr is '26.313832409167222'
At step '2200', psnr is '26.76911598999528'
At step '2400', psnr is '27.209006292182174'
At step '2600', psnr is '27.167627751255875'
At step '2800', psnr is '27.6408772771226'
At step '3000', psnr is '27.97078970997783'
At step '3200', psnr is '27.898809827565373'
At step '3400', psnr is '28.255442129201214'
At step '3600', psnr is '28.353311819319977'
At step '3800', psnr is '28.614786522203758'
At step '4000', psnr is '28.458797202973027'
At step '4200', psnr is '28.929031412680075'
At step '4400', psnr is '29.079501626442003'
At step '4600', psnr is '29.0454394303106'
At step '4800', psnr is '29.35911773963772'
At step '5000', psnr is '29.68318637717001'
At step '5200', psnr is '29.92095827361823'
At step '5400', psnr is '30.054976818560554'
At step '5600', psnr is '30.116553101122836'
At step '5800', psnr is '30.189315758145785'
At step '6000', psnr is '30.39227071886814'
At step '6200', psnr is '30.52563456232013'
At step '6400', psnr is '30.521138864774493'
At step '6600', psnr is '30.75648436737567'
At step '6800', psnr is '30.908902849577622'
At step '7000', psnr is '30.83786871095527'
At step '7200', psnr is '31.176194149542976'
At step '7400', psnr is '31.247875554339636'
At step '7600', psnr is '31.498556199581564'
At step '7800', psnr is '31.38402861339233'
At step '8000', psnr is '31.62402522999517'
At step '8200', psnr is '31.558844994027066'
At step '8400', psnr is '31.89158408700858'
At step '8600', psnr is '31.79168986124047'
At step '8800', psnr is '31.792367379393305'
At step '9000', psnr is '31.97491367172826'
At step '9200', psnr is '32.03592320184629'
At step '9400', psnr is '32.01656942790445'
At step '9600', psnr is '32.43375504613774'
At step '9800', psnr is '32.0468038051215'
At step '10000', psnr is '32.40667632152151'
At step '10200', psnr is '32.60928703337112'
At step '10400', psnr is '32.52428309788105'
At step '10600', psnr is '32.7629346182651'
At step '10800', psnr is '32.59585838131474'
At step '11000', psnr is '32.77368850972088'
At step '11200', psnr is '32.564038438939214'
At step '11400', psnr is '32.889380257642024'
At step '11600', psnr is '32.86788125177717'
At step '11800', psnr is '32.80824201212917'
At step '12000', psnr is '32.72907570265576'
At step '12200', psnr is '33.03272565638858'
At step '12400', psnr is '32.96085993970562'
At step '12600', psnr is '33.089986659588305'
At step '12800', psnr is '32.99850984581337'
