(3, 512, 512)
Starting vanilla DIP on 11 using ADAM(sigma=0.1,lr=0.01,decay=0,beta=0)
Noisy PSNR is '20.307280535845674'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '18.918670340609992'
At step '400', psnr is '21.07510480255611'
At step '600', psnr is '22.157889068973724'
At step '800', psnr is '22.69045935472309'
At step '1000', psnr is '23.22432313255647'
At step '1200', psnr is '23.53160960993989'
At step '1400', psnr is '23.872664559685322'
At step '1600', psnr is '24.23738684643711'
At step '1800', psnr is '24.534851986689898'
At step '2000', psnr is '24.90757545029151'
At step '2200', psnr is '25.024528920506768'
At step '2400', psnr is '25.195131245505443'
At step '2600', psnr is '25.30587359037665'
At step '2800', psnr is '25.630627288519534'
At step '3000', psnr is '25.839199746194282'
At step '3200', psnr is '25.94746449745907'
At step '3400', psnr is '26.151191510723002'
At step '3600', psnr is '26.181677423627473'
At step '3800', psnr is '26.424201140215033'
At step '4000', psnr is '26.53102719175322'
At step '4200', psnr is '26.725735248576036'
At step '4400', psnr is '26.817668398417172'
At step '4600', psnr is '26.777995000413867'
At step '4800', psnr is '27.006792889606174'
At step '5000', psnr is '27.047440634212762'
At step '5200', psnr is '27.20611707520031'
At step '5400', psnr is '27.261122396643223'
At step '5600', psnr is '27.456251974250417'
At step '5800', psnr is '27.480370870806617'
At step '6000', psnr is '27.526662477605292'
At step '6200', psnr is '27.64963410302123'
At step '6400', psnr is '27.69380397012222'
At step '6600', psnr is '27.771784212611493'
At step '6800', psnr is '27.666699223128624'
At step '7000', psnr is '27.77483107389669'
At step '7200', psnr is '27.83901301313497'
At step '7400', psnr is '27.810576133058575'
At step '7600', psnr is '27.826460283337457'
At step '7800', psnr is '27.811108762513275'
At step '8000', psnr is '27.700835723376038'
At step '8200', psnr is '27.78166620044829'
At step '8400', psnr is '27.844926384426138'
At step '8600', psnr is '27.73599487824194'
At step '8800', psnr is '27.71849946164691'
At step '9000', psnr is '27.584407329345023'
At step '9200', psnr is '27.572375838014604'
At step '9400', psnr is '27.465887527344307'
At step '9600', psnr is '27.447601138348865'
At step '9800', psnr is '27.419577406999508'
At step '10000', psnr is '27.334829921322978'
At step '10200', psnr is '27.236374885878764'
At step '10400', psnr is '27.04070330928591'
At step '10600', psnr is '27.146818164792'
At step '10800', psnr is '26.941944889429152'
At step '11000', psnr is '26.970629632486943'
At step '11200', psnr is '26.83352225130376'
At step '11400', psnr is '26.73901717890771'
At step '11600', psnr is '26.802241658496424'
At step '11800', psnr is '26.661350629685913'
At step '12000', psnr is '26.540982053636434'
At step '12200', psnr is '26.644919031165458'
At step '12400', psnr is '26.48804940640401'
At step '12600', psnr is '26.446586592627618'
At step '12800', psnr is '26.267969896010168'
At step '13000', psnr is '26.19545661303934'
At step '13200', psnr is '26.09312435037664'
At step '13400', psnr is '26.139091147314883'
At step '13600', psnr is '26.096168472768262'
At step '13800', psnr is '25.920302623686247'
At step '14000', psnr is '25.91025948255703'
At step '14200', psnr is '25.796635949276343'
At step '14400', psnr is '25.819993200857645'
At step '14600', psnr is '25.84208995084053'
At step '14800', psnr is '25.68562565171179'
At step '15000', psnr is '25.694234035753585'
At step '15200', psnr is '25.63444534125198'
At step '15400', psnr is '25.55778506423817'
At step '15600', psnr is '25.492659718063937'
At step '15800', psnr is '25.523625567209642'
At step '16000', psnr is '25.451922105072843'
At step '16200', psnr is '25.423189442122954'
At step '16400', psnr is '25.462384707709347'
At step '16600', psnr is '25.277117628492178'
At step '16800', psnr is '25.291141833159216'
At step '17000', psnr is '25.332216402355062'
At step '17200', psnr is '25.30247144112057'
At step '17400', psnr is '25.216267972727785'
At step '17600', psnr is '25.184653382539732'
At step '17800', psnr is '25.260202901449755'
At step '18000', psnr is '24.997154468810187'
At step '18200', psnr is '25.1196500005279'
At step '18400', psnr is '25.182100050408316'
At step '18600', psnr is '25.077172791031252'
At step '18800', psnr is '25.04208032973303'
At step '19000', psnr is '25.042431630374896'
