(3, 512, 512)
Starting vanilla DIP on 13 using ADAM(sigma=0.05,lr=0.01,decay=0,beta=0)
Noisy PSNR is '26.357675108830104'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '19.999557631331793'
At step '400', psnr is '21.20051439672595'
At step '600', psnr is '21.828687293237277'
At step '800', psnr is '22.38725837503784'
At step '1000', psnr is '22.83260990829893'
At step '1200', psnr is '23.16337053836493'
At step '1400', psnr is '23.405651479990674'
At step '1600', psnr is '23.69527899852642'
At step '1800', psnr is '23.936371035589072'
At step '2000', psnr is '24.125308017147255'
At step '2200', psnr is '24.31475586320179'
At step '2400', psnr is '24.494717291020343'
At step '2600', psnr is '24.70718757033643'
At step '2800', psnr is '24.80189747888933'
At step '3000', psnr is '24.969131315216252'
At step '3200', psnr is '25.166774951371753'
At step '3400', psnr is '25.258238636778426'
At step '3600', psnr is '25.48828006310588'
At step '3800', psnr is '25.637840833894877'
At step '4000', psnr is '25.75264703932499'
At step '4200', psnr is '25.851789754110214'
At step '4400', psnr is '26.095532647198038'
At step '4600', psnr is '26.20181460021115'
At step '4800', psnr is '26.320956071510263'
At step '5000', psnr is '26.47571653472594'
At step '5200', psnr is '26.484352931934634'
At step '5400', psnr is '26.733028277450185'
At step '5600', psnr is '26.89545731884482'
At step '5800', psnr is '27.0001836578591'
At step '6000', psnr is '27.143170401127'
At step '6200', psnr is '27.22724147740709'
At step '6400', psnr is '27.44485422554412'
At step '6600', psnr is '27.41088253631262'
At step '6800', psnr is '27.612412221652562'
At step '7000', psnr is '27.71647104656427'
At step '7200', psnr is '27.84181950716921'
At step '7400', psnr is '27.937340104298357'
At step '7600', psnr is '28.057087103817754'
At step '7800', psnr is '28.20128426951434'
At step '8000', psnr is '28.29421357153005'
At step '8200', psnr is '28.461881795948827'
At step '8400', psnr is '28.56038245242338'
At step '8600', psnr is '28.606942056049085'
At step '8800', psnr is '28.673635335060897'
At step '9000', psnr is '28.861123422493172'
At step '9200', psnr is '28.887305010575403'
At step '9400', psnr is '29.065201720996356'
At step '9600', psnr is '29.115996789237993'
At step '9800', psnr is '29.237266302447736'
At step '10000', psnr is '29.287917069167314'
At step '10200', psnr is '29.29554377569972'
At step '10400', psnr is '29.423595880248058'
At step '10600', psnr is '29.38621857531967'
At step '10800', psnr is '29.57751056849897'
At step '11000', psnr is '29.673111518341475'
At step '11200', psnr is '29.63954445216482'
At step '11400', psnr is '29.683978427171663'
At step '11600', psnr is '29.86344578289539'
