(3, 512, 512)
Starting vanilla DIP on 11 using ADAM(sigma=0.05,lr=0.01,decay=0,beta=0)
Noisy PSNR is '26.243915814963287'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '17.81974604447679'
At step '400', psnr is '20.684994196088944'
At step '600', psnr is '21.714313220610713'
At step '800', psnr is '22.365252914156486'
At step '1000', psnr is '22.90353512702332'
At step '1200', psnr is '23.312181626762115'
At step '1400', psnr is '23.737121703503156'
At step '1600', psnr is '24.041696339174212'
At step '1800', psnr is '24.283718799595913'
At step '2000', psnr is '24.53216327742861'
At step '2200', psnr is '24.76530414820794'
At step '2400', psnr is '25.02778508602676'
At step '2600', psnr is '25.238110295974423'
At step '2800', psnr is '25.400363593204997'
At step '3000', psnr is '25.70089232932627'
At step '3200', psnr is '25.793691756178305'
At step '3400', psnr is '25.991826213517673'
At step '3600', psnr is '26.188563025012073'
At step '3800', psnr is '26.428226582729746'
At step '4000', psnr is '26.608331005158156'
At step '4200', psnr is '26.75154720795824'
At step '4400', psnr is '26.884387458667767'
At step '4600', psnr is '27.014671568593624'
At step '4800', psnr is '27.086917946045507'
At step '5000', psnr is '27.40215861600939'
At step '5200', psnr is '27.53940090348481'
At step '5400', psnr is '27.611532634225405'
At step '5600', psnr is '27.844287411447226'
At step '5800', psnr is '27.917523265674163'
At step '6000', psnr is '28.02059247677453'
At step '6200', psnr is '28.23512505384596'
At step '6400', psnr is '28.317412632446562'
At step '6600', psnr is '28.475397593225637'
At step '6800', psnr is '28.541602952432683'
At step '7000', psnr is '28.79048333421455'
At step '7200', psnr is '28.832938730766223'
At step '7400', psnr is '28.968151235136293'
At step '7600', psnr is '29.010344670425702'
At step '7800', psnr is '29.221853295221308'
At step '8000', psnr is '29.285279166587884'
At step '8200', psnr is '29.476023521574174'
At step '8400', psnr is '29.480555059608097'
At step '8600', psnr is '29.539438310638108'
At step '8800', psnr is '29.753491547932263'
At step '9000', psnr is '29.856562255913204'
At step '9200', psnr is '29.878473090770147'
At step '9400', psnr is '30.011546519353157'
At step '9600', psnr is '30.128542444055736'
At step '9800', psnr is '30.18508869510886'
At step '10000', psnr is '30.368487050534227'
At step '10200', psnr is '30.314362289524247'
At step '10400', psnr is '30.5360262530839'
At step '10600', psnr is '30.512342026078286'
At step '10800', psnr is '30.68590597256442'
At step '11000', psnr is '30.77159954977266'
At step '11200', psnr is '30.802259585006716'
At step '11400', psnr is '30.867730455010516'
At step '11600', psnr is '30.899018876876948'
At step '11800', psnr is '31.014761861519574'
At step '12000', psnr is '31.037964027712434'
