(3, 512, 512)
Starting vanilla DIP on 10 using ADAM(sigma=0.05,lr=0.01,decay=0,beta=0)
Noisy PSNR is '26.07689191650241'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '19.172996455452832'
At step '400', psnr is '20.255521519001483'
At step '600', psnr is '20.88816429918465'
At step '800', psnr is '21.31925040769645'
At step '1000', psnr is '21.614611760312652'
At step '1200', psnr is '21.83347414577213'
At step '1400', psnr is '22.090766486801122'
At step '1600', psnr is '22.32115711528603'
At step '1800', psnr is '22.497428697853845'
At step '2000', psnr is '22.704626463694233'
At step '2200', psnr is '22.860314953732942'
At step '2400', psnr is '23.03238669837157'
At step '2600', psnr is '23.160151464693257'
At step '2800', psnr is '23.29258717155861'
At step '3000', psnr is '23.479224865678987'
At step '3200', psnr is '23.595823636402077'
At step '3400', psnr is '23.726504878343803'
At step '3600', psnr is '23.81294927035857'
At step '3800', psnr is '23.91886132331384'
At step '4000', psnr is '24.102575374079734'
At step '4200', psnr is '24.20025912007285'
At step '4400', psnr is '24.37875095214431'
At step '4600', psnr is '24.49121592099384'
At step '4800', psnr is '24.641616872448328'
At step '5000', psnr is '24.790381888337045'
At step '5200', psnr is '24.894407911624057'
At step '5400', psnr is '25.08243627260516'
At step '5600', psnr is '25.199423753706668'
At step '5800', psnr is '25.283392044309476'
At step '6000', psnr is '25.446210309435315'
At step '6200', psnr is '25.530877320193575'
At step '6400', psnr is '25.668684063526296'
At step '6600', psnr is '25.786675140621085'
At step '6800', psnr is '25.943047743662873'
At step '7000', psnr is '26.023568203614623'
At step '7200', psnr is '26.154160249760384'
At step '7400', psnr is '26.245053302882063'
At step '7600', psnr is '26.401355571020005'
At step '7800', psnr is '26.513367079258195'
At step '8000', psnr is '26.66224560321311'
At step '8200', psnr is '26.72461257411587'
At step '8400', psnr is '26.85993379724643'
At step '8600', psnr is '26.996817228786078'
At step '8800', psnr is '27.076960502977222'
At step '9000', psnr is '27.2343496112533'
At step '9200', psnr is '27.288266500014103'
At step '9400', psnr is '27.36500694522045'
At step '9600', psnr is '27.48892564649873'
At step '9800', psnr is '27.592388989362632'
At step '10000', psnr is '27.6740745585791'
At step '10200', psnr is '27.69266075760907'
At step '10400', psnr is '27.8914052763075'
At step '10600', psnr is '27.76697559462385'
At step '10800', psnr is '27.928453571234254'
At step '11000', psnr is '28.064275726511653'
At step '11200', psnr is '28.214944816539365'
At step '11400', psnr is '28.275135142054143'
At step '11600', psnr is '28.342815985891917'
At step '11800', psnr is '28.398479455158775'
At step '12000', psnr is '28.44215512512129'
At step '12200', psnr is '28.508636453722815'
At step '12400', psnr is '28.52943022037629'
At step '12600', psnr is '28.620255622775247'
At step '12800', psnr is '28.691643330652727'
At step '13000', psnr is '28.776120787730555'
At step '13200', psnr is '28.75202614779895'
At step '13400', psnr is '28.85485166790246'
At step '13600', psnr is '28.87439794668659'
At step '13800', psnr is '28.95252852485728'
At step '14000', psnr is '28.951354457450197'
At step '14200', psnr is '29.034582593574726'
At step '14400', psnr is '29.077691271974224'
At step '14600', psnr is '29.1052413078696'
At step '14800', psnr is '29.183921431463578'
At step '15000', psnr is '29.198530023780705'
At step '15200', psnr is '29.209219271158315'
At step '15400', psnr is '29.245504772932183'
At step '15600', psnr is '29.25855311010956'
At step '15800', psnr is '29.335749998828945'
At step '16000', psnr is '29.33351522505982'
At step '16200', psnr is '29.357600393066726'
At step '16400', psnr is '29.395313945208947'
At step '16600', psnr is '29.424397323338116'
At step '16800', psnr is '29.43594432069013'
At step '17000', psnr is '29.45577755632382'
At step '17200', psnr is '29.5312824938418'
At step '17400', psnr is '29.581056068403228'
At step '17600', psnr is '29.533855739219117'
At step '17800', psnr is '29.561371710578825'
At step '18000', psnr is '29.54064574402702'
At step '18200', psnr is '29.6138989940979'
At step '18400', psnr is '29.587750200476513'
At step '18600', psnr is '29.672926295969848'
At step '18800', psnr is '29.64956870285019'
