(3, 512, 512)
Starting vanilla DIP on 8 using ADAM(sigma=0.05,lr=0.01,decay=0,beta=0)
Noisy PSNR is '27.429699133272493'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '16.695378638916537'
At step '400', psnr is '19.282422481432285'
At step '600', psnr is '20.342212541349273'
At step '800', psnr is '21.07234691451235'
At step '1000', psnr is '21.64713080169473'
At step '1200', psnr is '22.093168796041255'
At step '1400', psnr is '22.428283770572314'
At step '1600', psnr is '22.873271605705522'
At step '1800', psnr is '23.07664767114485'
At step '2000', psnr is '23.294027333105795'
At step '2200', psnr is '23.817878633909928'
At step '2400', psnr is '24.011439927882385'
At step '2600', psnr is '24.58236029774172'
At step '2800', psnr is '24.79768298450732'
At step '3000', psnr is '24.931427134323503'
At step '3200', psnr is '25.31265840436943'
At step '3400', psnr is '25.404585941830916'
At step '3600', psnr is '25.566728579164316'
At step '3800', psnr is '25.9751055023187'
At step '4000', psnr is '26.179658888376768'
At step '4200', psnr is '26.328896415067877'
At step '4400', psnr is '26.569739341228495'
At step '4600', psnr is '26.82626022057758'
At step '4800', psnr is '27.022494775762986'
At step '5000', psnr is '27.17175188992386'
At step '5200', psnr is '27.317733450185294'
At step '5400', psnr is '27.568947435974735'
At step '5600', psnr is '27.581452602966188'
At step '5800', psnr is '27.80061176612612'
At step '6000', psnr is '27.864158280222323'
At step '6200', psnr is '28.07536437541892'
At step '6400', psnr is '28.35522791644436'
At step '6600', psnr is '28.36124440146604'
At step '6800', psnr is '28.628705585462086'
At step '7000', psnr is '28.851144027572538'
At step '7200', psnr is '28.955858629035394'
At step '7400', psnr is '29.069396689013153'
At step '7600', psnr is '29.396893371148725'
At step '7800', psnr is '29.161854945471713'
At step '8000', psnr is '29.27140136330975'
At step '8200', psnr is '29.273816546249705'
At step '8400', psnr is '29.576097030568196'
At step '8600', psnr is '29.750182913932196'
At step '8800', psnr is '29.828134553023524'
At step '9000', psnr is '29.96149222504262'
At step '9200', psnr is '29.81706664785871'
At step '9400', psnr is '30.220020742637907'
At step '9600', psnr is '30.256261625413778'
At step '9800', psnr is '30.293655338705037'
At step '10000', psnr is '30.474679990166273'
At step '10200', psnr is '30.45647322483871'
At step '10400', psnr is '30.647606314464145'
At step '10600', psnr is '30.76726973813456'
At step '10800', psnr is '30.869385405626275'
At step '11000', psnr is '31.056987194971676'
At step '11200', psnr is '30.902055885036326'
At step '11400', psnr is '30.913766550057314'
At step '11600', psnr is '31.17721870177869'
At step '11800', psnr is '31.383433790618177'
At step '12000', psnr is '31.190429908546022'
At step '12200', psnr is '31.353863373907387'
At step '12400', psnr is '31.409568659672722'
At step '12600', psnr is '31.23955169473045'
At step '12800', psnr is '31.411471207168372'
At step '13000', psnr is '31.550790747831215'
At step '13200', psnr is '31.358365872837272'
At step '13400', psnr is '31.68892033040833'
At step '13600', psnr is '31.52399940489472'
At step '13800', psnr is '31.79586014572652'
At step '14000', psnr is '31.737596818458247'
At step '14200', psnr is '31.737181586570497'
At step '14400', psnr is '31.561311661884265'
At step '14600', psnr is '31.730333915086398'
At step '14800', psnr is '31.995075862675048'
At step '15000', psnr is '31.958920655105345'
At step '15200', psnr is '31.943823510618902'
At step '15400', psnr is '31.876128084038314'
At step '15600', psnr is '31.940972098773386'
At step '15800', psnr is '32.04151582483475'
At step '16000', psnr is '31.98783156872489'
At step '16200', psnr is '32.029040444636934'
At step '16400', psnr is '31.849895287278787'
At step '16600', psnr is '32.127358990345314'
At step '16800', psnr is '32.08782115050906'
At step '17000', psnr is '32.1409691973352'
At step '17200', psnr is '32.350721013443604'
At step '17400', psnr is '32.154004876083164'
At step '17600', psnr is '32.21395413514065'
At step '17800', psnr is '32.255789431148905'
At step '18000', psnr is '32.35217892576309'
At step '18200', psnr is '32.299182669616684'
At step '18400', psnr is '32.10577493337819'
At step '18600', psnr is '32.272076604256824'
At step '18800', psnr is '32.14310569320674'
At step '19000', psnr is '32.287256366619864'
At step '19200', psnr is '32.262716627155285'
At step '19400', psnr is '32.209161256622146'
At step '19600', psnr is '32.3634233647411'
At step '19800', psnr is '32.31775616779875'
At step '20000', psnr is '32.22089117048724'
At step '20200', psnr is '32.32140362425866'
At step '20400', psnr is '32.259303108925316'
At step '20600', psnr is '32.3181626786038'
At step '20800', psnr is '32.21966672772358'
At step '21000', psnr is '32.26854064725947'
At step '21200', psnr is '32.351641057273625'
At step '21400', psnr is '32.5055555025576'
At step '21600', psnr is '32.34225343140869'
At step '21800', psnr is '32.24481226798257'
At step '22000', psnr is '32.391367422162986'
At step '22200', psnr is '32.50806694994918'
At step '22400', psnr is '32.22661585594101'
At step '22600', psnr is '32.341836423757556'
At step '22800', psnr is '32.4007960231699'
At step '23000', psnr is '32.33256942662638'
At step '23200', psnr is '32.266024209819115'
At step '23400', psnr is '32.5119657663443'
At step '23600', psnr is '32.34344745645737'
At step '23800', psnr is '32.42491385818839'
At step '24000', psnr is '32.48385815964083'
At step '24200', psnr is '32.37607821967404'
At step '24400', psnr is '32.347302747194135'
At step '24600', psnr is '32.28800294241287'
At step '24800', psnr is '32.30720968089257'
At step '25000', psnr is '32.24629102254445'
At step '25200', psnr is '32.234148613170134'
At step '25400', psnr is '32.41248132444541'
At step '25600', psnr is '32.35283679733448'
At step '25800', psnr is '32.543350144257055'
At step '26000', psnr is '32.15928207480937'
At step '26200', psnr is '32.26008105119858'
At step '26400', psnr is '32.434381112940315'
At step '26600', psnr is '32.213979808990146'
At step '26800', psnr is '32.317743235948'
At step '27000', psnr is '32.338814098587235'
At step '27200', psnr is '32.434767690056916'
At step '27400', psnr is '32.29415509026226'
At step '27600', psnr is '32.33065198913523'
At step '27800', psnr is '32.43446258795863'
At step '28000', psnr is '32.3762293863063'
At step '28200', psnr is '32.298282682782926'
At step '28400', psnr is '31.946617827950288'
At step '28600', psnr is '32.20804435147501'
At step '28800', psnr is '32.327034774807856'
At step '29000', psnr is '32.275532197847404'
At step '29200', psnr is '32.22572023004583'
At step '29400', psnr is '32.41255798389071'
At step '29600', psnr is '32.16498599766413'
At step '29800', psnr is '32.50704832848748'
At step '30000', psnr is '32.29114004866205'
At step '30200', psnr is '32.23411732288827'
At step '30400', psnr is '32.4430805548402'
At step '30600', psnr is '32.38062075722229'
At step '30800', psnr is '32.33718443260159'
At step '31000', psnr is '32.340957891075064'
At step '31200', psnr is '32.313878769254'
At step '31400', psnr is '32.24143947176204'
At step '31600', psnr is '32.344713377426935'
At step '31800', psnr is '32.28344415347224'
At step '32000', psnr is '32.287319289787334'
At step '32200', psnr is '32.39396721880974'
At step '32400', psnr is '32.31262008089664'
At step '32600', psnr is '32.193171986178235'
At step '32800', psnr is '32.26711906012591'
At step '33000', psnr is '32.22909477339118'
At step '33200', psnr is '32.30085524345672'
At step '33400', psnr is '32.15433407211637'
At step '33600', psnr is '32.23268159517252'
At step '33800', psnr is '32.16137146530969'
At step '34000', psnr is '32.2694899094929'
At step '34200', psnr is '32.196183884538165'
At step '34400', psnr is '32.20539679039187'
At step '34600', psnr is '32.283275654727085'
At step '34800', psnr is '32.06632034507128'
At step '35000', psnr is '32.30061736897557'
At step '35200', psnr is '32.109993095686555'
At step '35400', psnr is '32.158433053518664'
At step '35600', psnr is '32.19264633323525'
At step '35800', psnr is '32.194700301265854'
At step '36000', psnr is '32.31709496851456'
At step '36200', psnr is '32.13421268769269'
At step '36400', psnr is '32.15269788610995'
At step '36600', psnr is '32.206876469259036'
At step '36800', psnr is '32.194107428795334'
At step '37000', psnr is '32.101726969506586'
At step '37200', psnr is '32.05909847863425'
At step '37400', psnr is '32.1202602952645'
At step '37600', psnr is '32.0118065994692'
At step '37800', psnr is '32.04927454487935'
At step '38000', psnr is '32.03549985444908'
At step '38200', psnr is '32.0295373847538'
At step '38400', psnr is '32.16029380294002'
At step '38600', psnr is '32.11966225943737'
At step '38800', psnr is '32.145681151446354'
At step '39000', psnr is '32.04748059698403'
At step '39200', psnr is '32.18614355371032'
At step '39400', psnr is '32.09318222232599'
At step '39600', psnr is '32.109025472430595'
At step '39800', psnr is '31.947901450594273'
Experiment done
