(3, 512, 512)
(3, 512, 512)
Starting vanilla DIP on 9 using ADAM(p=0.5,lr=0.001,decay=0,beta=0)
Noisy PSNR is '9.103012020510423'
Starting optimization with optimizer 'ADAM'
At step '200', psnr is '22.37223904079157'
At step '400', psnr is '24.110566458326005'
At step '600', psnr is '24.998781286992276'
At step '800', psnr is '25.381581936624826'
At step '1000', psnr is '25.492461295861702'
At step '1200', psnr is '25.44453061049332'
At step '1400', psnr is '25.45322664503859'
At step '1600', psnr is '25.324024029236774'
At step '1800', psnr is '25.1827486646661'
At step '2000', psnr is '25.151823937475534'
At step '2200', psnr is '25.13490969107901'
At step '2400', psnr is '25.09367176164197'
At step '2600', psnr is '24.994421252492543'
At step '2800', psnr is '24.89393357668866'
At step '3000', psnr is '24.89570292252742'
At step '3200', psnr is '24.77000466557786'
At step '3400', psnr is '24.81525009612227'
At step '3600', psnr is '24.78587355230522'
At step '3800', psnr is '24.736366813262'
At step '4000', psnr is '24.560459883712973'
At step '4200', psnr is '24.585455195976675'
At step '4400', psnr is '24.62673732146161'
At step '4600', psnr is '24.659592337639733'
At step '4800', psnr is '24.54478320876862'
At step '5000', psnr is '24.738056546019887'
At step '5200', psnr is '24.664340769768643'
At step '5400', psnr is '24.621181925837192'
At step '5600', psnr is '24.653562524081927'
At step '5800', psnr is '24.588024427724356'
At step '6000', psnr is '24.649764988392533'
At step '6200', psnr is '24.611760026294366'
At step '6400', psnr is '24.64035452823008'
At step '6600', psnr is '24.699574683395852'
At step '6800', psnr is '24.592156934638187'
At step '7000', psnr is '24.552980544175988'
At step '7200', psnr is '24.597892452069008'
At step '7400', psnr is '24.760465882624292'
At step '7600', psnr is '24.63746970666171'
At step '7800', psnr is '24.640956215576573'
At step '8000', psnr is '24.641954305505326'
At step '8200', psnr is '24.705394469144153'
At step '8400', psnr is '24.649446415531653'
At step '8600', psnr is '24.693568997298406'
At step '8800', psnr is '24.74725052401922'
At step '9000', psnr is '24.752442255945457'
At step '9200', psnr is '24.64628378293358'
At step '9400', psnr is '24.649105745412655'
At step '9600', psnr is '24.654893686862714'
At step '9800', psnr is '24.737837993510333'
At step '10000', psnr is '24.567163362891247'
At step '10200', psnr is '24.683086049100446'
At step '10400', psnr is '24.64779493088036'
At step '10600', psnr is '24.655564147365688'
At step '10800', psnr is '24.668897955889683'
At step '11000', psnr is '24.63186855291522'
At step '11200', psnr is '24.73369089230467'
At step '11400', psnr is '24.662069145595694'
At step '11600', psnr is '24.87069046152902'
At step '11800', psnr is '24.695446950319145'
At step '12000', psnr is '24.702718447476336'
At step '12200', psnr is '24.631622672199143'
At step '12400', psnr is '24.685762787280545'
At step '12600', psnr is '24.694658534372053'
At step '12800', psnr is '24.707199526828944'
At step '13000', psnr is '24.75825715101978'
At step '13200', psnr is '24.675330391737123'
At step '13400', psnr is '24.714723396477805'
At step '13600', psnr is '24.690579538853086'
At step '13800', psnr is '24.693840461958366'
At step '14000', psnr is '24.58926583238727'
At step '14200', psnr is '24.759161261044934'
At step '14400', psnr is '24.6659867158842'
At step '14600', psnr is '24.725836913048308'
At step '14800', psnr is '24.778446108244736'
At step '15000', psnr is '24.709080394006993'
At step '15200', psnr is '24.73669212751462'
At step '15400', psnr is '24.716726153425004'
At step '15600', psnr is '24.736375540153283'
At step '15800', psnr is '24.699306142149208'
At step '16000', psnr is '24.664286606245163'
At step '16200', psnr is '24.73285521174112'
At step '16400', psnr is '24.776955034719627'
At step '16600', psnr is '24.731874792675427'
At step '16800', psnr is '24.761964623696997'
At step '17000', psnr is '24.73503601713204'
At step '17200', psnr is '24.79088953673285'
At step '17400', psnr is '24.73098716467411'
At step '17600', psnr is '24.698647092964276'
At step '17800', psnr is '24.7626575728242'
At step '18000', psnr is '24.736064091267632'
At step '18200', psnr is '24.748245887230663'
At step '18400', psnr is '24.740417072029285'
At step '18600', psnr is '24.736280147155576'
At step '18800', psnr is '24.760557874446476'
At step '19000', psnr is '24.74336840463505'
At step '19200', psnr is '24.796248143998525'
At step '19400', psnr is '24.776485762361457'
At step '19600', psnr is '24.741046943130613'
At step '19800', psnr is '24.778785225752017'
At step '20000', psnr is '24.785781631429707'
At step '20200', psnr is '24.74601139085889'
At step '20400', psnr is '24.794108359947206'
At step '20600', psnr is '24.764206739688692'
At step '20800', psnr is '24.723557205658274'
At step '21000', psnr is '24.832754096569225'
At step '21200', psnr is '24.73162979763756'
At step '21400', psnr is '24.7901594680597'
At step '21600', psnr is '24.79121195169825'
At step '21800', psnr is '24.777380309131594'
At step '22000', psnr is '24.80032381721902'
At step '22200', psnr is '24.76149000675182'
At step '22400', psnr is '24.779531620636597'
