(3, 512, 512)
(3, 512, 512)
Starting vanilla DIP on 4 using ADAM(p=0.5,lr=0.001,decay=0,beta=0)
Noisy PSNR is '8.728698435725107'
Starting optimization with optimizer 'ADAM'
At step '200', psnr is '23.68181220920583'
At step '400', psnr is '27.20685261982224'
At step '600', psnr is '29.067606041232974'
At step '800', psnr is '29.304675456359565'
At step '1000', psnr is '30.332165115242184'
At step '1200', psnr is '30.31312564269195'
At step '1400', psnr is '31.134486177447037'
At step '1600', psnr is '30.99160453844593'
At step '1800', psnr is '31.443706521692263'
At step '2000', psnr is '31.602141231972233'
At step '2200', psnr is '31.658655553599516'
At step '2400', psnr is '31.70483510214258'
At step '2600', psnr is '31.73419052569635'
At step '2800', psnr is '31.61407651641069'
At step '3000', psnr is '31.940581618508705'
At step '3200', psnr is '31.896166736548928'
At step '3400', psnr is '32.11936533147165'
At step '3600', psnr is '32.181424279239884'
At step '3800', psnr is '32.18814507783261'
At step '4000', psnr is '32.152579201516566'
At step '4200', psnr is '32.0158310866063'
At step '4400', psnr is '32.08068183713369'
At step '4600', psnr is '31.91801367515918'
At step '4800', psnr is '32.03393770420962'
At step '5000', psnr is '31.80345641100047'
At step '5200', psnr is '32.23955464362938'
At step '5400', psnr is '32.18678636696295'
At step '5600', psnr is '31.792306268571544'
At step '5800', psnr is '32.23514832947919'
At step '6000', psnr is '32.11852284197329'
At step '6200', psnr is '32.25283019991634'
At step '6400', psnr is '31.43658978223288'
At step '6600', psnr is '31.997526149546374'
At step '6800', psnr is '32.250108943673794'
At step '7000', psnr is '32.14069605334044'
At step '7200', psnr is '32.22134731624861'
At step '7400', psnr is '31.923463888365173'
At step '7600', psnr is '32.18085075900194'
At step '7800', psnr is '32.19622202853052'
At step '8000', psnr is '32.17569039626892'
At step '8200', psnr is '32.16960327844895'
At step '8400', psnr is '32.325878074975584'
At step '8600', psnr is '31.971035953114306'
At step '8800', psnr is '31.99449361746324'
At step '9000', psnr is '31.963535219738315'
At step '9200', psnr is '32.13498507236635'
At step '9400', psnr is '32.097612296476974'
At step '9600', psnr is '31.78117325101544'
At step '9800', psnr is '32.02423209882531'
At step '10000', psnr is '32.00697274225416'
At step '10200', psnr is '31.846543281026833'
At step '10400', psnr is '32.141712981014045'
At step '10600', psnr is '31.85604154581231'
At step '10800', psnr is '32.0307017057756'
At step '11000', psnr is '31.80066963454376'
At step '11200', psnr is '31.978029821888313'
At step '11400', psnr is '31.86953771346479'
At step '11600', psnr is '31.89409121885561'
At step '11800', psnr is '32.05083938493553'
At step '12000', psnr is '31.998149249646396'
At step '12200', psnr is '31.975922390173174'
At step '12400', psnr is '31.759830566497573'
At step '12600', psnr is '31.95039853612692'
At step '12800', psnr is '32.00113223799101'
At step '13000', psnr is '31.987951428887712'
At step '13200', psnr is '31.983630562856646'
At step '13400', psnr is '31.950725330522943'
At step '13600', psnr is '31.92271562316014'
At step '13800', psnr is '31.819089727331132'
At step '14000', psnr is '31.898554789209573'
At step '14200', psnr is '31.73065924789259'
At step '14400', psnr is '31.937673092181605'
At step '14600', psnr is '31.93407272681355'
At step '14800', psnr is '31.882356839891774'
At step '15000', psnr is '31.755595492573786'
At step '15200', psnr is '31.774900670296667'
At step '15400', psnr is '31.570981480450172'
At step '15600', psnr is '31.699845980695756'
At step '15800', psnr is '31.795192019538394'
At step '16000', psnr is '31.905760160064457'
At step '16200', psnr is '31.80741647864478'
At step '16400', psnr is '31.585311290419344'
At step '16600', psnr is '31.74274015892584'
At step '16800', psnr is '31.838282646836355'
At step '17000', psnr is '31.78304036665302'
At step '17200', psnr is '31.81070925906741'
At step '17400', psnr is '31.801061512624674'
At step '17600', psnr is '31.78194095751785'
At step '17800', psnr is '31.57498644776851'
At step '18000', psnr is '31.74815915847134'
At step '18200', psnr is '31.735891264562092'
At step '18400', psnr is '31.770652402417873'
At step '18600', psnr is '31.627272630811298'
At step '18800', psnr is '31.77575401886866'
At step '19000', psnr is '31.655674027411177'
At step '19200', psnr is '31.739361902697148'
At step '19400', psnr is '31.6666450058193'
At step '19600', psnr is '31.65964787496648'
At step '19800', psnr is '31.75508651596049'
