(3, 512, 512)
(3, 512, 512)
Starting vanilla DIP on 9 using ADAM(p=0.8,lr=0.001,decay=0,beta=0)
Noisy PSNR is '7.061237096660001'
Starting optimization with optimizer 'ADAM'
At step '200', psnr is '22.001766356994207'
At step '400', psnr is '22.59843088864946'
At step '600', psnr is '22.04156671094173'
At step '800', psnr is '21.580563528372025'
At step '1000', psnr is '21.396218677918796'
At step '1200', psnr is '21.27203813772873'
At step '1400', psnr is '21.17451057716377'
At step '1600', psnr is '21.112253724420633'
At step '1800', psnr is '21.075444415784467'
At step '2000', psnr is '21.13562150178494'
At step '2200', psnr is '21.089569763475918'
At step '2400', psnr is '21.222116112548154'
At step '2600', psnr is '21.145968188523895'
At step '2800', psnr is '21.163770282343243'
At step '3000', psnr is '21.165936637867095'
At step '3200', psnr is '21.165224360985615'
At step '3400', psnr is '21.23873175188621'
At step '3600', psnr is '21.245873516628436'
At step '3800', psnr is '21.312093471034835'
At step '4000', psnr is '21.33555354360854'
At step '4200', psnr is '21.27793895756139'
At step '4400', psnr is '21.34644978321682'
At step '4600', psnr is '21.368814895848594'
At step '4800', psnr is '21.405415404898687'
At step '5000', psnr is '21.417843935817004'
At step '5200', psnr is '21.495909787488113'
At step '5400', psnr is '21.43433783265732'
At step '5600', psnr is '21.499073394650413'
At step '5800', psnr is '21.514255962445752'
At step '6000', psnr is '21.520048335090802'
At step '6200', psnr is '21.429214452633254'
At step '6400', psnr is '18.31097345084752'
At step '6600', psnr is '19.94594101255832'
At step '6800', psnr is '20.854123771401323'
At step '7000', psnr is '21.37365797748364'
At step '7200', psnr is '21.68497826957164'
At step '7400', psnr is '22.08384363159049'
At step '7600', psnr is '22.337240808919177'
At step '7800', psnr is '22.419935425564866'
At step '8000', psnr is '22.483597418573673'
At step '8200', psnr is '22.388141155248483'
At step '8400', psnr is '22.48419900075273'
At step '8600', psnr is '22.447140018699088'
At step '8800', psnr is '22.19834151658899'
At step '9000', psnr is '22.241533416972782'
At step '9200', psnr is '22.107938540122227'
At step '9400', psnr is '22.13500714251846'
At step '9600', psnr is '21.858021090945783'
At step '9800', psnr is '21.813683341647145'
At step '10000', psnr is '21.60000525361177'
At step '10200', psnr is '21.540328344973034'
At step '10400', psnr is '21.4552799057735'
At step '10600', psnr is '21.39089015446187'
At step '10800', psnr is '21.448523229624943'
At step '11000', psnr is '21.236468566221845'
At step '11200', psnr is '21.185751523526495'
At step '11400', psnr is '21.166291894246086'
At step '11600', psnr is '21.07297265906044'
At step '11800', psnr is '20.900691830223572'
At step '12000', psnr is '20.894608422974642'
At step '12200', psnr is '20.8240288997934'
At step '12400', psnr is '20.77394887592923'
At step '12600', psnr is '20.70223980686135'
At step '12800', psnr is '20.738805950687144'
At step '13000', psnr is '20.72857787860293'
At step '13200', psnr is '20.5642999673417'
At step '13400', psnr is '20.609091774884867'
At step '13600', psnr is '20.490024266624054'
At step '13800', psnr is '20.52890821263011'
At step '14000', psnr is '20.635580921252238'
At step '14200', psnr is '20.427466372329096'
At step '14400', psnr is '20.60833329634277'
At step '14600', psnr is '20.462599696374518'
At step '14800', psnr is '20.358135051844886'
At step '15000', psnr is '20.511157473238878'
At step '15200', psnr is '20.519199552278874'
At step '15400', psnr is '20.474587949870457'
At step '15600', psnr is '20.429895839773536'
At step '15800', psnr is '20.478873501422438'
At step '16000', psnr is '20.4278591378797'
At step '16200', psnr is '20.465875517980805'
At step '16400', psnr is '20.491881512900598'
At step '16600', psnr is '20.503264688562474'
At step '16800', psnr is '20.448167918665533'
At step '17000', psnr is '20.39191684835042'
At step '17200', psnr is '20.612350551472662'
At step '17400', psnr is '20.562880200684845'
At step '17600', psnr is '20.42281391130823'
At step '17800', psnr is '20.419032274953473'
At step '18000', psnr is '20.38987177053865'
At step '18200', psnr is '20.412210401044476'
At step '18400', psnr is '20.55691240407322'
At step '18600', psnr is '20.55487685530126'
At step '18800', psnr is '20.473101588755487'
At step '19000', psnr is '20.469530988435253'
At step '19200', psnr is '20.60593914155013'
At step '19400', psnr is '20.50776867821012'
At step '19600', psnr is '20.556922519841404'
At step '19800', psnr is '20.528392457666186'
At step '20000', psnr is '20.470333666866086'
At step '20200', psnr is '20.441902845060994'
At step '20400', psnr is '20.55448346266906'
At step '20600', psnr is '20.4950974547339'
At step '20800', psnr is '20.612120029053102'
At step '21000', psnr is '20.514224721991305'
At step '21200', psnr is '20.604099418641106'
At step '21400', psnr is '20.725226444328904'
At step '21600', psnr is '20.6770804846968'
At step '21800', psnr is '20.54646024177561'
At step '22000', psnr is '20.80068302465484'
At step '22200', psnr is '20.636794227993008'
At step '22400', psnr is '20.623932459568273'
At step '22600', psnr is '20.556468253118002'
At step '22800', psnr is '20.6091783336179'
At step '23000', psnr is '20.621383151078867'
At step '23200', psnr is '20.609133192558'
At step '23400', psnr is '20.61416302364669'
At step '23600', psnr is '20.555228916772474'
At step '23800', psnr is '20.590703703778146'
At step '24000', psnr is '20.57782226980246'
At step '24200', psnr is '20.796379463168748'
At step '24400', psnr is '20.617702575688625'
At step '24600', psnr is '20.67283386660741'
At step '24800', psnr is '20.595748410439548'
At step '25000', psnr is '20.700657309152426'
At step '25200', psnr is '20.675760413301795'
At step '25400', psnr is '20.635593094781115'
At step '25600', psnr is '20.687486834773114'
At step '25800', psnr is '20.68968317171582'
At step '26000', psnr is '20.66000209727838'
At step '26200', psnr is '20.67739484655928'
At step '26400', psnr is '20.678006144616376'
At step '26600', psnr is '20.75175184503026'
At step '26800', psnr is '20.68968980885808'
At step '27000', psnr is '20.698309581936442'
At step '27200', psnr is '20.731221066590052'
At step '27400', psnr is '20.718871610712107'
At step '27600', psnr is '20.711118469059436'
At step '27800', psnr is '20.68863463062847'
At step '28000', psnr is '20.77142062226422'
At step '28200', psnr is '20.72564469442669'
At step '28400', psnr is '20.837029177598755'
At step '28600', psnr is '20.747929848701894'
At step '28800', psnr is '20.727222457314873'
At step '29000', psnr is '20.744069927985606'
At step '29200', psnr is '20.744333486442706'
At step '29400', psnr is '20.733688185264363'
At step '29600', psnr is '20.81004424023704'
At step '29800', psnr is '20.7513993556997'
At step '30000', psnr is '20.766103627092363'
At step '30200', psnr is '20.76322455578454'
At step '30400', psnr is '20.79771095811859'
At step '30600', psnr is '20.794903147361403'
At step '30800', psnr is '20.868623308982094'
At step '31000', psnr is '20.7460746222363'
At step '31200', psnr is '20.78473075635522'
At step '31400', psnr is '20.748866409752615'
At step '31600', psnr is '20.936581887457862'
At step '31800', psnr is '20.795382081304503'
At step '32000', psnr is '20.821236279324516'
At step '32200', psnr is '20.83891091943833'
At step '32400', psnr is '20.812314672868663'
At step '32600', psnr is '20.825359606687247'
At step '32800', psnr is '20.818850800783117'
At step '33000', psnr is '20.827461398810414'
At step '33200', psnr is '20.822393095004863'
At step '33400', psnr is '20.904055983231697'
At step '33600', psnr is '20.79982226288191'
At step '33800', psnr is '20.8647257384601'
At step '34000', psnr is '20.844732506544577'
At step '34200', psnr is '20.94366272996199'
At step '34400', psnr is '20.885522569415347'
At step '34600', psnr is '20.866784452383968'
At step '34800', psnr is '20.80439306028467'
At step '35000', psnr is '20.903038048263785'
