(3, 512, 512)
(3, 512, 512)
Starting vanilla DIP on 13 using ADAM(p=0.8,lr=0.001,decay=0,beta=0)
Noisy PSNR is '5.844024116348708'
Starting optimization with optimizer 'ADAM'
At step '200', psnr is '25.81867307933381'
At step '400', psnr is '27.415339476040593'
At step '600', psnr is '27.791367867574998'
At step '800', psnr is '27.841301179695407'
At step '1000', psnr is '27.68256748863946'
At step '1200', psnr is '27.51603806353501'
At step '1400', psnr is '27.322461888034212'
At step '1600', psnr is '27.150934929556083'
At step '1800', psnr is '27.01809092181506'
At step '2000', psnr is '26.94129354890017'
At step '2200', psnr is '26.816699025375833'
At step '2400', psnr is '26.773509984405162'
At step '2600', psnr is '26.604341215506942'
At step '2800', psnr is '26.652746334051564'
At step '3000', psnr is '26.4692388021809'
At step '3200', psnr is '26.474632112105443'
At step '3400', psnr is '26.38696465557443'
At step '3600', psnr is '26.409250982901362'
At step '3800', psnr is '26.340621974664078'
At step '4000', psnr is '26.220190225394227'
At step '4200', psnr is '26.1857380242308'
At step '4400', psnr is '26.090301993999162'
At step '4600', psnr is '26.14959683689891'
At step '4800', psnr is '26.094014671842274'
At step '5000', psnr is '21.73017449221736'
At step '5200', psnr is '24.32647046334722'
At step '5400', psnr is '25.326124931382132'
At step '5600', psnr is '25.379912576132924'
At step '5800', psnr is '26.261754389583718'
At step '6000', psnr is '26.689543162979483'
At step '6200', psnr is '26.945521062772'
At step '6400', psnr is '26.799593903961373'
At step '6600', psnr is '27.317452305596348'
At step '6800', psnr is '27.430413849864486'
At step '7000', psnr is '27.556277647887647'
At step '7200', psnr is '27.58835776433735'
At step '7400', psnr is '27.787249954694655'
At step '7600', psnr is '27.801979923132663'
At step '7800', psnr is '27.864075824683063'
At step '8000', psnr is '27.940262338389147'
At step '8200', psnr is '27.883558172874288'
At step '8400', psnr is '27.920659815733625'
At step '8600', psnr is '27.84599232918019'
At step '8800', psnr is '27.89262448235143'
At step '9000', psnr is '27.946272303049096'
At step '9200', psnr is '27.953412136414926'
At step '9400', psnr is '27.83025004822532'
At step '9600', psnr is '27.876033008547843'
At step '9800', psnr is '27.740338967791175'
At step '10000', psnr is '27.712804391129996'
At step '10200', psnr is '27.612079735436467'
At step '10400', psnr is '27.60718434004472'
At step '10600', psnr is '27.413089076409708'
At step '10800', psnr is '27.385168169167947'
At step '11000', psnr is '27.42166081926979'
At step '11200', psnr is '27.448366048958984'
