(3, 256, 256)
(3, 256, 256)
Starting vanilla DIP on 7 using ADAM(p=0.8,lr=0.001,decay=0,beta=0)
Noisy PSNR is '5.342948900218331'
Starting optimization with optimizer 'ADAM'
At step '200', psnr is '19.37852925377976'
At step '400', psnr is '19.10427121373149'
At step '600', psnr is '18.909910762740502'
At step '800', psnr is '18.749528790204412'
At step '1000', psnr is '18.708472840982775'
At step '1200', psnr is '18.581002957005083'
At step '1400', psnr is '18.557982787322473'
At step '1600', psnr is '18.63773223442855'
At step '1800', psnr is '18.61272570241646'
At step '2000', psnr is '18.55948768413907'
At step '2200', psnr is '18.550398328813355'
At step '2400', psnr is '18.413378067047233'
At step '2600', psnr is '18.501815039401656'
At step '2800', psnr is '18.697926724245445'
At step '3000', psnr is '18.574801653897172'
At step '3200', psnr is '18.55356282901755'
At step '3400', psnr is '18.538381502430568'
At step '3600', psnr is '18.520945747674197'
At step '3800', psnr is '18.84687372178137'
At step '4000', psnr is '18.68783997955281'
At step '4200', psnr is '18.587803310548633'
At step '4400', psnr is '18.76249921609906'
At step '4600', psnr is '18.61763024220157'
At step '4800', psnr is '18.617922101632033'
At step '5000', psnr is '18.606049674777218'
At step '5200', psnr is '18.580931483143335'
At step '5400', psnr is '18.581837100176628'
At step '5600', psnr is '16.842468664289957'
At step '5800', psnr is '18.261119947448858'
At step '6000', psnr is '19.042481732666573'
At step '6200', psnr is '18.999317550720782'
At step '6400', psnr is '18.88782047945491'
At step '6600', psnr is '18.70263686073195'
At step '6800', psnr is '18.535875584248984'
At step '7000', psnr is '18.440474330579264'
At step '7200', psnr is '18.413304247002237'
At step '7400', psnr is '18.324278923296717'
At step '7600', psnr is '18.206512763311764'
At step '7800', psnr is '18.229865451462196'
At step '8000', psnr is '18.165659020844007'
At step '8200', psnr is '18.134299286382067'
At step '8400', psnr is '18.081629848104228'
At step '8600', psnr is '18.07702534412882'
At step '8800', psnr is '18.04815805553179'
At step '9000', psnr is '18.109484439311398'
At step '9200', psnr is '17.977798381987423'
At step '9400', psnr is '17.998615767276853'
At step '9600', psnr is '17.92323448122365'
At step '9800', psnr is '17.907464092593358'
At step '10000', psnr is '17.94571039178586'
At step '10200', psnr is '17.891146427978445'
At step '10400', psnr is '17.90874137096466'
At step '10600', psnr is '17.940870549024904'
At step '10800', psnr is '17.89324155116381'
At step '11000', psnr is '17.87408356814784'
At step '11200', psnr is '17.84726590148189'
At step '11400', psnr is '17.85074721225729'
At step '11600', psnr is '17.844433911396134'
At step '11800', psnr is '17.83941190624697'
At step '12000', psnr is '17.860882649072686'
At step '12200', psnr is '17.77911719164395'
At step '12400', psnr is '17.971598993637457'
At step '12600', psnr is '17.86482461253336'
At step '12800', psnr is '17.875791007103405'
At step '13000', psnr is '17.880999791649927'
At step '13200', psnr is '17.917007782367516'
At step '13400', psnr is '17.821036963473475'
At step '13600', psnr is '17.87869564152356'
At step '13800', psnr is '17.83455194044989'
At step '14000', psnr is '17.83197079018932'
At step '14200', psnr is '17.841827689149913'
At step '14400', psnr is '17.862609630367928'
At step '14600', psnr is '17.80908420216033'
At step '14800', psnr is '17.911281052516713'
At step '15000', psnr is '17.846678071031953'
At step '15200', psnr is '17.83316907831415'
At step '15400', psnr is '17.84268706750995'
At step '15600', psnr is '17.814791617484673'
At step '15800', psnr is '17.833160237273084'
At step '16000', psnr is '17.94056795466134'
At step '16200', psnr is '17.847869582193198'
At step '16400', psnr is '17.841462037331954'
At step '16600', psnr is '17.831909902406924'
At step '16800', psnr is '17.825732267489304'
At step '17000', psnr is '17.898841304931445'
At step '17200', psnr is '17.841661345744175'
At step '17400', psnr is '17.838463181086844'
At step '17600', psnr is '17.886982086793047'
At step '17800', psnr is '17.81582715594333'
At step '18000', psnr is '17.832813977320953'
At step '18200', psnr is '17.782968121601677'
At step '18400', psnr is '17.8105678875885'
At step '18600', psnr is '17.871493192944754'
At step '18800', psnr is '17.86478354742838'
At step '19000', psnr is '17.8131827915708'
At step '19200', psnr is '17.83386462994838'
At step '19400', psnr is '17.85152302457543'
At step '19600', psnr is '17.833644065144163'
At step '19800', psnr is '17.838279755289488'
At step '20000', psnr is '17.79793785364012'
At step '20200', psnr is '17.839441418906908'
At step '20400', psnr is '17.839874294295754'
At step '20600', psnr is '17.813528956671917'
At step '20800', psnr is '17.91164412832817'
At step '21000', psnr is '17.814981390655035'
At step '21200', psnr is '17.821724696098883'
At step '21400', psnr is '17.821916732065343'
At step '21600', psnr is '17.92276012423486'
At step '21800', psnr is '17.872883357234638'
At step '22000', psnr is '17.86336332956307'
At step '22200', psnr is '17.83116900577296'
At step '22400', psnr is '17.863934625741212'
At step '22600', psnr is '17.83743550640668'
At step '22800', psnr is '17.80786324109134'
At step '23000', psnr is '17.87559607815421'
At step '23200', psnr is '17.86672194688642'
At step '23400', psnr is '17.817696348193838'
At step '23600', psnr is '17.840108950465925'
At step '23800', psnr is '18.03467484720383'
At step '24000', psnr is '17.8778911401492'
At step '24200', psnr is '17.863042348495142'
At step '24400', psnr is '17.81133117907663'
At step '24600', psnr is '17.857398146666043'
At step '24800', psnr is '17.82414585232139'
At step '25000', psnr is '17.837910468403738'
At step '25200', psnr is '18.009677597950603'
At step '25400', psnr is '17.85689635566348'
At step '25600', psnr is '17.837338160361895'
At step '25800', psnr is '17.86828982784868'
At step '26000', psnr is '17.827678819833412'
At step '26200', psnr is '17.829608577387855'
At step '26400', psnr is '17.843508213254825'
At step '26600', psnr is '17.83646411030286'
At step '26800', psnr is '17.827331525088475'
At step '27000', psnr is '18.000834865365558'
At step '27200', psnr is '17.868099196369503'
At step '27400', psnr is '17.811657158125104'
At step '27600', psnr is '17.86551684063155'
At step '27800', psnr is '17.85040793040356'
At step '28000', psnr is '17.821980419337393'
At step '28200', psnr is '17.840948798761055'
At step '28400', psnr is '17.906247129855718'
At step '28600', psnr is '17.85842116990859'
At step '28800', psnr is '17.888558792867727'
At step '29000', psnr is '17.850157924255363'
At step '29200', psnr is '17.821467518373353'
At step '29400', psnr is '17.947164859264614'
At step '29600', psnr is '17.887078065468828'
At step '29800', psnr is '17.865998348109827'
At step '30000', psnr is '17.855318265051135'
At step '30200', psnr is '17.845828739909603'
At step '30400', psnr is '17.83927270757136'
At step '30600', psnr is '17.834635466650855'
At step '30800', psnr is '17.832515380978187'
At step '31000', psnr is '17.87437016074083'
At step '31200', psnr is '17.850978017968757'
At step '31400', psnr is '17.846945615176747'
At step '31600', psnr is '17.845310552160562'
At step '31800', psnr is '17.871238501626834'
At step '32000', psnr is '17.831190607331887'
At step '32200', psnr is '17.86678975951664'
At step '32400', psnr is '17.85090601316114'
At step '32600', psnr is '17.909160216157044'
At step '32800', psnr is '17.846980599147116'
At step '33000', psnr is '17.858386587688933'
At step '33200', psnr is '17.857501376611843'
At step '33400', psnr is '17.83384203259372'
At step '33600', psnr is '17.823895883006532'
At step '33800', psnr is '17.832571366228684'
At step '34000', psnr is '17.835359263886186'
At step '34200', psnr is '17.94996727958579'
At step '34400', psnr is '17.844955934583872'
At step '34600', psnr is '17.889348355744332'
At step '34800', psnr is '17.85373531914584'
At step '35000', psnr is '17.94970895353204'
At step '35200', psnr is '17.86211910378753'
At step '35400', psnr is '17.859048638003536'
At step '35600', psnr is '17.83910990488701'
At step '35800', psnr is '17.867366457154986'
At step '36000', psnr is '17.83332969369368'
At step '36200', psnr is '17.833008960025758'
At step '36400', psnr is '17.84016552565333'
At step '36600', psnr is '17.848525594898987'
At step '36800', psnr is '17.88164990123291'
At step '37000', psnr is '17.83074976043118'
At step '37200', psnr is '17.829786729439185'
At step '37400', psnr is '17.851984730740188'
At step '37600', psnr is '17.83076939631194'
At step '37800', psnr is '17.867839257836806'
At step '38000', psnr is '17.841074765411292'
At step '38200', psnr is '17.833649959826204'
At step '38400', psnr is '17.832886665064052'
At step '38600', psnr is '17.836054674913914'
At step '38800', psnr is '17.989593865242398'
At step '39000', psnr is '17.873449958229717'
At step '39200', psnr is '17.85293148053896'
At step '39400', psnr is '17.85545353570518'
At step '39600', psnr is '17.841073781282674'
At step '39800', psnr is '17.83742665667608'
Experiment done
