(3, 512, 512)
(3, 512, 512)
Starting vanilla DIP on 1 using ADAM(p=0.8,lr=0.001,decay=0,beta=0)
Noisy PSNR is '7.632025799106565'
Starting optimization with optimizer 'ADAM'
At step '200', psnr is '19.535292744153267'
At step '400', psnr is '19.719530916899576'
At step '600', psnr is '19.2404113437079'
At step '800', psnr is '18.982271461462624'
At step '1000', psnr is '18.813828511289728'
At step '1200', psnr is '18.793615530597208'
At step '1400', psnr is '18.658404653016078'
At step '1600', psnr is '18.6033960780881'
At step '1800', psnr is '18.528744215675392'
At step '2000', psnr is '18.507631881768933'
At step '2200', psnr is '18.45843306058078'
At step '2400', psnr is '18.43482488588111'
At step '2600', psnr is '18.397835447659624'
At step '2800', psnr is '18.346740095534184'
At step '3000', psnr is '18.346067630568697'
At step '3200', psnr is '18.274735709167636'
At step '3400', psnr is '18.33473955570357'
At step '3600', psnr is '18.280587830511035'
At step '3800', psnr is '18.314408357571217'
At step '4000', psnr is '18.256242690161294'
At step '4200', psnr is '18.244035131685713'
At step '4400', psnr is '18.217323592724334'
At step '4600', psnr is '18.194187522300172'
At step '4800', psnr is '18.253490165390968'
At step '5000', psnr is '18.259765342753475'
At step '5200', psnr is '18.250291708966195'
At step '5400', psnr is '18.241533706766294'
At step '5600', psnr is '18.178535140486435'
At step '5800', psnr is '18.20938447671168'
At step '6000', psnr is '18.23106825331341'
At step '6200', psnr is '18.28897362180562'
At step '6400', psnr is '18.1568582276293'
At step '6600', psnr is '18.206842834442025'
At step '6800', psnr is '18.28365121142703'
At step '7000', psnr is '18.254262246841844'
At step '7200', psnr is '18.20994168814588'
At step '7400', psnr is '18.2813426164777'
At step '7600', psnr is '18.143313649519104'
At step '7800', psnr is '18.245805423027445'
At step '8000', psnr is '18.299621106924388'
At step '8200', psnr is '18.346998439613866'
At step '8400', psnr is '18.255220874294753'
At step '8600', psnr is '18.21968702568529'
At step '8800', psnr is '18.2183746967469'
At step '9000', psnr is '18.18508377151843'
At step '9200', psnr is '18.217674659341917'
At step '9400', psnr is '18.26010361712065'
At step '9600', psnr is '18.322467986670624'
At step '9800', psnr is '18.239715293531216'
At step '10000', psnr is '18.204730147265717'
At step '10200', psnr is '18.228433282169657'
At step '10400', psnr is '18.31649673411644'
At step '10600', psnr is '18.22036093103238'
At step '10800', psnr is '18.249080745697242'
At step '11000', psnr is '18.229428588562467'
At step '11200', psnr is '18.246045211181155'
At step '11400', psnr is '18.272052589379424'
