(3, 256, 256)
(3, 256, 256)
Starting vanilla DIP on 10 using ADAM(p=0.5,lr=0.001,decay=0,beta=0)
Noisy PSNR is '6.229807968899888'
Starting optimization with optimizer 'ADAM'
At step '200', psnr is '25.085571140657482'
At step '400', psnr is '28.857202903222216'
At step '600', psnr is '30.16334628221547'
At step '800', psnr is '31.293160667183738'
At step '1000', psnr is '31.52167440979799'
At step '1200', psnr is '31.923424917136924'
At step '1400', psnr is '31.970148932381953'
At step '1600', psnr is '28.082452966477298'
At step '1800', psnr is '31.043746297085242'
At step '2000', psnr is '31.507009748532774'
At step '2200', psnr is '31.898549701022905'
At step '2400', psnr is '32.381313133321534'
At step '2600', psnr is '32.455861877599695'
At step '2800', psnr is '32.37923415004364'
At step '3000', psnr is '32.48830508005827'
At step '3200', psnr is '32.53759847256522'
At step '3400', psnr is '32.43564060413354'
At step '3600', psnr is '32.43897089214765'
At step '3800', psnr is '32.492525439455235'
At step '4000', psnr is '32.38505641206836'
At step '4200', psnr is '32.27071227830213'
At step '4400', psnr is '32.39706857273366'
At step '4600', psnr is '32.22153071552476'
At step '4800', psnr is '32.328621310815244'
At step '5000', psnr is '32.38492463798411'
At step '5200', psnr is '32.32941868620687'
At step '5400', psnr is '32.33356696722609'
At step '5600', psnr is '32.333975826079836'
At step '5800', psnr is '32.32613720424644'
At step '6000', psnr is '32.335564034570986'
At step '6200', psnr is '32.19499949166976'
At step '6400', psnr is '32.2258358659835'
At step '6600', psnr is '26.90939648149832'
At step '6800', psnr is '31.938502546618754'
At step '7000', psnr is '32.39052264789595'
At step '7200', psnr is '32.64791330742404'
At step '7400', psnr is '32.670255967186264'
At step '7600', psnr is '32.45278808192592'
At step '7800', psnr is '32.737988648474605'
At step '8000', psnr is '32.69118527277677'
At step '8200', psnr is '32.396523360426166'
At step '8400', psnr is '32.51731707142653'
At step '8600', psnr is '32.52555537135854'
At step '8800', psnr is '32.44491201954314'
At step '9000', psnr is '32.428250519242866'
At step '9200', psnr is '32.44668031315814'
At step '9400', psnr is '32.35889615903464'
At step '9600', psnr is '32.32235243040626'
At step '9800', psnr is '32.333570428303524'
At step '10000', psnr is '32.07211032649256'
At step '10200', psnr is '32.27951607001266'
At step '10400', psnr is '32.27658589429923'
At step '10600', psnr is '32.206501670434676'
At step '10800', psnr is '32.22366250972117'
At step '11000', psnr is '32.1360085180002'
At step '11200', psnr is '32.186143135515366'
At step '11400', psnr is '32.1472392621894'
At step '11600', psnr is '32.164621038390344'
At step '11800', psnr is '32.16742414633617'
At step '12000', psnr is '32.14116661664464'
At step '12200', psnr is '32.11048171435248'
At step '12400', psnr is '32.146680598630496'
At step '12600', psnr is '32.19394068490248'
At step '12800', psnr is '32.157174995325406'
At step '13000', psnr is '32.14173864527305'
At step '13200', psnr is '32.13084704153867'
At step '13400', psnr is '32.149742526172666'
At step '13600', psnr is '32.1608517259213'
At step '13800', psnr is '31.99265575539261'
At step '14000', psnr is '32.08938522061134'
At step '14200', psnr is '32.11501258159134'
At step '14400', psnr is '32.1896703690215'
At step '14600', psnr is '32.07590733371643'
At step '14800', psnr is '32.25268241866706'
At step '15000', psnr is '32.08774306399477'
At step '15200', psnr is '32.124716029640794'
At step '15400', psnr is '32.07113970254624'
At step '15600', psnr is '32.09920777096224'
At step '15800', psnr is '32.04016582140565'
At step '16000', psnr is '32.0429888506883'
At step '16200', psnr is '32.089043735021484'
At step '16400', psnr is '32.06231222402999'
At step '16600', psnr is '32.05004291180784'
At step '16800', psnr is '32.058741091339385'
At step '17000', psnr is '32.04600159303024'
At step '17200', psnr is '32.03762427866306'
At step '17400', psnr is '32.02201917903362'
At step '17600', psnr is '32.027795520506494'
At step '17800', psnr is '31.910340532088377'
At step '18000', psnr is '32.01937836287613'
At step '18200', psnr is '32.104067475860624'
At step '18400', psnr is '32.03965310801697'
At step '18600', psnr is '32.13241140386661'
At step '18800', psnr is '32.03905394083966'
At step '19000', psnr is '31.927111016951372'
At step '19200', psnr is '32.00142760360809'
At step '19400', psnr is '32.000175343268474'
At step '19600', psnr is '31.95831585584561'
At step '19800', psnr is '31.964004455755507'
At step '20000', psnr is '32.00436231249591'
At step '20200', psnr is '31.94807880479747'
At step '20400', psnr is '32.12433588578503'
At step '20600', psnr is '32.046208914817946'
At step '20800', psnr is '32.00844172354755'
At step '21000', psnr is '31.973096020409386'
At step '21200', psnr is '31.92505295261041'
At step '21400', psnr is '31.96340172916953'
At step '21600', psnr is '31.939492174503812'
At step '21800', psnr is '31.93525988589728'
At step '22000', psnr is '31.86685703691419'
At step '22200', psnr is '31.91349904368945'
At step '22400', psnr is '31.975803259957086'
At step '22600', psnr is '31.89581742324579'
At step '22800', psnr is '31.960176557222777'
At step '23000', psnr is '31.980404298658407'
At step '23200', psnr is '31.889817377741956'
At step '23400', psnr is '31.89558469369554'
At step '23600', psnr is '31.865253386628197'
At step '23800', psnr is '31.837345528255415'
At step '24000', psnr is '31.915671485296766'
At step '24200', psnr is '31.87338379934888'
At step '24400', psnr is '31.880632858082528'
At step '24600', psnr is '31.899527525159446'
At step '24800', psnr is '31.87406289699386'
At step '25000', psnr is '31.839935061767356'
At step '25200', psnr is '31.822038714311788'
At step '25400', psnr is '31.808494370813012'
At step '25600', psnr is '31.841736446894743'
At step '25800', psnr is '31.825403411825004'
At step '26000', psnr is '31.78592072799934'
At step '26200', psnr is '31.941092648862416'
At step '26400', psnr is '31.894921385122924'
