(3, 256, 256)
(3, 256, 256)
Starting vanilla DIP on 6 using ADAM(p=0.8,lr=0.001,decay=0,beta=0)
Noisy PSNR is '9.235256795687873'
Starting optimization with optimizer 'ADAM'
At step '200', psnr is '25.921056796357384'
At step '400', psnr is '28.36513025361952'
At step '600', psnr is '28.27589752884126'
At step '800', psnr is '28.267021283694884'
At step '1000', psnr is '27.908614363392164'
At step '1200', psnr is '27.40788790485381'
At step '1400', psnr is '27.158004547494667'
At step '1600', psnr is '26.84899217909411'
At step '1800', psnr is '26.61517472095928'
At step '2000', psnr is '26.626758088164003'
At step '2200', psnr is '26.41298601289696'
At step '2400', psnr is '26.373601574167242'
At step '2600', psnr is '26.262581231053748'
At step '2800', psnr is '26.283069592505942'
At step '3000', psnr is '26.26441407309613'
At step '3200', psnr is '26.35621977231687'
At step '3400', psnr is '26.350662079267124'
At step '3600', psnr is '26.05060698871888'
At step '3800', psnr is '26.184478908597146'
At step '4000', psnr is '26.618889123479214'
At step '4200', psnr is '26.374152637862043'
At step '4400', psnr is '26.136570927899836'
At step '4600', psnr is '26.153565505495276'
At step '4800', psnr is '26.131898783750557'
At step '5000', psnr is '26.12692285256443'
At step '5200', psnr is '26.126685769293765'
At step '5400', psnr is '26.186618188914995'
At step '5600', psnr is '26.302234981921142'
At step '5800', psnr is '26.205964867604283'
At step '6000', psnr is '26.229020573488803'
At step '6200', psnr is '26.237368811147817'
At step '6400', psnr is '26.424684085139802'
At step '6600', psnr is '26.38196191301345'
At step '6800', psnr is '21.5419741464216'
At step '7000', psnr is '25.734741462234098'
At step '7200', psnr is '26.6204208183585'
At step '7400', psnr is '27.31341229227634'
At step '7600', psnr is '27.79485271371035'
At step '7800', psnr is '28.100792146794543'
At step '8000', psnr is '28.311209428358858'
At step '8200', psnr is '28.4373811911227'
At step '8400', psnr is '28.55156475259236'
At step '8600', psnr is '28.337948573867564'
At step '8800', psnr is '28.514554089971437'
At step '9000', psnr is '28.402217149626395'
At step '9200', psnr is '28.32438981326372'
At step '9400', psnr is '28.08087350995755'
At step '9600', psnr is '27.94913004615889'
At step '9800', psnr is '27.86756398751485'
At step '10000', psnr is '27.67295901258255'
At step '10200', psnr is '27.678071867360316'
At step '10400', psnr is '27.557862680603733'
At step '10600', psnr is '27.343463658247874'
At step '10800', psnr is '27.42813591251254'
At step '11000', psnr is '27.01392108631815'
At step '11200', psnr is '27.023313486977536'
At step '11400', psnr is '27.04033500322819'
At step '11600', psnr is '26.811515291108783'
At step '11800', psnr is '26.65096527666558'
At step '12000', psnr is '26.641192107291744'
At step '12200', psnr is '26.525955159010323'
At step '12400', psnr is '26.383959744492252'
At step '12600', psnr is '26.325422707846307'
At step '12800', psnr is '26.19049737608276'
At step '13000', psnr is '26.359241560822145'
At step '13200', psnr is '26.18630765060846'
At step '13400', psnr is '26.17345849717429'
At step '13600', psnr is '26.00950305205498'
At step '13800', psnr is '26.17084456822047'
At step '14000', psnr is '25.867946987675424'
At step '14200', psnr is '25.95036997462179'
At step '14400', psnr is '25.877039489669983'
At step '14600', psnr is '25.816712039932185'
At step '14800', psnr is '26.237634549743355'
At step '15000', psnr is '25.963029851292937'
At step '15200', psnr is '25.66853785536584'
At step '15400', psnr is '25.83708918752141'
At step '15600', psnr is '25.630035757416962'
At step '15800', psnr is '25.629398842446264'
At step '16000', psnr is '25.810248086000463'
At step '16200', psnr is '25.516172709296775'
At step '16400', psnr is '25.630466088307713'
At step '16600', psnr is '25.58033435195659'
At step '16800', psnr is '25.653177646642'
At step '17000', psnr is '25.516139938916975'
At step '17200', psnr is '25.509884247246703'
At step '17400', psnr is '25.644920223634774'
At step '17600', psnr is '25.471564261615633'
At step '17800', psnr is '25.426165453814047'
At step '18000', psnr is '25.400434072311672'
At step '18200', psnr is '25.36523139590317'
At step '18400', psnr is '25.372954521930176'
At step '18600', psnr is '25.35065636986342'
At step '18800', psnr is '25.32907363694556'
At step '19000', psnr is '25.386549702784762'
At step '19200', psnr is '25.433831016677996'
At step '19400', psnr is '25.407102850542678'
At step '19600', psnr is '25.327041436038673'
At step '19800', psnr is '25.30214234226492'
At step '20000', psnr is '25.42084145450218'
At step '20200', psnr is '25.366622876494706'
At step '20400', psnr is '25.208673681056986'
At step '20600', psnr is '25.44509775953184'
At step '20800', psnr is '25.240354080477946'
At step '21000', psnr is '25.195075726345443'
At step '21200', psnr is '25.116658288372157'
At step '21400', psnr is '25.34656333331081'
At step '21600', psnr is '25.265574457304357'
At step '21800', psnr is '25.194260077849016'
At step '22000', psnr is '25.15788000573288'
At step '22200', psnr is '25.205774591618155'
At step '22400', psnr is '25.25374965553287'
At step '22600', psnr is '25.236786395462907'
At step '22800', psnr is '25.428858668112948'
At step '23000', psnr is '25.238758884315157'
At step '23200', psnr is '25.286201004551398'
At step '23400', psnr is '25.17379734610103'
At step '23600', psnr is '25.23657433869857'
At step '23800', psnr is '25.256166718443097'
At step '24000', psnr is '25.225235951029653'
At step '24200', psnr is '25.173402644272407'
At step '24400', psnr is '25.236058759791234'
At step '24600', psnr is '25.244102613307945'
At step '24800', psnr is '25.278323988946518'
At step '25000', psnr is '25.32137058205023'
At step '25200', psnr is '25.3037767693664'
At step '25400', psnr is '25.25012116210485'
At step '25600', psnr is '25.384215147520706'
At step '25800', psnr is '25.3300385152097'
At step '26000', psnr is '25.2681783761647'
At step '26200', psnr is '25.274699440261593'
At step '26400', psnr is '25.407161849857328'
At step '26600', psnr is '25.351785206052323'
At step '26800', psnr is '25.417097450108088'
At step '27000', psnr is '25.287827050460002'
At step '27200', psnr is '25.388016561348667'
At step '27400', psnr is '25.323568240165628'
At step '27600', psnr is '25.34904717621936'
At step '27800', psnr is '25.504735033008387'
At step '28000', psnr is '25.41960894319859'
At step '28200', psnr is '25.465038912641027'
At step '28400', psnr is '25.352549139743733'
At step '28600', psnr is '25.392170570111773'
At step '28800', psnr is '25.39349334071831'
At step '29000', psnr is '25.343802288751597'
At step '29200', psnr is '25.407244731200777'
At step '29400', psnr is '25.386144970598505'
At step '29600', psnr is '25.40521354039063'
At step '29800', psnr is '25.496763072087756'
At step '30000', psnr is '25.42702513912889'
At step '30200', psnr is '25.560642307950054'
At step '30400', psnr is '25.52606770102831'
At step '30600', psnr is '25.42085519409586'
At step '30800', psnr is '25.440435591390607'
At step '31000', psnr is '25.473364277114516'
At step '31200', psnr is '25.510570767143793'
At step '31400', psnr is '25.443741826137888'
At step '31600', psnr is '25.448495473597106'
At step '31800', psnr is '25.439841804950042'
At step '32000', psnr is '25.466756827166485'
At step '32200', psnr is '25.46337006096674'
At step '32400', psnr is '25.405230389924228'
At step '32600', psnr is '25.491316068339664'
At step '32800', psnr is '25.510581556693523'
At step '33000', psnr is '25.554503518046417'
At step '33200', psnr is '25.713669754369704'
At step '33400', psnr is '25.545298339721874'
At step '33600', psnr is '25.59671363577094'
At step '33800', psnr is '25.491287065559835'
At step '34000', psnr is '25.641150031468452'
At step '34200', psnr is '25.514037389754705'
At step '34400', psnr is '25.525725546375895'
At step '34600', psnr is '25.53344212325111'
At step '34800', psnr is '25.569741556645273'
At step '35000', psnr is '25.59326655625351'
At step '35200', psnr is '25.543682080778837'
At step '35400', psnr is '25.603181721737673'
At step '35600', psnr is '25.494974836035595'
At step '35800', psnr is '25.54526208601063'
At step '36000', psnr is '25.5572379070636'
At step '36200', psnr is '25.54843978519694'
At step '36400', psnr is '25.612040384984564'
At step '36600', psnr is '25.582866005309135'
At step '36800', psnr is '25.544347867460537'
At step '37000', psnr is '25.58148867595793'
At step '37200', psnr is '25.764954325170724'
At step '37400', psnr is '25.596715836908444'
At step '37600', psnr is '25.612928829338824'
At step '37800', psnr is '25.58745379310902'
At step '38000', psnr is '25.601619070814323'
At step '38200', psnr is '25.578888042061063'
At step '38400', psnr is '25.89197784051937'
At step '38600', psnr is '25.758537191681924'
At step '38800', psnr is '25.740642251527483'
At step '39000', psnr is '25.720614609249527'
At step '39200', psnr is '25.707557459536638'
At step '39400', psnr is '25.682594461294386'
At step '39600', psnr is '25.688661956895636'
At step '39800', psnr is '25.65311223551799'
Experiment done
