noisy psnr: 20.38854103521556
Starting vanilla DIP on 1 using ADAM(sigma=0.1,lr=0.001,decay=0,beta=0)
Noisy PSNR is '20.38854103521556'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '21.86582127097607'
At step '400', psnr is '28.003115883245254'
At step '600', psnr is '29.19853006252683'
At step '800', psnr is '29.01797380246444'
At step '1000', psnr is '27.978270473265084'
At step '1200', psnr is '27.12733078577812'
At step '1400', psnr is '26.41579544548451'
At step '1600', psnr is '25.86375275412535'
At step '1800', psnr is '25.32643226446676'
At step '2000', psnr is '24.934717989208796'
At step '2200', psnr is '24.571758043745916'
At step '2400', psnr is '24.531418219687136'
At step '2600', psnr is '24.07602571229568'
At step '2800', psnr is '24.07006705870378'
At step '3000', psnr is '23.967743120816646'
At step '3200', psnr is '23.847095951633793'
At step '3400', psnr is '23.6420166480707'
At step '3600', psnr is '23.68777752843632'
At step '3800', psnr is '23.6280485202612'
At step '4000', psnr is '23.640309464121007'
At step '4200', psnr is '23.426985282016524'
At step '4400', psnr is '23.447535918522885'
At step '4600', psnr is '23.313253894557576'
At step '4800', psnr is '23.221417374399522'
At step '5000', psnr is '23.243265427663502'
At step '5200', psnr is '23.201364832094605'
At step '5400', psnr is '22.919497432500734'
At step '5600', psnr is '23.06106584195134'
At step '5800', psnr is '23.010342859229276'
At step '6000', psnr is '23.037064156148897'
At step '6200', psnr is '22.910969311618075'
At step '6400', psnr is '22.964146450096496'
At step '6600', psnr is '22.884674177494663'
At step '6800', psnr is '22.937824053342798'
At step '7000', psnr is '22.855141936353725'
At step '7200', psnr is '22.793876858171163'
At step '7400', psnr is '22.786320148410518'
At step '7600', psnr is '22.881590459953966'
At step '7800', psnr is '22.675755152787673'
At step '8000', psnr is '22.58573269515673'
At step '8200', psnr is '22.72643796751124'
At step '8400', psnr is '22.726346371955202'
At step '8600', psnr is '22.706573894700995'
At step '8800', psnr is '22.711667257429635'
At step '9000', psnr is '22.657761471466458'
At step '9200', psnr is '22.59001495131453'
At step '9400', psnr is '22.59981346779826'
At step '9600', psnr is '22.512404480770694'
At step '9800', psnr is '22.644529735135485'
At step '10000', psnr is '22.605943792995255'
At step '10200', psnr is '22.560187452598107'
At step '10400', psnr is '22.507973419731805'
At step '10600', psnr is '22.59860766745538'
At step '10800', psnr is '22.559285695495035'
At step '11000', psnr is '22.530307042057586'
At step '11200', psnr is '22.470034216402603'
At step '11400', psnr is '22.470920732282572'
At step '11600', psnr is '22.546579003349798'
At step '11800', psnr is '22.40034820698292'
At step '12000', psnr is '22.478418691389045'
At step '12200', psnr is '22.453974887305467'
At step '12400', psnr is '22.500441430750683'
At step '12600', psnr is '22.4366078499164'
At step '12800', psnr is '22.35467790644073'
At step '13000', psnr is '22.41661846430144'
At step '13200', psnr is '22.36708663477411'
At step '13400', psnr is '22.355023476161833'
At step '13600', psnr is '22.32526996213391'
At step '13800', psnr is '22.340505674296427'
At step '14000', psnr is '22.387514823404217'
At step '14200', psnr is '22.250656118465535'
At step '14400', psnr is '22.295617171136183'
