noisy psnr: 26.097524572506142
Starting vanilla DIP on 2 using ADAM(sigma=0.05,lr=0.001,decay=0,beta=0)
Noisy PSNR is '26.097524572506142'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '27.062144312964005'
At step '400', psnr is '29.670361907068372'
At step '600', psnr is '30.27757301825769'
At step '800', psnr is '31.128571221291214'
At step '1000', psnr is '31.45425283754495'
At step '1200', psnr is '31.42356461814471'
At step '1400', psnr is '32.328026249270266'
At step '1600', psnr is '32.40602103994868'
At step '1800', psnr is '32.54152260187113'
At step '2000', psnr is '32.388166402928924'
At step '2200', psnr is '32.35437895496232'
At step '2400', psnr is '32.06279873959743'
At step '2600', psnr is '31.54872036169763'
At step '2800', psnr is '31.88937989569189'
At step '3000', psnr is '31.681687061886706'
At step '3200', psnr is '31.638957955742267'
At step '3400', psnr is '31.464034516811846'
At step '3600', psnr is '31.23752672823126'
At step '3800', psnr is '30.899578348806585'
At step '4000', psnr is '31.11149320258887'
At step '4200', psnr is '30.803443451862556'
At step '4400', psnr is '30.798754318133025'
At step '4600', psnr is '30.669606652044354'
At step '4800', psnr is '30.678302419148963'
At step '5000', psnr is '30.389389102679402'
At step '5200', psnr is '30.448769169063358'
At step '5400', psnr is '30.336504372066546'
At step '5600', psnr is '30.37879269991382'
At step '5800', psnr is '30.211228057297348'
At step '6000', psnr is '29.758627704157238'
At step '6200', psnr is '29.895162603489265'
At step '6400', psnr is '30.051687765709527'
At step '6600', psnr is '29.92291104754183'
At step '6800', psnr is '29.587102212720666'
At step '7000', psnr is '29.76237988259397'
At step '7200', psnr is '29.845057334222354'
At step '7400', psnr is '29.672519341511677'
At step '7600', psnr is '29.65035213444969'
At step '7800', psnr is '29.568760318266772'
At step '8000', psnr is '29.66115820136835'
At step '8200', psnr is '29.550709468814333'
At step '8400', psnr is '29.59620953264311'
At step '8600', psnr is '29.45790852713649'
At step '8800', psnr is '29.509580748369032'
At step '9000', psnr is '29.45890672153324'
At step '9200', psnr is '29.376033161114886'
At step '9400', psnr is '29.297401250695465'
At step '9600', psnr is '29.116317812472623'
At step '9800', psnr is '29.373726494427814'
At step '10000', psnr is '29.29062944630701'
At step '10200', psnr is '29.03325496612183'
At step '10400', psnr is '29.314979887192457'
At step '10600', psnr is '29.049584803105475'
At step '10800', psnr is '29.21783580472232'
At step '11000', psnr is '29.027193994018077'
At step '11200', psnr is '29.024308957840784'
At step '11400', psnr is '29.178009194095807'
At step '11600', psnr is '28.849797322522615'
At step '11800', psnr is '29.13377775850946'
At step '12000', psnr is '29.108268173508336'
At step '12200', psnr is '28.995771222815495'
At step '12400', psnr is '28.942316549345193'
At step '12600', psnr is '29.055487970724855'
At step '12800', psnr is '29.005380977509155'
At step '13000', psnr is '28.935803913577725'
At step '13200', psnr is '29.008626788207135'
At step '13400', psnr is '29.00055127947241'
At step '13600', psnr is '28.97709770747227'
At step '13800', psnr is '28.921536479728914'
At step '14000', psnr is '28.964560630915244'
At step '14200', psnr is '28.96054610119166'
At step '14400', psnr is '28.73158504816223'
At step '14600', psnr is '28.873871035630586'
At step '14800', psnr is '28.881488039023388'
At step '15000', psnr is '28.934332365509956'
At step '15200', psnr is '28.842634779799766'
At step '15400', psnr is '28.683577098951943'
At step '15600', psnr is '28.76124965767737'
At step '15800', psnr is '28.83598177887417'
At step '16000', psnr is '28.82623626959672'
At step '16200', psnr is '28.813371326384907'
At step '16400', psnr is '28.850180758947484'
At step '16600', psnr is '28.793686757122412'
At step '16800', psnr is '28.74472110214226'
At step '17000', psnr is '28.743155839379405'
At step '17200', psnr is '28.692735838633787'
At step '17400', psnr is '28.54448431626337'
At step '17600', psnr is '28.63368279418234'
At step '17800', psnr is '28.73012837890654'
At step '18000', psnr is '28.648402213740006'
At step '18200', psnr is '28.613627989744522'
At step '18400', psnr is '28.763497769631154'
At step '18600', psnr is '28.682908924770718'
At step '18800', psnr is '28.69652193999112'
At step '19000', psnr is '28.681061487344905'
At step '19200', psnr is '28.61305898181171'
At step '19400', psnr is '28.52308041659817'
At step '19600', psnr is '28.650618338663815'
At step '19800', psnr is '28.569138517922738'
At step '20000', psnr is '28.61856650556554'
At step '20200', psnr is '28.368155501583153'
At step '20400', psnr is '28.56363078401051'
At step '20600', psnr is '28.46532713372664'
At step '20800', psnr is '28.4938176036503'
At step '21000', psnr is '28.642754485295402'
At step '21200', psnr is '28.572837060734134'
At step '21400', psnr is '28.66165237666923'
At step '21600', psnr is '28.617853764617536'
At step '21800', psnr is '28.558500529429796'
At step '22000', psnr is '28.589309167521762'
At step '22200', psnr is '28.479397503180284'
At step '22400', psnr is '28.461897771582283'
At step '22600', psnr is '28.568451125358806'
At step '22800', psnr is '28.45573863357863'
At step '23000', psnr is '28.567647422423295'
At step '23200', psnr is '28.53838364082513'
At step '23400', psnr is '28.558507271687258'
At step '23600', psnr is '28.593665009450866'
At step '23800', psnr is '28.361332839035384'
At step '24000', psnr is '28.546406234380377'
At step '24200', psnr is '28.424393598626633'
At step '24400', psnr is '28.40998127390677'
At step '24600', psnr is '28.416196321614756'
At step '24800', psnr is '28.435572448380064'
