noisy psnr: 26.105594460319672
Starting vanilla DIP on 1 using ADAM(sigma=0.05,lr=0.001,decay=0,beta=0)
Noisy PSNR is '26.105594460319672'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '22.442477356985332'
At step '400', psnr is '28.40484819013298'
At step '600', psnr is '30.3383745492715'
At step '800', psnr is '31.208719556442368'
At step '1000', psnr is '31.53825448268241'
At step '1200', psnr is '32.026954116315025'
At step '1400', psnr is '31.809527412970915'
At step '1600', psnr is '31.923820335075973'
At step '1800', psnr is '31.85938996738011'
At step '2000', psnr is '31.745018765167075'
At step '2200', psnr is '31.71840203705587'
At step '2400', psnr is '31.331124345577823'
At step '2600', psnr is '31.203820620170355'
At step '2800', psnr is '31.169881891208618'
At step '3000', psnr is '31.159910791908757'
At step '3200', psnr is '30.886558824281238'
At step '3400', psnr is '30.79786971104534'
At step '3600', psnr is '30.81416431168371'
At step '3800', psnr is '30.455918625660573'
At step '4000', psnr is '30.47998534359655'
At step '4200', psnr is '30.275241590538755'
At step '4400', psnr is '30.381512476033947'
At step '4600', psnr is '30.212494382145078'
At step '4800', psnr is '30.17388843611038'
At step '5000', psnr is '29.982984095575983'
At step '5200', psnr is '29.948054070891537'
At step '5400', psnr is '29.916352206423277'
At step '5600', psnr is '29.88550861564468'
At step '5800', psnr is '29.84617518376766'
At step '6000', psnr is '29.68973262787559'
At step '6200', psnr is '29.72558385710748'
At step '6400', psnr is '29.663919637080987'
At step '6600', psnr is '29.543792056194967'
At step '6800', psnr is '29.558049219078445'
At step '7000', psnr is '29.527496263424315'
At step '7200', psnr is '29.470783655479433'
At step '7400', psnr is '29.437776708478456'
At step '7600', psnr is '29.275302633370664'
At step '7800', psnr is '29.307523368108512'
At step '8000', psnr is '29.286779338773865'
At step '8200', psnr is '29.194101395053092'
At step '8400', psnr is '29.239813230149846'
At step '8600', psnr is '29.13467104637432'
At step '8800', psnr is '29.197450911484907'
At step '9000', psnr is '29.105281726734322'
At step '9200', psnr is '28.99414347937807'
At step '9400', psnr is '29.02836735450791'
At step '9600', psnr is '29.091727655621938'
At step '9800', psnr is '28.947771510889933'
At step '10000', psnr is '28.985543612174105'
At step '10200', psnr is '28.885394182644077'
At step '10400', psnr is '28.998344010937444'
At step '10600', psnr is '29.00068731983712'
At step '10800', psnr is '28.94975143714557'
At step '11000', psnr is '28.87132488495126'
At step '11200', psnr is '28.855923656064306'
At step '11400', psnr is '28.85437878435557'
At step '11600', psnr is '28.862227999880137'
At step '11800', psnr is '28.802977146361897'
At step '12000', psnr is '28.831825868061706'
At step '12200', psnr is '28.796582598867815'
At step '12400', psnr is '28.79293948310348'
At step '12600', psnr is '28.753719225306416'
At step '12800', psnr is '28.785620694490373'
At step '13000', psnr is '28.756003487538973'
At step '13200', psnr is '28.709500884782535'
At step '13400', psnr is '28.71983628249634'
At step '13600', psnr is '28.68372179417513'
At step '13800', psnr is '28.718687169817013'
At step '14000', psnr is '28.624400258671926'
At step '14200', psnr is '28.638166698236414'
At step '14400', psnr is '28.658162267965377'
At step '14600', psnr is '28.66734914371'
At step '14800', psnr is '28.5860284849121'
At step '15000', psnr is '28.66046340859068'
At step '15200', psnr is '28.593957741474483'
At step '15400', psnr is '28.6306105730838'
At step '15600', psnr is '28.628445849969523'
At step '15800', psnr is '28.547278642755924'
At step '16000', psnr is '28.55620276699616'
At step '16200', psnr is '28.610993865481397'
At step '16400', psnr is '28.515552645556667'
