(3, 512, 512)
Starting vanilla DIP on 2 using ADAM(sigma=0.1,lr=0.001,decay=0,beta=0)
Noisy PSNR is '20.43334326524001'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '22.335152515980727'
At step '400', psnr is '25.91769959984877'
At step '600', psnr is '27.215677168961907'
At step '800', psnr is '27.708030394658202'
At step '1000', psnr is '27.377148541665775'
At step '1200', psnr is '27.3780706489549'
At step '1400', psnr is '27.188421355417166'
At step '1600', psnr is '26.68610693568658'
At step '1800', psnr is '26.39065284181845'
At step '2000', psnr is '26.12032748363397'
At step '2200', psnr is '25.488653632797057'
At step '2400', psnr is '25.510693769599744'
At step '2600', psnr is '25.362305175748553'
At step '2800', psnr is '24.938367271378187'
At step '3000', psnr is '25.0447377462506'
At step '3200', psnr is '24.788472796259047'
At step '3400', psnr is '24.69424128328535'
At step '3600', psnr is '24.341570352276584'
At step '3800', psnr is '24.178052595916345'
At step '4000', psnr is '24.33130799898423'
At step '4200', psnr is '24.121449196697995'
At step '4400', psnr is '24.019102408359334'
At step '4600', psnr is '23.863862455745576'
At step '4800', psnr is '23.820131206661422'
At step '5000', psnr is '23.5675443541351'
At step '5200', psnr is '23.571895721407667'
At step '5400', psnr is '23.425382989006323'
At step '5600', psnr is '23.296700841158767'
At step '5800', psnr is '23.444102221325736'
At step '6000', psnr is '23.34518796134915'
At step '6200', psnr is '23.392561933679296'
At step '6400', psnr is '23.365400947666277'
At step '6600', psnr is '23.33942264225129'
At step '6800', psnr is '23.322475378637293'
At step '7000', psnr is '23.395199139779233'
At step '7200', psnr is '23.059090684545218'
At step '7400', psnr is '22.992133793267023'
At step '7600', psnr is '23.12244295351004'
At step '7800', psnr is '22.98381388980757'
At step '8000', psnr is '22.82106385570083'
At step '8200', psnr is '22.988030599142533'
At step '8400', psnr is '22.9213056519701'
At step '8600', psnr is '22.8040570750945'
At step '8800', psnr is '22.97775341180907'
At step '9000', psnr is '22.865270387287318'
At step '9200', psnr is '22.813015922897147'
At step '9400', psnr is '23.030929124682878'
At step '9600', psnr is '22.875061415996672'
At step '9800', psnr is '22.94084774089192'
At step '10000', psnr is '22.867262363630868'
At step '10200', psnr is '22.721534419448332'
At step '10400', psnr is '22.898337984565792'
At step '10600', psnr is '22.57486647145894'
At step '10800', psnr is '22.90555697557402'
At step '11000', psnr is '22.870261245697918'
At step '11200', psnr is '22.944365551817533'
At step '11400', psnr is '22.89684510914201'
At step '11600', psnr is '22.792638902000164'
At step '11800', psnr is '22.733304237014053'
At step '12000', psnr is '22.562471992456764'
At step '12200', psnr is '22.81561363225048'
At step '12400', psnr is '22.649717472187913'
At step '12600', psnr is '22.672076361522826'
At step '12800', psnr is '22.5301246117916'
At step '13000', psnr is '22.59280203939259'
At step '13200', psnr is '22.716717159826956'
At step '13400', psnr is '22.62897954228082'
At step '13600', psnr is '22.72803574661562'
At step '13800', psnr is '22.49445914070881'
At step '14000', psnr is '22.548081423814974'
At step '14200', psnr is '22.550371457149275'
At step '14400', psnr is '22.48112209881402'
At step '14600', psnr is '22.684711161036432'
At step '14800', psnr is '22.574529507172'
At step '15000', psnr is '22.626036048819564'
At step '15200', psnr is '22.455341892943036'
At step '15400', psnr is '22.51525380072963'
At step '15600', psnr is '22.509644798752575'
At step '15800', psnr is '22.4913010277097'
At step '16000', psnr is '22.58330018665944'
At step '16200', psnr is '22.47546936407273'
At step '16400', psnr is '22.410368171336607'
At step '16600', psnr is '22.488163859325883'
At step '16800', psnr is '22.557333353090957'
At step '17000', psnr is '22.482816095254393'
At step '17200', psnr is '22.43689877709944'
At step '17400', psnr is '22.46480836246134'
At step '17600', psnr is '22.379765302524554'
At step '17800', psnr is '22.506482831031107'
At step '18000', psnr is '22.419841159682655'
At step '18200', psnr is '22.3776138105832'
At step '18400', psnr is '22.322899285432914'
At step '18600', psnr is '22.442503983052617'
At step '18800', psnr is '22.31628985509214'
At step '19000', psnr is '22.288243123951833'
At step '19200', psnr is '22.43943412675787'
At step '19400', psnr is '22.433100119234346'
At step '19600', psnr is '22.360636558949487'
At step '19800', psnr is '22.30004678095842'
At step '20000', psnr is '22.429720895743564'
At step '20200', psnr is '22.531489339582933'
At step '20400', psnr is '22.321384900475'
At step '20600', psnr is '22.22205194903752'
At step '20800', psnr is '22.512079814235378'
At step '21000', psnr is '22.37428305948917'
At step '21200', psnr is '22.31559906419122'
At step '21400', psnr is '22.30241445968001'
At step '21600', psnr is '22.481204455452037'
At step '21800', psnr is '22.352176927097744'
At step '22000', psnr is '22.42879459958739'
At step '22200', psnr is '22.378904857633817'
At step '22400', psnr is '22.368288555036425'
At step '22600', psnr is '22.368063180653593'
At step '22800', psnr is '22.44197698992982'
At step '23000', psnr is '22.33051303592574'
At step '23200', psnr is '22.388092087724484'
At step '23400', psnr is '22.28560211403301'
At step '23600', psnr is '22.31902031273869'
At step '23800', psnr is '22.20986669006662'
At step '24000', psnr is '22.41131239149277'
At step '24200', psnr is '22.398779104708982'
At step '24400', psnr is '22.508707425820976'
At step '24600', psnr is '22.155732084057792'
At step '24800', psnr is '22.28048457319371'
At step '25000', psnr is '22.308419142543205'
At step '25200', psnr is '22.207647093390882'
At step '25400', psnr is '22.32448431113402'
At step '25600', psnr is '22.325090848715096'
At step '25800', psnr is '22.370901798017215'
At step '26000', psnr is '22.33145423469407'
At step '26200', psnr is '22.222008433217173'
At step '26400', psnr is '22.310610983319428'
At step '26600', psnr is '22.438414632622813'
At step '26800', psnr is '22.299309120477666'
At step '27000', psnr is '22.279084706070726'
At step '27200', psnr is '22.32238971378893'
At step '27400', psnr is '22.196065430715105'
