(3, 256, 256)
Starting vanilla DIP on 9 using ADAM(sigma=0.15,lr=0.001,decay=0,beta=0)
Noisy PSNR is '16.854003984314435'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '22.919547782825276'
At step '400', psnr is '25.088708273186413'
At step '600', psnr is '25.089927394259025'
At step '800', psnr is '23.510156133907365'
At step '1000', psnr is '21.960973393922657'
At step '1200', psnr is '20.906010349969144'
At step '1400', psnr is '19.843083364599448'
At step '1600', psnr is '19.237321103177052'
At step '1800', psnr is '19.056464815401142'
At step '2000', psnr is '18.818412910826254'
At step '2200', psnr is '18.472471046485367'
At step '2400', psnr is '18.341028748335262'
At step '2600', psnr is '18.18315746551992'
At step '2800', psnr is '18.002147565813964'
At step '3000', psnr is '18.081446260671882'
At step '3200', psnr is '17.88953295604847'
At step '3400', psnr is '17.72351274682448'
At step '3600', psnr is '17.642961004102094'
At step '3800', psnr is '17.879232224047566'
At step '4000', psnr is '17.736957268881454'
At step '4200', psnr is '17.64564434880071'
At step '4400', psnr is '17.738274266676022'
At step '4600', psnr is '17.64175107873449'
At step '4800', psnr is '17.63416406510941'
At step '5000', psnr is '17.50255085798582'
At step '5200', psnr is '17.405464030428213'
At step '5400', psnr is '17.537929858530397'
At step '5600', psnr is '17.4055655151724'
At step '5800', psnr is '17.435076891640918'
At step '6000', psnr is '17.57410516764'
At step '6200', psnr is '17.236666703845493'
At step '6400', psnr is '17.274206411222757'
At step '6600', psnr is '17.4384904368951'
At step '6800', psnr is '17.35126820280277'
At step '7000', psnr is '17.396828714555554'
At step '7200', psnr is '17.595301588285302'
At step '7400', psnr is '17.53112528281904'
At step '7600', psnr is '17.53910293662466'
At step '7800', psnr is '17.3753395579293'
At step '8000', psnr is '17.403961621501168'
At step '8200', psnr is '17.500540856316327'
At step '8400', psnr is '17.482596788054114'
At step '8600', psnr is '17.327668348972757'
At step '8800', psnr is '17.41119183467883'
At step '9000', psnr is '17.333006794039328'
At step '9200', psnr is '17.169483287108946'
At step '9400', psnr is '17.426797622862463'
At step '9600', psnr is '17.5108874761508'
At step '9800', psnr is '17.29645488843405'
At step '10000', psnr is '17.017769748156834'
At step '10200', psnr is '17.38047894662561'
At step '10400', psnr is '17.25888156944857'
At step '10600', psnr is '17.125800846304557'
At step '10800', psnr is '17.40337254848368'
At step '11000', psnr is '17.15957353175794'
At step '11200', psnr is '17.333753202957368'
At step '11400', psnr is '17.297794201353437'
At step '11600', psnr is '17.217262496306958'
At step '11800', psnr is '17.30225489844434'
At step '12000', psnr is '17.287169210039753'
At step '12200', psnr is '17.241754218195723'
At step '12400', psnr is '17.299184310929093'
At step '12600', psnr is '17.252027505331398'
At step '12800', psnr is '17.34988637253481'
At step '13000', psnr is '17.368668314855203'
At step '13200', psnr is '17.159373329609934'
At step '13400', psnr is '17.253233706955513'
At step '13600', psnr is '17.295322547032313'
At step '13800', psnr is '16.93629982337442'
At step '14000', psnr is '17.359206856888946'
At step '14200', psnr is '17.14403067552042'
At step '14400', psnr is '17.365289344523354'
At step '14600', psnr is '17.21731449627986'
At step '14800', psnr is '17.213515023240213'
At step '15000', psnr is '17.23102155627673'
At step '15200', psnr is '17.302996475069218'
At step '15400', psnr is '17.251901189378636'
At step '15600', psnr is '17.105622454768024'
At step '15800', psnr is '17.354726023046442'
At step '16000', psnr is '17.13509000747834'
At step '16200', psnr is '17.080489088180432'
At step '16400', psnr is '17.239429055294835'
At step '16600', psnr is '17.13758342129828'
At step '16800', psnr is '17.221867332983155'
At step '17000', psnr is '16.90588522734927'
At step '17200', psnr is '17.12131754429772'
At step '17400', psnr is '17.267748116436966'
At step '17600', psnr is '17.16698497875996'
At step '17800', psnr is '17.23643037955163'
At step '18000', psnr is '17.132638570378667'
At step '18200', psnr is '17.179600777744724'
At step '18400', psnr is '17.266828010871397'
At step '18600', psnr is '17.22461644171772'
At step '18800', psnr is '16.97508583721532'
At step '19000', psnr is '17.328250302660756'
At step '19200', psnr is '17.12962623935654'
At step '19400', psnr is '16.985451662156528'
At step '19600', psnr is '17.16046109360005'
At step '19800', psnr is '16.928528819082835'
At step '20000', psnr is '17.284105803586296'
At step '20200', psnr is '17.13414614699684'
At step '20400', psnr is '17.107260308794054'
At step '20600', psnr is '17.104001413096658'
At step '20800', psnr is '17.147480398823337'
At step '21000', psnr is '17.067230989427266'
At step '21200', psnr is '17.15949572100316'
At step '21400', psnr is '17.03006499823687'
At step '21600', psnr is '17.03727732545452'
At step '21800', psnr is '17.190966927587542'
At step '22000', psnr is '17.208071697939264'
At step '22200', psnr is '17.16944281722348'
At step '22400', psnr is '17.157083858458726'
At step '22600', psnr is '16.92706104320659'
At step '22800', psnr is '17.123050166390513'
At step '23000', psnr is '17.18582850579185'
At step '23200', psnr is '17.11991360582457'
At step '23400', psnr is '17.126427325333065'
At step '23600', psnr is '17.07796796489537'
At step '23800', psnr is '17.184110844869586'
At step '24000', psnr is '17.1265746716356'
At step '24200', psnr is '17.11550632136131'
At step '24400', psnr is '16.996021319335913'
At step '24600', psnr is '17.1271315438861'
At step '24800', psnr is '17.205294358837644'
At step '25000', psnr is '17.193203972169577'
At step '25200', psnr is '17.16816104443132'
At step '25400', psnr is '17.042535175105343'
At step '25600', psnr is '17.222812529603026'
At step '25800', psnr is '17.167416432724597'
At step '26000', psnr is '17.075799384534612'
At step '26200', psnr is '17.14455374363039'
At step '26400', psnr is '16.911784747811996'
At step '26600', psnr is '17.088383147672513'
At step '26800', psnr is '17.15319935512284'
At step '27000', psnr is '17.254813405193307'
At step '27200', psnr is '16.93348807480072'
At step '27400', psnr is '17.24835080836461'
At step '27600', psnr is '16.991505657552047'
At step '27800', psnr is '17.026122732542643'
At step '28000', psnr is '17.0775147638391'
At step '28200', psnr is '17.073585702288675'
At step '28400', psnr is '17.090969943206687'
At step '28600', psnr is '17.069053793887598'
At step '28800', psnr is '17.083381965976724'
At step '29000', psnr is '17.079448421014774'
At step '29200', psnr is '17.1806585404523'
At step '29400', psnr is '17.022231312982658'
At step '29600', psnr is '17.19234020672683'
At step '29800', psnr is '17.132567510630757'
At step '30000', psnr is '17.035553645682914'
At step '30200', psnr is '17.002036534906242'
At step '30400', psnr is '17.002673808816326'
At step '30600', psnr is '17.07680286314345'
At step '30800', psnr is '17.045359446408572'
At step '31000', psnr is '17.00590664539809'
At step '31200', psnr is '17.128637627334577'
At step '31400', psnr is '17.095304726443008'
At step '31600', psnr is '17.029785359374706'
At step '31800', psnr is '17.13361011554222'
At step '32000', psnr is '17.128131504987632'
At step '32200', psnr is '17.20225968530957'
At step '32400', psnr is '17.076020113432033'
At step '32600', psnr is '17.0806030811658'
At step '32800', psnr is '17.168614110626148'
At step '33000', psnr is '17.08040359540491'
At step '33200', psnr is '16.989919367764784'
At step '33400', psnr is '17.19971019357501'
At step '33600', psnr is '17.19285302024907'
At step '33800', psnr is '17.12662726671064'
At step '34000', psnr is '16.952813601228065'
At step '34200', psnr is '17.11767524612064'
At step '34400', psnr is '17.03026912556336'
At step '34600', psnr is '17.047920734658483'
At step '34800', psnr is '17.103264398507978'
At step '35000', psnr is '16.992253894802232'
At step '35200', psnr is '17.04765429029039'
At step '35400', psnr is '17.20120259413611'
At step '35600', psnr is '16.97515194767461'
At step '35800', psnr is '17.028133612143826'
At step '36000', psnr is '17.07881918614141'
At step '36200', psnr is '16.901716330373958'
At step '36400', psnr is '17.052833207479075'
At step '36600', psnr is '16.998145149441864'
At step '36800', psnr is '17.045422128711888'
At step '37000', psnr is '17.137547432327157'
At step '37200', psnr is '17.10741905807553'
At step '37400', psnr is '17.10974111772633'
At step '37600', psnr is '17.04213969439387'
At step '37800', psnr is '16.960164200897538'
At step '38000', psnr is '16.979728914738075'
At step '38200', psnr is '17.05287711953098'
At step '38400', psnr is '17.130577056182805'
At step '38600', psnr is '17.031498174841914'
At step '38800', psnr is '17.031766080255245'
At step '39000', psnr is '17.028491906715757'
At step '39200', psnr is '17.093482471995763'
At step '39400', psnr is '17.109488316318625'
At step '39600', psnr is '17.060865826089547'
At step '39800', psnr is '17.091335115883492'
Experiment done
