(3, 512, 512)
Starting vanilla DIP on 10 using ADAM(sigma=0.15,lr=0.001,decay=0,beta=0)
Noisy PSNR is '16.839453644422342'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '21.990074860508425'
At step '400', psnr is '23.750055369569974'
At step '600', psnr is '24.08131930718469'
At step '800', psnr is '24.148690922095902'
At step '1000', psnr is '23.87850731855491'
At step '1200', psnr is '23.586619053131574'
At step '1400', psnr is '22.79274507955673'
At step '1600', psnr is '22.692370470028933'
At step '1800', psnr is '22.28637339819338'
At step '2000', psnr is '21.76741908297742'
At step '2200', psnr is '21.502692913171355'
At step '2400', psnr is '21.251180976076736'
At step '2600', psnr is '20.714578229760214'
At step '2800', psnr is '20.834353171595946'
At step '3000', psnr is '20.510719341647444'
At step '3200', psnr is '20.197032411023635'
At step '3400', psnr is '20.10289643792479'
At step '3600', psnr is '19.920630915695227'
At step '3800', psnr is '19.878824918192596'
At step '4000', psnr is '20.02362817230697'
At step '4200', psnr is '19.795060625907958'
At step '4400', psnr is '19.687616190919144'
At step '4600', psnr is '19.662439474231647'
At step '4800', psnr is '19.415785882931786'
At step '5000', psnr is '19.44630040082002'
At step '5200', psnr is '19.47459603772957'
At step '5400', psnr is '19.447763312340175'
At step '5600', psnr is '19.135895558176266'
At step '5800', psnr is '19.407505276927964'
At step '6000', psnr is '19.348763047905457'
At step '6200', psnr is '19.13623137328618'
At step '6400', psnr is '19.183731221641263'
At step '6600', psnr is '19.285088753927678'
At step '6800', psnr is '19.262931733769943'
At step '7000', psnr is '19.50167924285779'
At step '7200', psnr is '21.735760293047242'
At step '7400', psnr is '23.08047703452001'
At step '7600', psnr is '23.259725238084204'
At step '7800', psnr is '23.920172803999073'
At step '8000', psnr is '23.811309337279756'
At step '8200', psnr is '23.917036879731736'
At step '8400', psnr is '24.364436718871396'
At step '8600', psnr is '24.097645519421533'
At step '8800', psnr is '24.138648076083847'
At step '9000', psnr is '23.41222327867071'
At step '9200', psnr is '23.789516888021694'
At step '9400', psnr is '23.737479854645905'
At step '9600', psnr is '23.419496071712828'
At step '9800', psnr is '22.994013974145524'
At step '10000', psnr is '23.08516396935579'
At step '10200', psnr is '22.70151750048162'
At step '10400', psnr is '22.611917787992027'
