(3, 512, 512)
Starting vanilla DIP on 11 using ADAM(sigma=0.1,lr=0.001,decay=0,beta=0)
Noisy PSNR is '20.306043462356833'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '23.008264841889048'
At step '400', psnr is '26.774919108965932'
At step '600', psnr is '27.70652622313984'
At step '800', psnr is '27.781572462624457'
At step '1000', psnr is '27.840205559193162'
At step '1200', psnr is '27.347605380842523'
At step '1400', psnr is '26.97822911212352'
At step '1600', psnr is '26.54779252975718'
At step '1800', psnr is '25.876015925772133'
At step '2000', psnr is '25.084652875088373'
At step '2200', psnr is '25.139372533887094'
At step '2400', psnr is '25.051204628475134'
At step '2600', psnr is '24.686796815037525'
At step '2800', psnr is '24.413643575154733'
At step '3000', psnr is '23.937705842458357'
At step '3200', psnr is '24.152317542570966'
At step '3400', psnr is '24.098049480565372'
At step '3600', psnr is '23.966986811321224'
At step '3800', psnr is '23.826545961527167'
At step '4000', psnr is '23.71773196999458'
At step '4200', psnr is '23.578506561958626'
At step '4400', psnr is '23.50739378896945'
At step '4600', psnr is '23.45304876004998'
At step '4800', psnr is '23.390443697207623'
At step '5000', psnr is '23.300606083003984'
At step '5200', psnr is '23.28087770077945'
At step '5400', psnr is '23.30369602403986'
At step '5600', psnr is '23.100495542842285'
At step '5800', psnr is '23.17100180569851'
At step '6000', psnr is '23.116312037633165'
At step '6200', psnr is '22.911672853405523'
At step '6400', psnr is '22.650197691823664'
At step '6600', psnr is '22.85552206872941'
At step '6800', psnr is '22.97304657156119'
At step '7000', psnr is '22.948804909761332'
At step '7200', psnr is '22.768851821502125'
At step '7400', psnr is '22.790595874338177'
At step '7600', psnr is '22.793171354718275'
At step '7800', psnr is '22.758100820893766'
At step '8000', psnr is '22.837431586976344'
At step '8200', psnr is '22.585969805863737'
At step '8400', psnr is '22.73510332814475'
At step '8600', psnr is '22.627098705750367'
At step '8800', psnr is '22.687835900850132'
At step '9000', psnr is '22.734921867018485'
At step '9200', psnr is '22.589862762540598'
At step '9400', psnr is '22.601915304598844'
At step '9600', psnr is '22.569847276057242'
At step '9800', psnr is '22.608142172953'
At step '10000', psnr is '22.586720381708865'
At step '10200', psnr is '22.47634915702392'
At step '10400', psnr is '22.653501850881554'
At step '10600', psnr is '22.46058249750535'
At step '10800', psnr is '22.528854800511645'
At step '11000', psnr is '22.56403889515292'
At step '11200', psnr is '22.406619036614707'
At step '11400', psnr is '22.447814744236908'
At step '11600', psnr is '22.567170379968307'
At step '11800', psnr is '22.411778940207334'
At step '12000', psnr is '22.547697808562045'
At step '12200', psnr is '22.398970942688088'
At step '12400', psnr is '22.43992959866786'
At step '12600', psnr is '22.413298742445733'
At step '12800', psnr is '22.378729991304994'
At step '13000', psnr is '22.42099226143637'
At step '13200', psnr is '22.462918123823535'
At step '13400', psnr is '22.464511576216474'
At step '13600', psnr is '22.45797066503456'
At step '13800', psnr is '22.461740172355256'
At step '14000', psnr is '22.39503960580481'
At step '14200', psnr is '22.418041673917873'
At step '14400', psnr is '22.471860859435992'
At step '14600', psnr is '22.35764384736839'
At step '14800', psnr is '22.407135772046463'
At step '15000', psnr is '22.390386236864973'
At step '15200', psnr is '22.34605351328476'
At step '15400', psnr is '22.42922092602846'
At step '15600', psnr is '22.321780791948353'
At step '15800', psnr is '22.372545652119573'
At step '16000', psnr is '22.348802406563486'
At step '16200', psnr is '22.23234133471199'
At step '16400', psnr is '22.287758493202517'
At step '16600', psnr is '22.313206275103923'
At step '16800', psnr is '22.248166729567632'
At step '17000', psnr is '22.228921443836335'
At step '17200', psnr is '22.239553966237686'
At step '17400', psnr is '22.2981541161981'
At step '17600', psnr is '22.326773432186048'
At step '17800', psnr is '22.223924891827075'
At step '18000', psnr is '22.264569125166695'
At step '18200', psnr is '22.278931243812657'
At step '18400', psnr is '22.22329148967148'
At step '18600', psnr is '22.34017303971683'
At step '18800', psnr is '22.21888587791577'
At step '19000', psnr is '22.31984137196633'
At step '19200', psnr is '22.186016758843667'
At step '19400', psnr is '22.251378000127215'
At step '19600', psnr is '22.213809606826587'
At step '19800', psnr is '22.192240765316356'
At step '20000', psnr is '22.23391664760204'
At step '20200', psnr is '22.131586037531136'
At step '20400', psnr is '22.252932715495653'
At step '20600', psnr is '22.278268581539958'
At step '20800', psnr is '22.18447243357481'
At step '21000', psnr is '22.224404138648804'
At step '21200', psnr is '22.280501326472695'
At step '21400', psnr is '22.22370519846317'
At step '21600', psnr is '22.15273648005068'
At step '21800', psnr is '22.243413765065103'
At step '22000', psnr is '22.274022288387464'
At step '22200', psnr is '22.177699879444543'
At step '22400', psnr is '22.211403921060047'
At step '22600', psnr is '22.196218339866075'
