(3, 512, 512)
Starting vanilla DIP on 8 using ADAM(sigma=0.15,lr=0.001,decay=0,beta=0)
Noisy PSNR is '18.345717774921056'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '18.681008763211242'
At step '400', psnr is '22.90778438787178'
At step '600', psnr is '24.197800291379682'
At step '800', psnr is '24.326274068184148'
At step '1000', psnr is '23.940112134516767'
At step '1200', psnr is '23.501852623383378'
At step '1400', psnr is '23.36456355136104'
At step '1600', psnr is '23.230221774626752'
At step '1800', psnr is '22.802091944974002'
At step '2000', psnr is '22.517749017669377'
At step '2200', psnr is '22.243701922052924'
At step '2400', psnr is '21.753422836160947'
At step '2600', psnr is '21.662784197057128'
At step '2800', psnr is '21.561091114510763'
At step '3000', psnr is '21.31700266973602'
At step '3200', psnr is '21.126270935053995'
At step '3400', psnr is '21.069105204823558'
At step '3600', psnr is '20.93121629712945'
At step '3800', psnr is '20.797988485297928'
At step '4000', psnr is '21.076889947162382'
At step '4200', psnr is '20.59583980704762'
At step '4400', psnr is '20.427644897721432'
At step '4600', psnr is '20.534709076460306'
At step '4800', psnr is '20.529543739868018'
At step '5000', psnr is '20.510315371621083'
At step '5200', psnr is '20.39081032442812'
At step '5400', psnr is '20.18004672878582'
At step '5600', psnr is '20.091754775744292'
At step '5800', psnr is '20.202567696256168'
At step '6000', psnr is '20.28798633072654'
At step '6200', psnr is '20.371993513549988'
At step '6400', psnr is '20.24745990043897'
At step '6600', psnr is '20.058849974812137'
At step '6800', psnr is '19.935068019874713'
At step '7000', psnr is '20.055489796645894'
At step '7200', psnr is '20.141036616717617'
At step '7400', psnr is '19.959126970924657'
At step '7600', psnr is '19.784822102210775'
At step '7800', psnr is '20.067888504019127'
At step '8000', psnr is '19.999662379203105'
At step '8200', psnr is '20.03262092260289'
At step '8400', psnr is '19.588256378404804'
At step '8600', psnr is '19.912494715754708'
At step '8800', psnr is '19.90132189221913'
At step '9000', psnr is '19.739239753406185'
At step '9200', psnr is '19.850521032623416'
At step '9400', psnr is '20.025219375576416'
