(3, 256, 256)
Starting vanilla DIP on 1 using ADAM(sigma=0.15,lr=0.001,decay=0,beta=0)
Noisy PSNR is '17.232354097542547'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '24.149240820826442'
At step '400', psnr is '26.707475061712206'
At step '600', psnr is '25.834111639422655'
At step '800', psnr is '24.001986381512403'
At step '1000', psnr is '22.450431140686486'
At step '1200', psnr is '20.683466729046366'
At step '1400', psnr is '20.47266592649215'
At step '1600', psnr is '19.85634527008599'
At step '1800', psnr is '19.149169232699343'
At step '2000', psnr is '19.06118365515003'
At step '2200', psnr is '19.111416974525334'
At step '2400', psnr is '18.639707965859003'
At step '2600', psnr is '18.511441633328893'
At step '2800', psnr is '18.620732252017397'
At step '3000', psnr is '18.446429217348523'
At step '3200', psnr is '18.30353922300562'
At step '3400', psnr is '18.36094606570175'
At step '3600', psnr is '18.078923369851758'
At step '3800', psnr is '17.883771753225396'
At step '4000', psnr is '18.148050710245123'
At step '4200', psnr is '17.93796429915432'
At step '4400', psnr is '17.794551665132964'
At step '4600', psnr is '18.108999242034226'
At step '4800', psnr is '17.940757765965543'
At step '5000', psnr is '17.689216353467007'
At step '5200', psnr is '17.858984404820834'
At step '5400', psnr is '18.000391771748504'
At step '5600', psnr is '17.92108775230236'
At step '5800', psnr is '17.815802206200058'
At step '6000', psnr is '17.91711093672857'
At step '6200', psnr is '17.7973931970123'
At step '6400', psnr is '17.844304400263617'
At step '6600', psnr is '17.879200454133148'
At step '6800', psnr is '17.994140192368494'
At step '7000', psnr is '17.65652166580785'
At step '7200', psnr is '17.781903982036006'
At step '7400', psnr is '17.58947961947952'
At step '7600', psnr is '17.727775816574038'
At step '7800', psnr is '17.81382771738057'
At step '8000', psnr is '17.603456347828697'
At step '8200', psnr is '17.634383173333827'
At step '8400', psnr is '17.82983924397287'
At step '8600', psnr is '17.715695620938185'
At step '8800', psnr is '17.561899860321624'
At step '9000', psnr is '17.731099283920177'
At step '9200', psnr is '17.714625850501992'
At step '9400', psnr is '17.477349677430354'
At step '9600', psnr is '17.685018005768505'
At step '9800', psnr is '17.638984652989336'
At step '10000', psnr is '17.59812779330651'
At step '10200', psnr is '17.730146584340204'
