(3, 512, 512)
Starting vanilla DIP on 4 using ADAM(sigma=0.15,lr=0.001,decay=0,beta=0)
Noisy PSNR is '16.44355492141473'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '25.997527421919706'
At step '400', psnr is '27.223662100665894'
At step '600', psnr is '26.074741676237668'
At step '800', psnr is '24.49799559921849'
At step '1000', psnr is '22.868983622495044'
At step '1200', psnr is '21.87834817991998'
At step '1400', psnr is '21.405451974887203'
At step '1600', psnr is '20.83192292952791'
At step '1800', psnr is '20.605507732674116'
At step '2000', psnr is '20.274519326073776'
At step '2200', psnr is '20.012725769581294'
At step '2400', psnr is '19.903732788111043'
At step '2600', psnr is '19.730224607945832'
At step '2800', psnr is '19.314653021622078'
At step '3000', psnr is '19.389070482867968'
At step '3200', psnr is '19.248471277311477'
At step '3400', psnr is '19.222407721550052'
At step '3600', psnr is '19.182235981277902'
At step '3800', psnr is '19.01290838361716'
At step '4000', psnr is '19.13845647858565'
At step '4200', psnr is '18.85160257433107'
At step '4400', psnr is '18.975561156460433'
At step '4600', psnr is '18.934101642655076'
At step '4800', psnr is '18.827232654015834'
At step '5000', psnr is '18.913959303451147'
At step '5200', psnr is '18.738079557887133'
At step '5400', psnr is '18.65736936225818'
At step '5600', psnr is '18.708347231757095'
At step '5800', psnr is '18.684865441655944'
At step '6000', psnr is '18.587548150097234'
At step '6200', psnr is '18.732270597306'
At step '6400', psnr is '18.75142849315731'
At step '6600', psnr is '18.497486735564298'
At step '6800', psnr is '18.419460601558043'
At step '7000', psnr is '18.395695782381903'
At step '7200', psnr is '18.561319160445404'
At step '7400', psnr is '18.520547081988344'
At step '7600', psnr is '18.382366200214097'
At step '7800', psnr is '18.520911258419606'
At step '8000', psnr is '18.524225708936477'
At step '8200', psnr is '18.516880824251665'
At step '8400', psnr is '18.408067725159192'
At step '8600', psnr is '18.438809539470565'
At step '8800', psnr is '18.481325045259826'
At step '9000', psnr is '18.51497579685299'
At step '9200', psnr is '18.362137289065014'
At step '9400', psnr is '18.371913666926332'
At step '9600', psnr is '18.33543726424442'
At step '9800', psnr is '18.226590418503267'
At step '10000', psnr is '18.44589974305641'
At step '10200', psnr is '18.358049616868296'
At step '10400', psnr is '18.42833771087259'
At step '10600', psnr is '18.254558536117017'
At step '10800', psnr is '18.242592301557167'
At step '11000', psnr is '18.439729084626425'
At step '11200', psnr is '18.282432138887792'
At step '11400', psnr is '18.303313471034595'
At step '11600', psnr is '18.350652154293293'
At step '11800', psnr is '18.351997830815865'
At step '12000', psnr is '18.274145304083817'
At step '12200', psnr is '18.24674513733186'
At step '12400', psnr is '18.32440224811101'
At step '12600', psnr is '18.213405419903204'
At step '12800', psnr is '18.35869554435189'
At step '13000', psnr is '18.160459026348985'
At step '13200', psnr is '18.160095042246628'
At step '13400', psnr is '18.154774596633153'
At step '13600', psnr is '18.21195948344014'
At step '13800', psnr is '18.125595419189676'
At step '14000', psnr is '18.123424469497877'
At step '14200', psnr is '18.205476693835262'
At step '14400', psnr is '18.149046571593775'
At step '14600', psnr is '17.996034530976946'
At step '14800', psnr is '18.274448946026002'
At step '15000', psnr is '18.148198867207313'
At step '15200', psnr is '18.24971238110121'
At step '15400', psnr is '18.269585984553565'
At step '15600', psnr is '18.223824490758226'
At step '15800', psnr is '18.237154625716986'
At step '16000', psnr is '18.172661605160066'
At step '16200', psnr is '18.16783318304651'
At step '16400', psnr is '18.255833885164787'
At step '16600', psnr is '18.155813316700463'
At step '16800', psnr is '18.099902415471213'
At step '17000', psnr is '18.216722566236395'
At step '17200', psnr is '18.04510327879373'
At step '17400', psnr is '18.059273778338454'
At step '17600', psnr is '18.025000160384536'
At step '17800', psnr is '18.083291626348874'
At step '18000', psnr is '18.09762776734115'
At step '18200', psnr is '18.1195617261047'
At step '18400', psnr is '18.001137830206723'
At step '18600', psnr is '18.08228541070592'
At step '18800', psnr is '18.054623378453243'
At step '19000', psnr is '18.108487640227715'
At step '19200', psnr is '18.099669301285733'
At step '19400', psnr is '18.15470764779775'
At step '19600', psnr is '18.115787099329673'
At step '19800', psnr is '18.17199588627181'
At step '20000', psnr is '18.11154445293229'
At step '20200', psnr is '18.1274727293161'
At step '20400', psnr is '18.02271397897194'
At step '20600', psnr is '18.10165291122653'
At step '20800', psnr is '18.09368510367945'
At step '21000', psnr is '18.139893319784544'
At step '21200', psnr is '18.034639335638282'
At step '21400', psnr is '18.0137316370859'
At step '21600', psnr is '18.074131653994275'
At step '21800', psnr is '18.072788684958624'
At step '22000', psnr is '18.13289625012374'
At step '22200', psnr is '18.095738688939562'
At step '22400', psnr is '18.036455155145653'
At step '22600', psnr is '17.89921559811028'
At step '22800', psnr is '18.018607346552603'
At step '23000', psnr is '18.046886815998064'
At step '23200', psnr is '18.12678793493236'
At step '23400', psnr is '18.048921538318474'
At step '23600', psnr is '18.042479420193487'
At step '23800', psnr is '17.986902323410664'
At step '24000', psnr is '18.040846141163804'
At step '24200', psnr is '17.94541373697387'
At step '24400', psnr is '17.986189342338026'
At step '24600', psnr is '18.10849751807352'
At step '24800', psnr is '18.040012430119894'
At step '25000', psnr is '18.138656243381714'
At step '25200', psnr is '18.0422402118484'
At step '25400', psnr is '17.996029435207493'
At step '25600', psnr is '17.924853336946953'
At step '25800', psnr is '18.056148464007688'
At step '26000', psnr is '17.977206606221362'
At step '26200', psnr is '17.88606212381989'
At step '26400', psnr is '18.012549015465'
At step '26600', psnr is '18.04812810669697'
At step '26800', psnr is '18.07937955373772'
At step '27000', psnr is '18.055913094067083'
At step '27200', psnr is '18.07676115620157'
At step '27400', psnr is '18.07444468885855'
At step '27600', psnr is '18.028117106321982'
At step '27800', psnr is '17.936294818948348'
At step '28000', psnr is '18.02344779638728'
At step '28200', psnr is '18.08095926041532'
At step '28400', psnr is '18.04304229850247'
At step '28600', psnr is '17.895513659229117'
At step '28800', psnr is '17.944655216981104'
At step '29000', psnr is '17.959911768393017'
At step '29200', psnr is '17.843923567109435'
At step '29400', psnr is '17.94585699109383'
At step '29600', psnr is '18.002123149265515'
