(3, 512, 512)
Starting vanilla DIP on 6 using ADAM(sigma=0.05,lr=0.001,decay=0,beta=0)
Noisy PSNR is '26.045897399732905'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '24.852310848190395'
At step '400', psnr is '29.496204034196133'
At step '600', psnr is '30.7602568034555'
At step '800', psnr is '31.855592743865216'
At step '1000', psnr is '32.076276330194496'
At step '1200', psnr is '32.7417359408261'
At step '1400', psnr is '32.68399532883354'
At step '1600', psnr is '32.52843677094968'
At step '1800', psnr is '32.73049426906633'
At step '2000', psnr is '32.32287330480881'
At step '2200', psnr is '32.371922761411824'
At step '2400', psnr is '32.11596219972983'
At step '2600', psnr is '32.006768087576134'
At step '2800', psnr is '31.59586479517186'
At step '3000', psnr is '31.53769677707077'
At step '3200', psnr is '31.44488114559319'
At step '3400', psnr is '31.448659581375182'
At step '3600', psnr is '31.242802523833003'
At step '3800', psnr is '30.97559554625469'
At step '4000', psnr is '30.972746408214146'
At step '4200', psnr is '30.708929779435195'
At step '4400', psnr is '30.691100491010552'
At step '4600', psnr is '30.701483841513095'
At step '4800', psnr is '30.229053916526954'
At step '5000', psnr is '30.22402003588106'
At step '5200', psnr is '30.15961067434475'
At step '5400', psnr is '30.30461887712079'
At step '5600', psnr is '30.14776474100516'
At step '5800', psnr is '29.941457038571073'
At step '6000', psnr is '30.017381160749814'
At step '6200', psnr is '29.70153834993743'
At step '6400', psnr is '29.931831590426178'
At step '6600', psnr is '29.866130970202217'
At step '6800', psnr is '29.826163912903535'
At step '7000', psnr is '29.599880109579367'
At step '7200', psnr is '29.639575163194003'
At step '7400', psnr is '29.57844324175276'
At step '7600', psnr is '29.608581686007387'
At step '7800', psnr is '29.49992796419748'
At step '8000', psnr is '29.485715118911394'
At step '8200', psnr is '29.447964643692266'
At step '8400', psnr is '29.49953731510864'
At step '8600', psnr is '29.400313322271753'
At step '8800', psnr is '29.392482975222425'
At step '9000', psnr is '29.442606410597577'
At step '9200', psnr is '29.370837775960567'
At step '9400', psnr is '29.28644283795158'
At step '9600', psnr is '29.345270203827823'
At step '9800', psnr is '29.336901668566476'
At step '10000', psnr is '29.269538724355357'
At step '10200', psnr is '29.02147920567772'
At step '10400', psnr is '29.218230169640066'
At step '10600', psnr is '29.10832376133768'
At step '10800', psnr is '29.110365253984828'
At step '11000', psnr is '29.13129960672313'
At step '11200', psnr is '29.002397391839672'
At step '11400', psnr is '29.074131651112197'
At step '11600', psnr is '28.994252057596697'
At step '11800', psnr is '29.03196142142063'
At step '12000', psnr is '29.038444591549784'
At step '12200', psnr is '29.096329778515976'
At step '12400', psnr is '28.87757572960734'
At step '12600', psnr is '28.920294857565835'
At step '12800', psnr is '28.923369494093457'
At step '13000', psnr is '28.848388836273493'
At step '13200', psnr is '28.962338982847747'
At step '13400', psnr is '28.927719907221668'
At step '13600', psnr is '28.88341826696219'
At step '13800', psnr is '28.95619814106237'
At step '14000', psnr is '28.76835015347714'
At step '14200', psnr is '28.90710476128282'
At step '14400', psnr is '28.862899006434567'
At step '14600', psnr is '28.80551213721807'
At step '14800', psnr is '28.843498817859988'
At step '15000', psnr is '28.860876438861247'
At step '15200', psnr is '28.719478614422304'
At step '15400', psnr is '28.85509170595693'
At step '15600', psnr is '28.794750084353154'
At step '15800', psnr is '28.814775565314797'
At step '16000', psnr is '28.803579063190735'
At step '16200', psnr is '28.748998014704938'
At step '16400', psnr is '28.82667818985532'
At step '16600', psnr is '28.730067599035422'
At step '16800', psnr is '28.846190437503786'
At step '17000', psnr is '28.7195301925368'
At step '17200', psnr is '28.601648334867328'
At step '17400', psnr is '28.796929106466564'
At step '17600', psnr is '28.708574384804116'
At step '17800', psnr is '28.57435589018998'
At step '18000', psnr is '28.723635063452612'
At step '18200', psnr is '28.714881587807845'
At step '18400', psnr is '28.63393052764404'
At step '18600', psnr is '28.71237083773285'
At step '18800', psnr is '28.663911348557814'
At step '19000', psnr is '28.629718872307603'
At step '19200', psnr is '28.63737372503443'
At step '19400', psnr is '28.645070220361866'
At step '19600', psnr is '28.651882163079925'
At step '19800', psnr is '28.575809652020858'
At step '20000', psnr is '28.54001284447733'
At step '20200', psnr is '28.65331168615525'
At step '20400', psnr is '28.538493373969303'
At step '20600', psnr is '28.616506457645052'
At step '20800', psnr is '28.561292433857798'
At step '21000', psnr is '28.560395881158115'
At step '21200', psnr is '28.54463194620866'
At step '21400', psnr is '28.581873938629293'
At step '21600', psnr is '28.41501049835165'
At step '21800', psnr is '28.567172161197544'
At step '22000', psnr is '28.547457874728217'
At step '22200', psnr is '28.46731361917348'
At step '22400', psnr is '28.57252190212986'
At step '22600', psnr is '28.4991339449272'
At step '22800', psnr is '28.475248471548113'
At step '23000', psnr is '28.58514870282495'
At step '23200', psnr is '28.45770710686558'
At step '23400', psnr is '28.455369374674007'
At step '23600', psnr is '28.401939991579038'
At step '23800', psnr is '28.52575393502955'
At step '24000', psnr is '28.343257869729097'
At step '24200', psnr is '28.342266110436448'
At step '24400', psnr is '28.438806750182877'
At step '24600', psnr is '28.403010577329773'
At step '24800', psnr is '28.504554186510198'
At step '25000', psnr is '28.435056839834157'
At step '25200', psnr is '28.359164173789935'
At step '25400', psnr is '28.501840534531414'
At step '25600', psnr is '28.4287270883577'
