(3, 256, 256)
Starting vanilla DIP on 9 using ADAM(sigma=0.05,lr=0.001,decay=0,beta=0)
Noisy PSNR is '26.112563311803857'
Starting optimization with optimizer 'ADAM'
here
At step '200', psnr is '23.94746750032921'
At step '400', psnr is '26.93229952024953'
At step '600', psnr is '28.812391795993992'
At step '800', psnr is '30.201886098431178'
At step '1000', psnr is '30.746890449557966'
At step '1200', psnr is '30.857912225068972'
At step '1400', psnr is '31.044358738696175'
At step '1600', psnr is '30.768675314415702'
At step '1800', psnr is '30.658669142564776'
At step '2000', psnr is '30.438186432408777'
At step '2200', psnr is '30.12200723225667'
At step '2400', psnr is '29.654585315806116'
At step '2600', psnr is '29.691877682659378'
At step '2800', psnr is '29.14729421244051'
At step '3000', psnr is '28.910878997897377'
At step '3200', psnr is '28.886063941142744'
At step '3400', psnr is '28.66341405041478'
At step '3600', psnr is '28.20505361896746'
At step '3800', psnr is '28.18680993442131'
At step '4000', psnr is '28.036810851959125'
At step '4200', psnr is '28.11868222571838'
At step '4400', psnr is '28.001319869877562'
At step '4600', psnr is '27.759223328205664'
At step '4800', psnr is '27.840286119354932'
At step '5000', psnr is '27.720101700354107'
At step '5200', psnr is '27.76842463762426'
At step '5400', psnr is '27.356032437089645'
At step '5600', psnr is '27.52421647526446'
At step '5800', psnr is '27.479324920129443'
At step '6000', psnr is '27.334041732042248'
At step '6200', psnr is '27.350503779647717'
At step '6400', psnr is '27.374023788861585'
At step '6600', psnr is '27.372126550416695'
At step '6800', psnr is '27.21933653125509'
At step '7000', psnr is '27.205031524165882'
At step '7200', psnr is '27.114730510821975'
At step '7400', psnr is '27.07670155574698'
At step '7600', psnr is '27.165128877860734'
At step '7800', psnr is '27.082233074421517'
At step '8000', psnr is '26.819864960359286'
At step '8200', psnr is '27.177562944398034'
At step '8400', psnr is '26.881196355962356'
At step '8600', psnr is '27.104121267644267'
At step '8800', psnr is '26.96441946746646'
At step '9000', psnr is '27.047949942054522'
At step '9200', psnr is '26.863815021052456'
At step '9400', psnr is '27.009759687464094'
At step '9600', psnr is '26.883794838302318'
At step '9800', psnr is '26.978417202076347'
At step '10000', psnr is '26.883953224336828'
At step '10200', psnr is '26.890771764976037'
At step '10400', psnr is '26.939868651817783'
At step '10600', psnr is '26.839519578036104'
At step '10800', psnr is '26.86886049262202'
At step '11000', psnr is '26.86292467417863'
At step '11200', psnr is '26.844733944134127'
At step '11400', psnr is '26.73425419012773'
At step '11600', psnr is '26.875880429788342'
At step '11800', psnr is '26.616494930377694'
At step '12000', psnr is '26.793624684866735'
At step '12200', psnr is '26.704145227954626'
At step '12400', psnr is '26.830022270859857'
At step '12600', psnr is '26.70722491582234'
At step '12800', psnr is '26.77510340854778'
At step '13000', psnr is '26.81488771291044'
At step '13200', psnr is '26.67830391799925'
At step '13400', psnr is '26.721742035798'
At step '13600', psnr is '26.736825345397047'
At step '13800', psnr is '26.829523756830476'
At step '14000', psnr is '26.728857428407238'
At step '14200', psnr is '26.750258988621432'
At step '14400', psnr is '26.62589039033135'
At step '14600', psnr is '26.76881421683982'
At step '14800', psnr is '26.64042975169206'
At step '15000', psnr is '26.680750331549824'
At step '15200', psnr is '26.727091407671754'
At step '15400', psnr is '26.590014979334853'
At step '15600', psnr is '26.742864387882967'
At step '15800', psnr is '26.677984390206305'
At step '16000', psnr is '26.63975055612928'
At step '16200', psnr is '26.68054174188805'
At step '16400', psnr is '26.712988560923037'
At step '16600', psnr is '26.622262445901978'
At step '16800', psnr is '26.656156019367142'
At step '17000', psnr is '26.6958424274989'
At step '17200', psnr is '26.56938226566743'
At step '17400', psnr is '26.487412091662037'
At step '17600', psnr is '26.554635657372117'
At step '17800', psnr is '26.68668119909565'
At step '18000', psnr is '26.60916741111306'
At step '18200', psnr is '26.6669555738586'
At step '18400', psnr is '26.646855642538114'
At step '18600', psnr is '26.61576519369453'
At step '18800', psnr is '26.6972327670467'
At step '19000', psnr is '26.539571099948045'
At step '19200', psnr is '26.606669786036985'
At step '19400', psnr is '26.57447221742896'
At step '19600', psnr is '26.61336113119731'
At step '19800', psnr is '26.59967260615947'
At step '20000', psnr is '26.565120279655833'
At step '20200', psnr is '26.47948433216605'
At step '20400', psnr is '26.6213352641584'
At step '20600', psnr is '26.646135267975673'
At step '20800', psnr is '26.619901216569044'
At step '21000', psnr is '26.553702679091895'
At step '21200', psnr is '26.52965630408103'
At step '21400', psnr is '26.50693378329703'
At step '21600', psnr is '26.52365660057139'
At step '21800', psnr is '26.554747719716353'
